# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "gbc" "-g" "transcript_id" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/PolII-PROseq.counts.cds.txt" "./ChIP-nexus/mapped/bam_dm6/Input_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped/bam_dm6/PolII_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep2.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep1.dm6.bowtie2.sorted.bam" "./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep2.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP-nexus/mapped/bam_dm6/Input_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped/bam_dm6/PolII_Toll10b_Levine_R1_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/Input_g7_Levine_rep2.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep1.dm6.bowtie2.sorted.bam	./ChIP-nexus/mapped2/bam_dm6/PolII_g7_Levine_rep2.dm6.bowtie2.sorted.bam
FBtr0077854	2L	2128312	2128737	-	426	0	0	0	0	0	0
FBtr0077828	2L	2131313	2137196	+	5884	37	30	12	69	116	74
FBtr0100485	2L	2131313	2136943	+	5631	0	0	0	0	0	0
FBtr0334814	2L	2137450	2144687	-	7238	2220	2935	1314	3885	7672	7775
FBtr0334813	2L	2145397	2146775	-	1379	27	115	13	45	381	256
FBtr0077852	2L	2145597	2146775	-	1179	0	0	0	0	0	0
FBtr0077829	2L	2148018	2151564	+	3547	1210	1438	822	2119	3629	4165
FBtr0077831	2L	2152254	2155005	+	2752	0	0	0	0	0	0
FBtr0330657	2L	2152254	2155289	+	3036	50	93	20	81	308	311
FBtr0077832	2L	2156253	2156690	+	438	52	536	27	73	2403	2137
FBtr0077850	2L	2156584	2178254	-	21671	0	0	0	0	0	0
FBtr0077851	2L	2156584	2161027	-	4444	0	0	0	0	0	0
FBtr0330659	2L	2156892	2161027	-	4136	0	0	0	0	0	0
FBtr0330660	2L	2157527	2178254	-	20728	0	0	0	0	0	0
FBtr0330664	2L	2190014	2191886	-	1873	588	813	345	982	2166	2223
FBtr0330663	2L	2192625	2197412	-	4788	904	372	594	1626	1409	995
FBtr0307523	2L	2203821	2205666	-	1846	640	129	404	1121	442	294
FBtr0307522	2L	2206625	2208602	-	1978	571	114	329	1117	372	343
FBtr0077845	2L	2209674	2212071	-	2398	19	8	19	38	17	4
FBtr0331649	2L	2210046	2212071	-	2026	0	0	0	0	0	0
FBtr0303459	2L	2212838	2213559	-	722	0	0	0	0	0	0
FBtr0077844	2L	2212838	2213711	-	874	55	9	27	99	52	30
FBtr0077843	2L	2215072	2215811	-	740	180	200	125	307	866	952
FBtr0077835	2L	2217790	2220525	+	2736	1036	993	647	1864	2252	2392
FBtr0077836	2L	2221248	2225444	+	4197	245	321	145	439	1100	1283
FBtr0077837	2L	2222589	2225444	+	2856	0	0	0	0	0	0
FBtr0077838	2L	2223157	2225444	+	2288	0	0	0	0	0	0
FBtr0077839	2L	2223700	2225444	+	1745	0	0	0	0	0	0
FBtr0100673	2L	2226842	2230999	+	4158	34	57	37	77	228	248
FBtr0077840	2L	2227021	2230988	+	3968	0	0	0	0	0	0
FBtr0100674	2L	2227021	2230313	+	3293	0	0	0	0	0	0
FBtr0329964	2L	2231206	2236344	-	5139	80	95	43	116	336	226
FBtr0329965	2L	2231878	2236344	-	4467	0	0	0	0	0	0
FBtr0077809	2L	2237176	2237751	-	576	241	72	162	422	265	220
FBtr0077808	2L	2238404	2238884	-	481	176	32	92	342	190	83
FBtr0077807	2L	2239514	2240093	-	580	191	48	153	368	140	110
FBtr0335159	2L	2242878	2245174	+	2297	206	29	158	380	146	117
FBtr0077751	2L	2242878	2244314	+	1437	0	0	0	0	0	0
FBtr0302372	2L	2264331	2264821	-	491	78	20	43	139	79	26
FBtr0335162	2L	2268206	2268640	-	435	99	18	79	188	69	44
FBtr0333226	2L	2308861	2356856	-	47996	3	3	2	10	15	9
FBtr0077799	2L	2308898	2356856	-	47959	0	0	0	0	0	0
FBtr0344663	2L	2312180	2358844	+	46665	93	58	69	147	263	141
FBtr0344662	2L	2312180	2358067	+	45888	0	0	0	0	0	0
FBtr0077797	2L	2359242	2363004	-	3763	0	0	0	0	0	0
FBtr0077796	2L	2359242	2364221	-	4980	0	0	0	0	0	0
FBtr0077798	2L	2359666	2362281	-	2616	0	0	0	0	0	0
FBtr0077794	2L	2359666	2364454	-	4789	0	0	0	0	0	0
FBtr0330668	2L	2359666	2364221	-	4556	0	0	0	0	0	0
FBtr0077793	2L	2359666	2364773	-	5108	84	214	40	164	681	777
FBtr0330670	2L	2359666	2361355	-	1690	0	0	0	0	0	0
FBtr0330665	2L	2365845	2370037	+	4193	19	93	24	69	288	323
FBtr0330666	2L	2366094	2370037	+	3944	0	0	0	0	0	0
FBtr0330667	2L	2370252	2371024	-	773	322	649	235	574	1346	1299
FBtr0331441	2L	2372555	2373561	-	1007	0	0	0	0	0	0
FBtr0303027	2L	2372555	2373237	-	683	0	0	0	0	0	0
FBtr0077791	2L	2372555	2374127	-	1573	111	188	88	226	366	379
FBtr0077765	2L	2376341	2380406	+	4066	0	0	0	0	0	0
FBtr0331438	2L	2376341	2380168	+	3828	0	0	0	0	0	0
FBtr0077766	2L	2376609	2380168	+	3560	0	0	0	0	0	0
FBtr0331437	2L	2376833	2380406	+	3574	0	0	0	0	0	0
FBtr0077767	2L	2381597	2382973	+	1377	505	567	321	1019	1338	1654
FBtr0077768	2L	2383702	2384647	+	946	274	72	165	434	254	213
FBtr0331439	2L	2384861	2385292	-	432	181	41	114	357	103	88
FBtr0335464	2L	2389678	2390189	-	512	96	11	59	173	56	51
FBtr0331202	2L	2392160	2410562	+	18403	1683	364	1149	3157	1358	942
FBtr0077769	2L	2400795	2410562	+	9768	0	0	0	0	0	0
FBtr0307078	2L	2401251	2410562	+	9312	0	0	0	0	0	0
FBtr0307079	2L	2410724	2414822	-	4099	916	217	662	1578	680	486
FBtr0077787	2L	2415459	2416220	-	762	36	2	21	68	16	10
FBtr0077788	2L	2415534	2416156	-	623	0	0	0	0	0	0
FBtr0112752	2L	2416892	2417465	-	574	167	39	109	352	118	65
FBtr0112751	2L	2418522	2419513	-	992	90	11	55	126	24	16
FBtr0331203	2L	2418522	2419304	-	783	0	0	0	0	0	0
FBtr0077770	2L	2421330	2422810	+	1481	0	0	0	0	0	0
FBtr0335462	2L	2421330	2424547	+	3218	394	214	250	688	760	577
FBtr0077771	2L	2428872	2459723	+	30852	5158	1271	3275	9087	5791	4785
FBtr0077772	2L	2450693	2459723	+	9031	0	0	0	0	0	0
FBtr0077773	2L	2451729	2459723	+	7995	0	0	0	0	0	0
FBtr0077775	2L	2455237	2459723	+	4487	0	0	0	0	0	0
FBtr0335169	2L	2488297	2492171	-	3875	468	530	293	858	1564	1614
FBtr0077782	2L	2490320	2492171	-	1852	0	0	0	0	0	0
FBtr0077777	2L	2493455	2498746	+	5292	47	85	43	92	239	194
FBtr0077779	2L	2493455	2497257	+	3803	0	0	0	0	0	0
FBtr0077778	2L	2493455	2498354	+	4900	0	0	0	0	0	0
FBtr0077750	2L	2551245	2552325	-	1081	385	68	237	669	298	184
FBtr0335167	2L	2562583	2564330	-	1748	73	31	60	126	116	120
FBtr0335166	2L	2562985	2564330	-	1346	0	0	0	0	0	0
FBtr0077748	2L	2564986	2572537	-	7552	1350	598	918	2374	1481	1205
FBtr0077747	2L	2573536	2574552	-	1017	404	871	229	791	2541	2179
FBtr0344854	2L	2575380	2576178	-	799	0	0	0	0	0	0
FBtr0077746	2L	2575380	2576497	-	1118	127	1592	88	274	3065	3900
FBtr0077693	2L	2578187	2579079	+	893	386	11335	226	715	30352	37562
FBtr0335170	2L	2580792	2581323	+	532	181	462	95	336	1098	1017
FBtr0335173	2L	2581381	2584930	-	3550	28	54	15	39	235	218
FBtr0077744	2L	2581538	2584930	-	3393	0	0	0	0	0	0
FBtr0114513	2L	2610494	2611183	+	690	151	37	126	302	116	116
FBtr0077743	2L	2646677	2647220	-	544	169	47	93	339	153	104
FBtr0302456	2L	2648460	2651914	-	3455	626	127	401	1221	481	340
FBtr0077698	2L	2654549	2655362	+	814	277	48	210	468	164	99
FBtr0332513	2L	2655894	2657002	+	1109	324	78	235	555	244	143
FBtr0077700	2L	2665562	2666165	+	604	221	43	158	360	146	118
FBtr0273435	2L	2670323	2672086	+	1764	313	60	216	502	201	112
FBtr0077702	2L	2671423	2672086	+	664	0	0	0	0	0	0
FBtr0301682	2L	2678234	2719331	+	41098	7974	1775	5254	14764	6052	4269
FBtr0300986	2L	2695430	2695937	-	508	0	0	0	0	0	0
FBtr0334161	2L	2726174	2739730	+	13557	878	204	566	1548	633	368
FBtr0334159	2L	2730604	2739730	+	9127	0	0	0	0	0	0
FBtr0077708	2L	2731336	2739730	+	8395	0	0	0	0	0	0
FBtr0334160	2L	2736314	2739730	+	3417	0	0	0	0	0	0
FBtr0089751	2L	2740486	2743277	+	2792	6	1	7	12	12	9
FBtr0089750	2L	2740542	2743277	+	2736	0	0	0	0	0	0
FBtr0089749	2L	2741495	2743277	+	1783	0	0	0	0	0	0
FBtr0077740	2L	2743475	2744434	-	960	387	165	262	766	563	507
FBtr0077712	2L	2745598	2746844	+	1247	443	1100	272	726	2529	2939
FBtr0330717	2L	2746980	2750489	-	3510	0	0	0	0	0	0
FBtr0334162	2L	2746980	2748813	-	1834	0	0	0	0	0	0
FBtr0330716	2L	2746980	2749647	-	2668	0	0	0	0	0	0
FBtr0330718	2L	2746980	2752568	-	5589	594	1817	398	1081	5010	5164
FBtr0077739	2L	2746980	2747987	-	1008	0	0	0	0	0	0
FBtr0335125	2L	2752945	2757820	+	4876	96	2862	52	150	6238	6956
FBtr0307080	2L	2753300	2757875	+	4576	18	182	7	16	751	656
FBtr0077713	2L	2753300	2756563	+	3264	0	0	0	0	0	0
FBtr0077714	2L	2753733	2756563	+	2831	0	0	0	0	0	0
FBtr0100383	2L	2758527	2759177	-	651	261	2497	202	472	6580	6225
FBtr0335126	2L	2760424	2763789	+	3366	0	0	0	0	0	0
FBtr0077715	2L	2760424	2763510	+	3087	0	0	0	0	0	0
FBtr0335129	2L	2763516	2765165	-	1650	56	56	18	76	202	131
FBtr0077736	2L	2764178	2765165	-	988	0	0	0	0	0	0
FBtr0335127	2L	2766733	2767181	+	449	126	455	84	226	1398	1453
FBtr0077731	2L	2768690	2769569	-	880	6	26	6	10	88	64
FBtr0077734	2L	2768718	2769566	-	849	0	0	0	0	0	0
FBtr0345331	2L	2772427	2799479	-	27053	1077	445	654	1666	1235	843
FBtr0332218	2L	2779367	2795044	-	15678	0	0	0	0	0	0
FBtr0077728	2L	2779367	2799479	-	20113	0	0	0	0	0	0
FBtr0332219	2L	2780841	2799479	-	18639	0	0	0	0	0	0
FBtr0077720	2L	2805761	2812045	+	6285	0	0	0	0	0	0
FBtr0335151	2L	2805761	2812276	+	6516	21	6	15	41	23	4
FBtr0077721	2L	2808822	2812045	+	3224	0	0	0	0	0	0
FBtr0077722	2L	2812937	2814329	+	1393	503	167	342	1010	488	373
FBtr0113017	2L	2814436	2815260	-	825	261	153	164	443	568	538
FBtr0300382	2L	2816070	2829748	-	13679	3209	671	2121	5931	2441	1807
FBtr0077723	2L	2823646	2825006	-	1361	0	0	0	0	0	0
FBtr0077691	2L	2834987	2837333	-	2347	204	39	145	328	151	104
FBtr0077692	2L	2836179	2837333	-	1155	0	0	0	0	0	0
FBtr0077618	2L	2838911	2839447	+	537	240	50	169	392	147	149
FBtr0077619	2L	2840624	2842538	+	1915	393	97	279	775	305	175
FBtr0273251	2L	2842689	2844013	-	1325	407	91	282	721	270	154
FBtr0077689	2L	2844701	2845234	-	534	158	35	119	303	128	74
FBtr0300356	2L	2846026	2846712	-	687	263	55	192	535	172	133
FBtr0335130	2L	2848132	2848897	+	766	179	29	115	303	161	132
FBtr0077686	2L	2849089	2855278	-	6190	110	42	64	143	137	124
FBtr0077687	2L	2849332	2854809	-	5478	0	0	0	0	0	0
FBtr0077626	2L	2857664	2868448	+	10785	926	770	669	1760	3745	3127
FBtr0077627	2L	2863037	2868448	+	5412	0	0	0	0	0	0
FBtr0077685	2L	2868727	2873989	-	5263	1354	2773	911	2467	6363	6750
FBtr0077629	2L	2875390	2877068	+	1679	577	1007	386	1036	2038	2263
FBtr0077684	2L	2877191	2877732	-	542	127	262	115	297	758	756
FBtr0077631	2L	2879612	2880608	+	997	323	742	304	693	1525	1662
FBtr0332459	2L	2880804	2884714	-	3911	0	0	0	0	0	0
FBtr0077682	2L	2880804	2882626	-	1823	0	0	0	0	0	0
FBtr0077680	2L	2880804	2885350	-	4547	160	2684	109	270	6892	7274
FBtr0077683	2L	2880805	2882626	-	1822	0	0	0	0	0	0
FBtr0290040	2L	2886429	2952411	+	65983	0	0	0	0	0	0
FBtr0332458	2L	2886429	2952977	+	66549	0	0	0	0	0	0
FBtr0077633	2L	2886429	2954306	+	67878	146	87	99	284	377	296
FBtr0290039	2L	2888784	2952977	+	64194	0	0	0	0	0	0
FBtr0290041	2L	2890671	2952977	+	62307	0	0	0	0	0	0
FBtr0290038	2L	2947063	2952411	+	5349	0	0	0	0	0	0
FBtr0290238	2L	2955262	2964751	+	9490	515	130	359	959	462	421
FBtr0077638	2L	2957411	2964751	+	7341	0	0	0	0	0	0
FBtr0100468	2L	2957411	2968334	+	10924	636	258	375	964	914	604
FBtr0077640	2L	2959647	2964751	+	5105	0	0	0	0	0	0
FBtr0077679	2L	2968393	2969138	-	746	14	39	16	20	91	85
FBtr0343784	2L	2968603	2969138	-	536	0	0	0	0	0	0
FBtr0077678	2L	2969873	2972008	-	2136	656	1079	415	1279	2156	2277
FBtr0077641	2L	2973391	2974758	+	1368	530	518	409	1024	1431	1545
FBtr0077677	2L	2974959	2976362	-	1404	470	382	331	885	1104	1239
FBtr0077642	2L	2977622	2978400	+	779	18	36	12	29	74	76
FBtr0343781	2L	2977622	2978298	+	677	0	0	0	0	0	0
FBtr0331654	2L	2979662	2987223	-	7562	25	154	24	47	378	357
FBtr0305980	2L	2979799	2986982	-	7184	0	0	0	0	0	0
FBtr0077674	2L	2979799	2987223	-	7425	0	0	0	0	0	0
FBtr0077643	2L	2988616	2989975	+	1360	304	978	217	618	2388	2667
FBtr0077673	2L	2989694	2992259	-	2566	835	1532	522	1539	3856	3864
FBtr0331653	2L	2993370	2998626	+	5257	38	120	36	83	287	345
FBtr0077645	2L	2993473	2998626	+	5154	0	0	0	0	0	0
FBtr0077646	2L	2999786	3015969	+	16184	3543	3469	2474	6545	9770	9411
FBtr0300815	2L	3016541	3017808	-	1268	44	43	38	93	175	155
FBtr0331629	2L	3016785	3017593	-	809	0	0	0	0	0	0
FBtr0077672	2L	3016785	3017808	-	1024	0	0	0	0	0	0
FBtr0077647	2L	3019008	3021406	+	2399	60	31	40	97	68	98
FBtr0331628	2L	3019167	3021406	+	2240	0	0	0	0	0	0
FBtr0077670	2L	3021409	3022641	-	1233	402	492	255	683	1390	1470
FBtr0077648	2L	3023726	3026339	+	2614	813	1528	553	1523	3480	3658
FBtr0335484	2L	3026352	3028668	-	2317	50	121	44	99	356	291
FBtr0077669	2L	3026633	3028668	-	2036	0	0	0	0	0	0
FBtr0077650	2L	3029753	3030516	+	764	119	250	98	224	744	824
FBtr0077652	2L	3031039	3032200	+	1162	440	524	309	859	1205	1312
FBtr0335481	2L	3032310	3034848	-	2539	770	798	536	1485	2271	2187
FBtr0077667	2L	3035593	3036903	-	1311	79	90	43	135	184	158
FBtr0335480	2L	3035593	3036763	-	1171	0	0	0	0	0	0
FBtr0344088	2L	3037730	3038693	+	964	58	69	30	104	159	148
FBtr0077653	2L	3037911	3038693	+	783	0	0	0	0	0	0
FBtr0335478	2L	3038006	3038693	+	688	0	0	0	0	0	0
FBtr0077654	2L	3040476	3041526	+	1051	61	50	39	129	133	144
FBtr0077655	2L	3040612	3041526	+	915	0	0	0	0	0	0
FBtr0335479	2L	3040612	3041790	+	1179	64	43	35	111	131	115
FBtr0335385	2L	3043051	3043493	+	443	162	35	85	222	134	104
FBtr0077657	2L	3044447	3055501	+	11055	0	0	0	0	0	0
FBtr0335386	2L	3044447	3056043	+	11597	144	36	80	200	152	229
FBtr0077659	2L	3057098	3068077	+	10980	89	31	56	165	96	83
FBtr0335387	2L	3057489	3068077	+	10589	0	0	0	0	0	0
FBtr0110903	2L	3068445	3107642	-	39198	0	0	0	0	0	0
FBtr0077662	2L	3068445	3144286	-	75842	6120	1355	4033	10724	4956	3597
FBtr0329906	2L	3068445	3085991	-	17547	0	0	0	0	0	0
FBtr0077665	2L	3068445	3090411	-	21967	0	0	0	0	0	0
FBtr0112883	2L	3069401	3071871	-	2471	0	0	0	0	0	0
FBtr0077664	2L	3069496	3094195	-	24700	0	0	0	0	0	0
FBtr0335388	2L	3069496	3111836	-	42341	0	0	0	0	0	0
FBtr0077660	2L	3110172	3110898	+	727	0	0	0	0	0	0
FBtr0332372	2L	3146156	3152253	-	6098	26	46	32	57	138	119
FBtr0077616	2L	3146552	3159143	-	12592	1454	1137	901	2785	4042	3927
FBtr0077574	2L	3160450	3162299	+	1850	429	606	346	891	1613	1545
FBtr0308315	2L	3164145	3169362	+	5218	41	122	12	50	204	165
FBtr0332371	2L	3164145	3168888	+	4744	0	0	0	0	0	0
FBtr0334134	2L	3169920	3170592	-	673	273	289	177	376	804	873
FBtr0112637	2L	3175212	3199201	-	23990	11	1	8	12	14	2
FBtr0340590	2L	3175290	3199996	-	24707	110	58	95	220	181	175
FBtr0301033	2L	3269937	3271706	+	1770	79	9	33	87	51	43
FBtr0340587	2L	3270221	3271706	+	1486	0	0	0	0	0	0
FBtr0340589	2L	3275900	3278970	-	3071	0	0	0	0	0	0
FBtr0077608	2L	3275900	3280034	-	4135	233	39	164	373	119	77
FBtr0077606	2L	3291345	3294206	-	2862	830	247	475	1415	854	638
FBtr0077604	2L	3295026	3302630	-	7605	1735	746	1129	3235	2656	1961
FBtr0114460	2L	3304600	3317318	+	12719	2084	873	1428	3752	2669	2270
FBtr0077580	2L	3309722	3311582	+	1861	0	0	0	0	0	0
FBtr0331372	2L	3316894	3319372	-	2479	26	13	25	48	49	27
FBtr0077603	2L	3317576	3319372	-	1797	0	0	0	0	0	0
FBtr0339546	2L	3320745	3323041	+	2297	604	134	411	1139	438	323
FBtr0077584	2L	3324737	3326537	+	1801	434	78	377	887	372	240
FBtr0113458	2L	3328403	3329692	+	1290	361	59	255	607	247	209
FBtr0077586	2L	3331428	3332776	+	1349	6	0	13	11	9	3
FBtr0339547	2L	3331428	3332740	+	1313	0	0	0	0	0	0
FBtr0077587	2L	3333314	3334690	+	1377	381	58	267	713	263	153
FBtr0089979	2L	3334975	3354329	-	19355	3917	907	2654	7058	3023	2103
FBtr0112638	2L	3358740	3372872	-	14133	346	225	255	736	843	735
FBtr0306335	2L	3358740	3364719	-	5980	0	0	0	0	0	0
FBtr0112641	2L	3358740	3368734	-	9995	0	0	0	0	0	0
FBtr0306333	2L	3358740	3370862	-	12123	0	0	0	0	0	0
FBtr0113018	2L	3373667	3375211	-	1545	469	296	308	880	978	935
FBtr0077589	2L	3377502	3378490	+	989	301	304	210	653	805	846
FBtr0077592	2L	3404560	3422457	-	17898	0	0	0	0	0	0
FBtr0303992	2L	3404560	3426219	-	21660	676	237	407	1221	719	500
FBtr0077591	2L	3417193	3417769	+	577	0	0	0	0	0	0
FBtr0343237	2L	3417193	3417968	+	776	0	0	0	0	0	0
FBtr0077516	2L	3446492	3447489	+	998	438	93	290	732	230	235
FBtr0343238	2L	3450183	3452006	+	1824	499	167	379	887	625	524
FBtr0113019	2L	3452966	3453655	+	690	244	372	202	448	998	832
FBtr0077573	2L	3453797	3456564	-	2768	959	1175	646	1660	2796	3187
FBtr0077519	2L	3457802	3460267	+	2466	894	1773	612	1778	3605	3900
FBtr0077572	2L	3460422	3461452	-	1031	518	1306	366	914	3070	3020
FBtr0077571	2L	3462318	3465612	-	3295	1020	3542	719	1868	8015	9148
FBtr0077520	2L	3466657	3467234	+	578	215	669	111	357	1406	1432
FBtr0343239	2L	3467442	3469504	-	2063	10	42	3	17	63	38
FBtr0077569	2L	3467524	3469504	-	1981	0	0	0	0	0	0
FBtr0077522	2L	3470682	3472264	+	1583	395	90	297	707	410	259
FBtr0333248	2L	3473103	3475238	+	2136	52	14	28	79	72	23
FBtr0114524	2L	3473235	3475238	+	2004	0	0	0	0	0	0
FBtr0077524	2L	3478934	3479512	+	579	12	30	13	16	129	113
FBtr0345289	2L	3479022	3479512	+	491	0	0	0	0	0	0
FBtr0077568	2L	3480855	3490571	-	9717	1954	442	1430	3796	1629	1177
FBtr0445397	2L	3494086	3506718	-	12633	0	0	0	0	0	0
FBtr0333256	2L	3494086	3507619	-	13534	109	30	61	154	57	65
FBtr0333255	2L	3501148	3507104	-	5957	0	0	0	0	0	0
FBtr0333254	2L	3501148	3506718	-	5571	0	0	0	0	0	0
FBtr0077563	2L	3509158	3509602	-	445	178	47	119	302	208	137
FBtr0345640	2L	3510428	3514156	-	3729	38	10	18	46	50	34
FBtr0077562	2L	3510578	3514156	-	3579	0	0	0	0	0	0
FBtr0333250	2L	3515372	3517164	+	1793	26	14	9	40	66	60
FBtr0077525	2L	3515372	3517006	+	1635	0	0	0	0	0	0
FBtr0077561	2L	3517373	3519151	-	1779	741	495	470	1329	1323	1029
FBtr0333251	2L	3520177	3522455	+	2279	122	37	83	243	77	93
FBtr0077526	2L	3520722	3522455	+	1734	0	0	0	0	0	0
FBtr0077560	2L	3522621	3523556	-	936	255	94	212	551	264	268
FBtr0089937	2L	3525631	3527488	+	1858	509	540	327	998	1381	1296
FBtr0301590	2L	3527487	3529817	-	2331	591	872	380	1055	2302	2136
FBtr0077529	2L	3531289	3532578	+	1290	376	82	285	714	380	283
FBtr0077530	2L	3539747	3548323	+	8577	149	692	112	233	1471	1693
FBtr0077531	2L	3540233	3547981	+	7749	0	0	0	0	0	0
FBtr0077558	2L	3578113	3580269	-	2157	679	825	465	1209	1550	1410
FBtr0077557	2L	3604324	3606256	-	1933	594	7806	465	1105	14667	15272
FBtr0339571	2L	3619597	3621473	+	1877	154	85	128	294	265	229
FBtr0077532	2L	3619778	3621071	+	1294	0	0	0	0	0	0
FBtr0089306	2L	3622174	3631654	-	9481	0	0	0	0	0	0
FBtr0446099	2L	3622174	3639420	-	17247	0	0	0	0	0	0
FBtr0089304	2L	3622174	3656453	-	34280	1789	805	1257	3095	3513	2896
FBtr0473364	2L	3622174	3645638	-	23465	0	0	0	0	0	0
FBtr0301399	2L	3622717	3631654	-	8938	0	0	0	0	0	0
FBtr0339572	2L	3663245	3692014	+	28770	63	20	56	118	49	26
FBtr0302391	2L	3663245	3691637	+	28393	0	0	0	0	0	0
FBtr0077543	2L	3704206	3704988	-	783	23	7	12	44	12	5
FBtr0339574	2L	3704425	3704988	-	564	0	0	0	0	0	0
FBtr0077541	2L	3707330	3711248	-	3919	1029	758	687	1844	1769	1669
FBtr0077537	2L	3713860	3716710	+	2851	307	362	296	749	1271	1406
FBtr0077538	2L	3714883	3716710	+	1828	0	0	0	0	0	0
FBtr0089275	2L	3718685	3727487	+	8803	0	0	0	0	0	0
FBtr0332185	2L	3718685	3729045	+	10361	174	51	117	304	152	94
FBtr0289989	2L	3721836	3727487	+	5652	0	0	0	0	0	0
FBtr0321291	2L	3730966	3753307	+	22342	2604	554	1660	4434	2112	1373
FBtr0273188	2L	3745894	3754517	+	8624	112	18	66	188	89	31
FBtr0321307	2L	3757756	3769425	+	11670	19	2	13	35	32	21
FBtr0330223	2L	3757756	3769135	+	11380	0	0	0	0	0	0
FBtr0321305	2L	3760478	3769135	+	8658	0	0	0	0	0	0
FBtr0321309	2L	3766809	3769135	+	2327	0	0	0	0	0	0
FBtr0307027	2L	3772200	3784021	+	11822	15	29	12	36	130	91
FBtr0307029	2L	3772420	3784021	+	11602	0	0	0	0	0	0
FBtr0077492	2L	3772526	3784021	+	11496	0	0	0	0	0	0
FBtr0077493	2L	3779438	3784021	+	4584	0	0	0	0	0	0
FBtr0307051	2L	3787667	3802626	+	14960	368	145	283	724	421	475
FBtr0307052	2L	3790486	3802626	+	12141	0	0	0	0	0	0
FBtr0077497	2L	3804045	3810571	+	6527	703	529	451	1210	1713	1411
FBtr0077498	2L	3806182	3808795	+	2614	0	0	0	0	0	0
FBtr0077515	2L	3810901	3812910	-	2010	690	649	450	1234	1811	1860
FBtr0077499	2L	3826175	3826999	+	825	238	4946	168	529	5658	6370
FBtr0077500	2L	3837340	3839085	+	1746	397	855	311	837	1051	978
FBtr0077501	2L	3863168	3867407	+	4240	0	0	0	0	0	0
FBtr0077502	2L	3863168	3867404	+	4237	0	0	0	0	0	0
FBtr0334832	2L	3863630	3867407	+	3778	0	0	0	0	0	0
FBtr0077504	2L	3868197	3871325	+	3129	819	289	529	1319	840	854
FBtr0301082	2L	3870590	3871325	+	736	0	0	0	0	0	0
FBtr0334833	2L	3871371	3871958	-	588	118	153	64	202	456	377
FBtr0290079	2L	3872746	3879567	-	6822	3	0	2	3	5	4
FBtr0290080	2L	3872760	3889531	-	16772	0	0	0	0	0	0
FBtr0290077	2L	3872760	3902360	-	29601	1073	261	715	1918	1048	863
FBtr0077513	2L	3872760	3888324	-	15565	0	0	0	0	0	0
FBtr0077512	2L	3872760	3889525	-	16766	0	0	0	0	0	0
FBtr0077511	2L	3872760	3895608	-	22849	0	0	0	0	0	0
FBtr0308125	2L	3903028	3991213	-	88186	236	56	162	431	203	113
FBtr0308126	2L	3905624	3991213	-	85590	0	0	0	0	0	0
FBtr0077509	2L	3911896	3913788	-	1893	0	0	0	0	0	0
FBtr0077465	2L	4031877	4114336	+	82460	0	0	0	0	0	0
FBtr0334265	2L	4031877	4115649	+	83773	92	234	90	142	734	528
FBtr0077466	2L	4120843	4121527	+	685	167	37	110	289	194	146
FBtr0346582	2L	4122202	4124053	+	1852	22	13	16	39	22	12
FBtr0077467	2L	4122202	4123906	+	1705	0	0	0	0	0	0
FBtr0077468	2L	4149779	4151103	+	1325	202	34	123	322	202	146
FBtr0289965	2L	4164789	4165634	-	846	173	20	129	332	139	123
FBtr0077485	2L	4186350	4187293	-	944	349	245	236	570	915	797
FBtr0077469	2L	4188623	4189184	+	562	178	55	93	301	196	210
FBtr0077483	2L	4189440	4196880	-	7441	0	0	0	0	0	0
FBtr0334791	2L	4189440	4197571	-	8132	0	0	0	0	0	0
FBtr0334792	2L	4189626	4197571	-	7946	0	0	0	0	0	0
FBtr0113020	2L	4189626	4196880	-	7255	0	0	0	0	0	0
FBtr0077478	2L	4198504	4221296	-	22793	7345	4820	4717	13370	17961	15940
FBtr0077477	2L	4224750	4226597	-	1848	43	148	20	68	286	323
FBtr0334790	2L	4224750	4226480	-	1731	0	0	0	0	0	0
FBtr0345748	2L	4277796	4280824	-	3029	467	214	298	824	1925	1852
FBtr0077476	2L	4277796	4278815	-	1020	0	0	0	0	0	0
FBtr0347159	2L	4283648	4321133	+	37486	0	0	0	0	0	0
FBtr0333485	2L	4283648	4323681	+	40034	62	31	32	101	169	125
