# Program:featureCounts v2.0.0; Command:"featureCounts" "-s" "2" "-t" "gbc" "-O" "-g" "transcript_id" "-a" "references/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "counts.gbc.txt" "bam_dmel6/gd7_2-5_3h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/gd7_2-5_3h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/gd7_4-5_5h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/gd7_4-5_5h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_2-5_3h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_2-5_3h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_4-5_5h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll10b_4-5_5h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_2-5_3h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_2-5_3h_rep2.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_4-5_5h_rep1.dmel6.bowtie2.sorted.bam" "bam_dmel6/toll9_10_4-5_5h_rep2.dmel6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_dmel6/gd7_2-5_3h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/gd7_2-5_3h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/gd7_4-5_5h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/gd7_4-5_5h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_2-5_3h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_2-5_3h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_4-5_5h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll10b_4-5_5h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_2-5_3h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_2-5_3h_rep2.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_4-5_5h_rep1.dmel6.bowtie2.sorted.bam	bam_dmel6/toll9_10_4-5_5h_rep2.dmel6.bowtie2.sorted.bam
FBtr0077921	2L	1256917	1294587	+	37671	132	71	171	77	107	127	134	114	223	154	142	189
FBtr0343837	2L	1334628	1335414	+	787	2	1	3	1	5	2	1	3	4	0	6	1
FBtr0077948	2L	1351828	1352368	-	541	1	2	4	0	1	0	1	2	4	2	0	1
FBtr0343845	2L	1351905	1352368	-	464	1	1	3	0	1	0	1	2	4	2	0	1
FBtr0077947	2L	1353070	1353609	-	540	8	1	8	5	2	14	2	1	4	5	2	0
FBtr0077944	2L	1355011	1355424	-	414	1	1	1	7	1	1	0	4	1	1	0	2
FBtr0343844	2L	1359937	1361321	-	1385	9	7	12	8	5	7	3	3	6	8	5	11
FBtr0077942	2L	1360083	1361235	-	1153	9	5	11	7	4	7	1	3	6	7	3	9
FBtr0343838	2L	1368496	1368950	+	455	10	10	7	7	1	4	1	1	5	2	2	1
FBtr0329985	2L	1380186	1419953	-	39768	20315	9767	19875	18481	12522	14589	12651	13924	24778	26282	11922	29969
FBtr0343842	2L	1443127	1443732	+	606	1	2	4	0	0	3	2	1	3	6	1	3
FBtr0077929	2L	1492795	1493545	+	751	0	3	7	4	3	1	6	3	3	4	5	2
FBtr0334817	2L	1492795	1493759	+	965	1	3	7	4	3	2	7	3	4	6	5	4
FBtr0077930	2L	1494570	1495356	+	787	5	4	3	1	1	2	2	3	3	5	4	3
FBtr0334818	2L	1495960	1496971	+	1012	3	2	5	1	4	1	2	3	6	3	2	5
FBtr0077931	2L	1496229	1496971	+	743	2	0	1	1	2	1	1	1	3	0	1	2
FBtr0077932	2L	1497743	1498483	+	741	0	0	3	1	5	2	3	5	1	1	2	3
FBtr0334822	2L	1498555	1500108	-	1554	15	11	17	9	8	8	5	3	15	21	11	8
FBtr0077936	2L	1498555	1499938	-	1384	11	8	14	7	6	7	4	2	14	18	10	7
FBtr0077938	2L	1498555	1499786	-	1232	11	7	14	6	4	7	4	2	9	16	7	6
FBtr0077937	2L	1498555	1499929	-	1375	11	8	14	7	5	7	4	2	14	18	10	7
FBtr0334820	2L	1500884	1502404	-	1521	271	133	84	83	69	119	75	68	135	111	49	113
FBtr0077933	2L	1500935	1502404	-	1470	260	128	81	80	66	117	74	66	130	105	49	110
FBtr0077873	2L	1520991	1522056	+	1066	44	12	6	3	10	8	1	2	27	21	8	6
FBtr0077874	2L	1523197	1524157	+	961	25	16	12	1	11	9	2	1	26	19	8	5
FBtr0344146	2L	1555629	1608304	+	52676	264	150	337	175	169	225	283	236	290	229	255	405
FBtr0310019	2L	1555629	1609289	+	53661	270	154	345	177	173	237	287	245	295	233	259	413
FBtr0077917	2L	1584966	1586655	-	1690	9	5	14	10	8	8	4	0	8	8	5	11
FBtr0077916	2L	1594922	1610657	-	15736	372	178	465	407	224	227	339	327	435	350	271	612
FBtr0077876	2L	1611910	1612476	+	567	19	9	25	16	3	4	9	2	10	14	9	14
FBtr0334842	2L	1612529	1613660	-	1132	235	121	199	160	165	189	154	174	182	216	97	190
FBtr0334843	2L	1612647	1613660	-	1014	221	116	184	147	154	174	146	164	174	207	89	179
FBtr0077915	2L	1612796	1613660	-	865	198	97	142	123	127	150	119	136	146	177	73	147
FBtr0307047	2L	1651758	1704582	+	52825	602	366	394	228	240	348	454	383	423	339	287	479
FBtr0303935	2L	1651758	1698517	+	46760	581	345	363	215	222	324	414	355	399	315	260	421
FBtr0303934	2L	1668347	1698517	+	30171	500	302	262	181	167	233	309	255	315	254	183	306
FBtr0077878	2L	1668347	1697737	+	29391	499	301	259	181	165	232	303	251	313	252	177	303
FBtr0077881	2L	1705402	1706677	+	1276	286	137	165	139	172	178	154	157	226	197	74	201
FBtr0331630	2L	1705631	1706862	+	1232	294	130	149	144	159	180	149	144	217	183	74	189
FBtr0077912	2L	1707232	1709921	-	2690	536	209	292	299	328	344	283	282	378	413	147	361
FBtr0077882	2L	1710962	1711365	+	404	129	70	49	36	72	97	45	47	114	122	15	77
FBtr0077911	2L	1711402	1715351	-	3950	480	235	359	296	302	383	261	277	320	347	116	328
FBtr0333544	2L	1711700	1715351	-	3652	425	194	339	278	237	284	230	249	279	292	106	319
FBtr0306167	2L	1716344	1723888	-	7545	320	146	422	398	143	176	230	267	248	290	165	410
FBtr0077910	2L	1716999	1723888	-	6890	292	120	372	345	130	158	203	233	224	252	143	368
FBtr0077906	2L	1724868	1729136	-	4269	226	137	152	140	110	141	116	128	144	123	72	103
FBtr0077905	2L	1725074	1729136	-	4063	217	137	144	134	106	135	112	121	132	116	69	101
FBtr0077907	2L	1725074	1727963	-	2890	119	69	92	73	77	97	87	87	74	61	46	63
FBtr0077909	2L	1725074	1727217	-	2144	60	37	57	48	31	31	45	30	31	31	19	36
FBtr0302115	2L	1725160	1727217	-	2058	59	35	55	45	29	30	44	28	30	31	19	36
FBtr0345430	2L	1729232	1729662	+	431	95	53	66	42	44	53	26	27	61	48	24	26
FBtr0077884	2L	1730387	1730970	+	584	105	52	65	37	48	53	31	28	56	72	26	34
FBtr0333543	2L	1731133	1731856	-	724	89	47	86	68	55	46	68	64	71	69	28	58
FBtr0077885	2L	1733024	1750512	+	17489	724	534	942	869	938	1255	1505	2143	694	669	768	1341
FBtr0077886	2L	1737967	1750512	+	12546	76	41	139	106	57	88	154	161	77	65	73	142
FBtr0077903	2L	1750787	1751622	-	836	56	41	94	64	51	64	68	65	61	59	40	86
FBtr0077902	2L	1755353	1755951	-	599	3	0	3	0	3	2	4	2	2	2	2	3
FBtr0077888	2L	1784562	1785186	+	625	0	1	0	0	3	0	1	0	2	4	0	2
FBtr0310114	2L	1789241	1789861	-	621	2	1	5	0	1	0	1	0	2	0	5	0
FBtr0077899	2L	1790717	1791323	-	607	2	0	4	1	0	2	1	1	2	1	2	3
FBtr0100188	2L	1792157	1792768	-	612	1	3	2	1	0	1	0	1	2	0	0	3
FBtr0077897	2L	1793768	1794417	-	650	0	0	3	2	0	2	1	0	2	1	1	1
FBtr0077896	2L	1821356	1822831	-	1476	3	2	5	5	2	3	5	4	6	5	9	10
FBtr0473603	2L	1824272	1826000	-	1729	7	1	7	3	4	4	5	4	5	2	4	2
FBtr0473602	2L	1824373	1826000	-	1628	6	1	7	3	4	3	5	4	5	2	4	2
FBtr0089786	2L	1837038	1858450	+	21413	88	45	102	46	42	68	68	36	64	49	71	86
FBtr0334826	2L	1858709	1880980	-	22272	109	70	100	64	43	77	65	45	90	70	73	90
FBtr0304597	2L	1858709	1880172	-	21464	99	59	95	62	40	70	58	41	78	60	70	75
FBtr0077891	2L	1870303	1870856	+	554	1	2	3	1	3	1	3	1	1	1	2	2
FBtr0334824	2L	1870303	1870932	+	630	1	2	3	1	3	1	3	1	1	1	4	2
FBtr0473590	2L	1882108	1882714	-	607	3	2	4	3	1	4	2	0	2	2	2	1
FBtr0333007	2L	1885122	1943361	+	58240	1127	647	3412	3053	1065	1287	1893	2071	1948	1955	1679	3908
FBtr0077811	2L	1885122	1943718	+	58597	1129	653	3433	3064	1072	1293	1899	2080	1958	1957	1689	3920
FBtr0309828	2L	1912242	1943718	+	31477	490	312	1937	1691	530	665	1097	1201	994	995	890	2148
FBtr0113011	2L	1912242	1944189	+	31948	496	315	1958	1708	532	674	1112	1213	1001	1003	908	2178
FBtr0110882	2L	1928253	1943839	+	15587	255	168	948	835	258	321	567	584	513	493	462	1043
FBtr0110883	2L	1928253	1943847	+	15595	255	168	948	835	258	321	567	585	513	493	462	1043
FBtr0330202	2L	1950339	1954053	-	3715	115	45	166	180	13	11	13	15	171	186	99	234
FBtr0330200	2L	1950339	1969862	-	19524	2010	1302	754	711	961	927	338	498	1595	1497	599	916
FBtr0334758	2L	1974457	1975313	+	857	155	93	118	133	90	116	123	125	110	128	42	136
FBtr0077813	2L	1974612	1975313	+	702	119	63	75	111	72	82	92	103	88	93	29	98
FBtr0077869	2L	1975563	1980255	-	4693	205	123	406	302	128	186	307	315	202	189	146	424
FBtr0077815	2L	1982717	1984414	+	1698	116	74	143	110	45	88	111	115	132	158	79	196
FBtr0077867	2L	1984612	1987258	-	2647	24	16	110	96	14	7	20	8	12	5	8	12
FBtr0077868	2L	1984612	1986455	-	1844	14	9	63	63	9	5	15	5	6	5	4	7
FBtr0309285	2L	1997202	2005813	-	8612	47	25	37	26	22	23	26	16	35	16	50	25
FBtr0330672	2L	2010359	2030436	+	20078	158	83	250	180	60	96	119	93	149	143	159	289
FBtr0330671	2L	2012216	2030436	+	18221	106	60	207	151	49	79	103	80	123	110	132	240
FBtr0334774	2L	2018040	2030688	+	12649	63	35	134	90	32	47	69	50	81	61	78	143
FBtr0301067	2L	2018040	2030436	+	12397	62	34	132	90	32	47	66	50	79	61	76	143
FBtr0301066	2L	2024512	2030436	+	5925	27	17	72	42	16	26	32	31	41	31	26	83
FBtr0334773	2L	2024512	2030688	+	6177	28	18	74	42	16	26	35	31	43	31	28	83
FBtr0299676	2L	2032619	2035541	-	2923	16	8	18	6	8	12	12	7	21	13	16	12
FBtr0077822	2L	2038214	2044272	+	6059	1754	843	827	833	951	1003	646	735	1271	1267	399	998
FBtr0339529	2L	2038214	2043577	+	5364	1535	733	722	700	798	874	571	635	1075	1116	338	876
FBtr0334778	2L	2039028	2043577	+	4550	1332	636	613	622	679	713	471	543	941	964	286	742
FBtr0077824	2L	2040233	2044272	+	4040	1340	635	601	630	692	707	456	522	977	918	294	732
FBtr0310547	2L	2045994	2047902	+	1909	239	93	179	135	151	171	144	140	164	180	67	187
FBtr0077825	2L	2045994	2047954	+	1961	243	96	184	139	162	177	157	156	168	184	67	190
FBtr0077826	2L	2055089	2057867	+	2779	34	17	25	13	31	20	55	60	17	14	7	12
FBtr0334783	2L	2058890	2109378	-	50489	456	275	1707	1502	389	527	1262	1091	505	481	463	668
FBtr0300671	2L	2058959	2109378	-	50420	456	275	1707	1502	389	527	1262	1091	505	481	463	668
FBtr0334782	2L	2059224	2109378	-	50155	456	274	1705	1501	389	521	1257	1090	504	478	462	664
FBtr0334779	2L	2080419	2081186	+	768	1	2	3	1	2	1	1	0	0	1	2	2
FBtr0334781	2L	2127409	2128737	-	1329	6	4	13	8	3	3	3	2	7	6	5	8
FBtr0077854	2L	2128312	2128737	-	426	1	0	3	3	0	0	0	1	4	1	0	3
FBtr0077828	2L	2131313	2137196	+	5884	32	15	32	31	30	30	33	24	21	24	35	53
FBtr0100485	2L	2131313	2136943	+	5631	29	13	28	26	30	25	33	22	20	23	35	53
FBtr0334814	2L	2137450	2144687	-	7238	2493	1163	1067	1060	1191	1430	1003	971	1791	1780	453	1210
FBtr0334813	2L	2145397	2146775	-	1379	833	412	269	258	389	418	196	224	621	662	114	305
FBtr0077852	2L	2145597	2146775	-	1179	647	334	185	175	320	330	155	186	475	511	78	222
FBtr0077829	2L	2148018	2151564	+	3547	693	384	307	294	361	379	252	255	577	589	162	439
FBtr0077831	2L	2152254	2155005	+	2752	555	265	401	358	397	411	439	412	498	524	185	417
FBtr0330657	2L	2152254	2155289	+	3036	615	295	437	395	419	437	480	439	537	568	208	447
FBtr0077832	2L	2156253	2156690	+	438	117	59	16	19	58	86	11	15	197	174	5	15
FBtr0077850	2L	2156584	2178254	-	21671	5126	2893	10990	10949	3107	3765	8616	10085	7808	8510	5887	14706
FBtr0077851	2L	2156584	2161027	-	4444	1039	619	3339	3229	767	932	2179	2203	2148	2437	1312	3430
FBtr0330659	2L	2156892	2161027	-	4136	928	566	3026	2898	692	843	1963	1996	1950	2177	1162	3080
FBtr0330660	2L	2157527	2178254	-	20728	4933	2782	10323	10280	2957	3569	8179	9665	7400	7991	5592	14019
FBtr0330664	2L	2190014	2191886	-	1873	557	261	304	262	337	372	271	263	389	425	141	340
FBtr0330663	2L	2192625	2197412	-	4788	23	25	23	6	13	15	19	15	21	20	20	20
FBtr0307523	2L	2203821	2205666	-	1846	8	4	8	8	3	6	3	2	5	3	6	4
FBtr0307522	2L	2206625	2208602	-	1978	10	5	10	13	6	10	10	3	14	4	12	5
FBtr0077845	2L	2209674	2212071	-	2398	8	3	8	6	7	10	7	4	8	9	2	12
FBtr0331649	2L	2210046	2212071	-	2026	8	2	8	4	7	10	5	3	6	9	1	11
FBtr0303459	2L	2212838	2213559	-	722	4	1	3	3	2	4	2	2	1	4	5	4
FBtr0077844	2L	2212838	2213711	-	874	7	4	4	4	2	4	2	4	1	4	6	4
FBtr0077843	2L	2215072	2215811	-	740	102	37	29	20	18	23	19	11	28	30	16	29
FBtr0077835	2L	2217790	2220525	+	2736	614	307	207	184	316	328	207	168	375	355	88	211
FBtr0077836	2L	2221248	2225444	+	4197	1068	805	580	801	476	712	509	588	835	836	330	763
FBtr0077837	2L	2222589	2225444	+	2856	79	35	186	141	48	88	158	140	102	75	70	157
FBtr0077838	2L	2223157	2225444	+	2288	64	25	156	122	36	69	126	115	84	58	58	130
FBtr0077839	2L	2223700	2225444	+	1745	50	18	118	101	28	58	106	94	64	41	47	103
FBtr0100673	2L	2226842	2230999	+	4158	264	143	324	325	146	173	279	285	239	209	179	326
FBtr0077840	2L	2227021	2230988	+	3968	228	119	297	297	124	153	235	254	213	189	157	303
FBtr0100674	2L	2227021	2230313	+	3293	174	92	229	223	106	123	182	200	149	141	133	246
FBtr0329964	2L	2231206	2236344	-	5139	375	172	601	528	231	303	473	505	328	298	261	585
FBtr0329965	2L	2231878	2236344	-	4467	340	149	552	486	206	274	427	447	287	255	219	516
FBtr0077809	2L	2237176	2237751	-	576	1	3	5	1	0	2	4	0	1	1	2	4
FBtr0077808	2L	2238404	2238884	-	481	3	1	2	2	3	5	0	3	4	2	2	2
FBtr0077807	2L	2239514	2240093	-	580	2	2	3	1	0	3	0	0	0	2	3	5
FBtr0335159	2L	2242878	2245174	+	2297	19	8	15	16	5	8	11	7	15	9	7	22
FBtr0077751	2L	2242878	2244314	+	1437	12	8	13	14	3	5	5	4	11	5	5	17
FBtr0302372	2L	2264331	2264821	-	491	0	1	1	2	2	3	1	0	1	1	2	3
FBtr0335162	2L	2268206	2268640	-	435	2	1	0	1	2	0	1	0	3	1	1	1
FBtr0333226	2L	2308861	2356856	-	47996	836	420	812	713	554	633	499	527	924	998	430	902
FBtr0077799	2L	2308898	2356856	-	47959	836	420	812	713	554	633	499	527	924	997	430	901
FBtr0344663	2L	2312180	2358844	+	46665	179	87	209	112	112	131	142	90	202	114	131	153
FBtr0344662	2L	2312180	2358067	+	45888	176	83	202	107	111	127	139	90	200	113	127	151
FBtr0077797	2L	2359242	2363004	-	3763	181	95	261	249	118	154	270	253	164	164	142	337
FBtr0077796	2L	2359242	2364221	-	4980	282	149	370	371	172	221	408	369	231	230	197	473
FBtr0077798	2L	2359666	2362281	-	2616	123	68	185	173	85	111	203	170	111	103	83	227
FBtr0077794	2L	2359666	2364454	-	4789	279	143	362	374	175	231	421	388	230	216	192	481
FBtr0330668	2L	2359666	2364221	-	4556	257	136	334	343	158	209	384	342	209	201	173	437
FBtr0077793	2L	2359666	2364773	-	5108	406	217	508	512	253	333	602	577	312	312	323	674
FBtr0330670	2L	2359666	2361355	-	1690	75	42	121	104	51	79	138	119	65	60	60	148
FBtr0330665	2L	2365845	2370037	+	4193	2593	1186	790	723	980	1115	531	525	1774	1633	375	796
FBtr0330666	2L	2366094	2370037	+	3944	2492	1122	756	693	937	1068	511	506	1695	1539	358	756
FBtr0330667	2L	2370252	2371024	-	773	47	15	4	5	21	26	11	8	27	18	5	8
FBtr0331441	2L	2372555	2373561	-	1007	16	4	14	15	12	10	12	4	14	9	5	13
FBtr0303027	2L	2372555	2373237	-	683	13	1	10	14	10	9	11	2	10	6	3	10
FBtr0077791	2L	2372555	2374127	-	1573	30	9	30	26	28	22	25	39	33	26	20	45
FBtr0077765	2L	2376341	2380406	+	4066	1058	506	416	370	444	522	328	328	653	691	164	419
FBtr0331438	2L	2376341	2380168	+	3828	1022	488	399	361	429	509	323	317	632	675	158	408
FBtr0077766	2L	2376609	2380168	+	3560	908	433	367	333	382	450	293	277	556	605	141	364
FBtr0331437	2L	2376833	2380406	+	3574	889	433	365	328	377	442	287	270	549	592	140	361
FBtr0077767	2L	2381597	2382973	+	1377	187	88	165	168	110	129	138	166	208	204	110	270
FBtr0077768	2L	2383702	2384647	+	946	9	6	14	7	7	12	3	7	17	11	10	20
FBtr0331439	2L	2384861	2385292	-	432	2	2	2	2	1	1	2	2	1	1	0	2
FBtr0335464	2L	2389678	2390189	-	512	3	0	0	2	2	2	3	1	2	2	0	0
FBtr0331202	2L	2392160	2410562	+	18403	59	34	91	33	37	44	49	41	65	48	72	74
FBtr0077769	2L	2400795	2410562	+	9768	34	17	43	22	18	26	26	22	31	28	40	44
FBtr0307078	2L	2401251	2410562	+	9312	33	16	42	20	16	23	26	20	31	26	38	43
FBtr0307079	2L	2410724	2414822	-	4099	18	4	19	5	5	10	14	9	8	10	13	19
FBtr0077787	2L	2415459	2416220	-	762	2	2	0	1	1	1	0	3	3	2	3	2
FBtr0077788	2L	2415534	2416156	-	623	1	2	0	1	1	1	0	3	2	1	2	2
FBtr0112752	2L	2416892	2417465	-	574	12	10	7	12	5	1	2	2	4	7	2	1
FBtr0112751	2L	2418522	2419513	-	992	4	1	5	3	2	3	4	4	2	1	3	3
FBtr0331203	2L	2418522	2419304	-	783	3	1	4	2	2	2	2	4	1	1	3	2
FBtr0077770	2L	2421330	2422810	+	1481	62	38	73	63	45	37	56	75	75	92	54	107
FBtr0335462	2L	2421330	2424547	+	3218	156	86	205	181	100	97	152	158	183	186	134	261
FBtr0077771	2L	2428872	2459723	+	30852	12567	6842	5979	5702	1488	1812	524	837	3116	3148	772	1535
FBtr0077772	2L	2450693	2459723	+	9031	12270	6666	5610	5451	1434	1735	453	784	2997	3051	675	1449
FBtr0077773	2L	2451729	2459723	+	7995	10967	5857	4934	4632	1139	1380	297	508	2349	2494	397	907
FBtr0077775	2L	2455237	2459723	+	4487	6636	3167	2650	2491	194	236	44	48	873	889	129	255
FBtr0335169	2L	2488297	2492171	-	3875	1032	517	637	648	481	616	423	462	708	772	250	602
FBtr0077782	2L	2490320	2492171	-	1852	524	243	320	290	271	294	221	231	384	395	127	287
FBtr0077777	2L	2493455	2498746	+	5292	1711	894	821	837	687	807	456	514	1371	1444	378	809
FBtr0077779	2L	2493455	2497257	+	3803	1299	679	649	598	551	655	365	395	1061	1109	285	620
FBtr0077778	2L	2493455	2498354	+	4900	1618	834	769	769	661	765	436	488	1281	1364	349	747
FBtr0077750	2L	2551245	2552325	-	1081	1	5	5	1	3	1	5	3	2	3	2	1
FBtr0335167	2L	2562583	2564330	-	1748	30	19	11	9	21	18	17	16	33	39	6	20
FBtr0335166	2L	2562985	2564330	-	1346	20	16	7	6	16	16	15	13	29	33	5	16
FBtr0077748	2L	2564986	2572537	-	7552	149	74	82	82	77	93	94	94	127	113	76	115
FBtr0077747	2L	2573536	2574552	-	1017	278	130	50	44	106	157	40	45	224	219	32	66
FBtr0344854	2L	2575380	2576178	-	799	1589	866	220	182	734	909	140	150	1183	1225	176	449
FBtr0077746	2L	2575380	2576497	-	1118	2434	1245	320	252	1093	1298	198	205	1673	1699	245	642
FBtr0077693	2L	2578187	2579079	+	893	5873	2578	109	81	1787	2148	47	32	3692	3347	44	100
FBtr0335170	2L	2580792	2581323	+	532	268	107	70	78	139	117	107	81	193	168	48	102
FBtr0335173	2L	2581381	2584930	-	3550	222	99	313	279	164	184	253	247	232	235	190	405
FBtr0077744	2L	2581538	2584930	-	3393	199	89	300	263	158	176	235	238	225	226	181	375
FBtr0114513	2L	2610494	2611183	+	690	9	4	4	1	1	5	2	4	7	6	1	5
FBtr0077743	2L	2646677	2647220	-	544	1	1	2	1	4	1	1	3	1	4	0	3
FBtr0302456	2L	2648460	2651914	-	3455	6	8	10	3	5	8	8	7	9	5	10	15
FBtr0077698	2L	2654549	2655362	+	814	2	3	4	0	1	0	4	1	3	1	3	0
FBtr0332513	2L	2655894	2657002	+	1109	5	6	4	3	2	3	7	3	1	2	6	5
FBtr0077700	2L	2665562	2666165	+	604	2	0	1	1	2	0	4	1	6	3	0	1
FBtr0273435	2L	2670323	2672086	+	1764	7	7	5	0	2	2	3	1	6	10	4	7
FBtr0077702	2L	2671423	2672086	+	664	4	3	3	0	2	1	2	1	0	4	0	4
FBtr0301682	2L	2678234	2719331	+	41098	173	119	211	95	123	186	188	115	255	235	198	194
FBtr0300986	2L	2695430	2695937	-	508	0	2	7	4	0	3	2	0	1	0	1	3
FBtr0334161	2L	2726174	2739730	+	13557	107	68	128	52	80	109	161	113	99	74	92	72
FBtr0334159	2L	2730604	2739730	+	9127	63	35	97	34	55	70	105	88	73	46	63	52
FBtr0077708	2L	2731336	2739730	+	8395	60	34	91	34	52	69	101	86	65	45	60	48
FBtr0334160	2L	2736314	2739730	+	3417	27	16	50	13	21	29	46	17	29	16	31	16
FBtr0089751	2L	2740486	2743277	+	2792	52	42	133	114	24	38	63	61	41	47	52	109
FBtr0089750	2L	2740542	2743277	+	2736	52	42	132	113	24	38	63	60	41	47	51	109
FBtr0089749	2L	2741495	2743277	+	1783	36	26	89	82	16	25	50	44	30	38	35	81
FBtr0077740	2L	2743475	2744434	-	960	48	24	31	20	18	23	7	9	25	34	9	24
FBtr0077712	2L	2745598	2746844	+	1247	364	143	197	146	215	297	154	175	299	313	86	242
FBtr0330717	2L	2746980	2750489	-	3510	1491	797	502	361	398	516	269	305	807	863	313	561
FBtr0334162	2L	2746980	2748813	-	1834	359	165	154	112	151	199	117	127	246	279	89	178
FBtr0330716	2L	2746980	2749647	-	2668	639	310	257	180	225	299	168	176	420	473	161	311
FBtr0330718	2L	2746980	2752568	-	5589	2465	1323	965	802	748	939	777	908	1527	1626	751	1303
FBtr0077739	2L	2746980	2747987	-	1008	98	40	59	31	38	70	30	24	74	95	30	55
FBtr0335125	2L	2752945	2757820	+	4876	27146	13423	11510	11539	11901	13179	10676	12807	21403	20788	6498	14273
FBtr0307080	2L	2753300	2757875	+	4576	20976	9993	8191	7849	7933	9350	6552	6782	16664	16319	4268	9560
FBtr0077713	2L	2753300	2756563	+	3264	17135	8104	6499	6022	6584	7807	5300	5460	13277	12836	3283	7434
FBtr0077714	2L	2753733	2756563	+	2831	12801	5921	4455	4307	4656	5503	3628	3808	9995	9700	2148	5386
FBtr0100383	2L	2758527	2759177	-	651	234	126	72	43	87	100	30	48	210	216	34	95
FBtr0335126	2L	2760424	2763789	+	3366	1042	535	322	271	450	470	249	253	629	649	156	344
FBtr0077715	2L	2760424	2763510	+	3087	938	484	285	237	397	406	220	215	555	586	133	296
FBtr0335129	2L	2763516	2765165	-	1650	57	32	60	49	29	32	51	55	46	68	33	75
FBtr0077736	2L	2764178	2765165	-	988	39	20	36	28	19	19	26	36	30	42	22	38
FBtr0335127	2L	2766733	2767181	+	449	151	63	60	59	89	89	44	65	113	113	29	56
FBtr0077731	2L	2768690	2769569	-	880	263	143	102	81	140	122	90	76	187	158	65	110
FBtr0077734	2L	2768718	2769566	-	849	259	142	102	81	138	121	87	75	185	153	63	110
FBtr0345331	2L	2772427	2799479	-	27053	241	127	179	119	104	140	143	144	166	162	128	183
FBtr0332218	2L	2779367	2795044	-	15678	67	34	69	32	27	53	54	40	57	57	54	53
FBtr0077728	2L	2779367	2799479	-	20113	78	42	88	38	31	59	64	46	69	62	74	59
FBtr0332219	2L	2780841	2799479	-	18639	64	33	83	33	28	52	60	39	61	44	68	54
FBtr0077720	2L	2805761	2812045	+	6285	1298	750	308	198	610	769	292	320	525	490	172	221
FBtr0335151	2L	2805761	2812276	+	6516	1299	750	309	200	611	769	293	322	525	493	172	222
FBtr0077721	2L	2808822	2812045	+	3224	47	17	15	9	13	12	15	4	23	14	10	18
FBtr0077722	2L	2812937	2814329	+	1393	14	8	11	2	8	4	6	5	9	6	7	7
FBtr0113017	2L	2814436	2815260	-	825	78	44	10	6	34	37	3	7	56	60	3	6
FBtr0300382	2L	2816070	2829748	-	13679	81	51	77	49	44	57	76	52	77	55	67	82
FBtr0077723	2L	2823646	2825006	-	1361	3	5	11	3	2	5	6	4	5	5	12	5
FBtr0077691	2L	2834987	2837333	-	2347	7	1	6	9	5	5	5	6	9	1	5	6
FBtr0077692	2L	2836179	2837333	-	1155	2	0	2	1	2	4	3	4	2	1	3	3
FBtr0077618	2L	2838911	2839447	+	537	7	3	17	6	5	6	11	7	11	8	14	7
FBtr0077619	2L	2840624	2842538	+	1915	9	8	9	7	4	9	5	4	5	2	8	9
FBtr0273251	2L	2842689	2844013	-	1325	5	4	2	2	2	5	2	2	9	6	4	3
FBtr0077689	2L	2844701	2845234	-	534	3	2	5	0	1	2	2	2	5	0	2	6
FBtr0300356	2L	2846026	2846712	-	687	6	3	8	3	4	4	3	1	3	7	12	5
FBtr0335130	2L	2848132	2848897	+	766	1	1	2	1	2	3	4	1	1	0	1	3
FBtr0077686	2L	2849089	2855278	-	6190	56	43	36	21	39	48	30	50	37	46	36	64
FBtr0077687	2L	2849332	2854809	-	5478	15	9	24	12	7	13	8	13	12	20	17	26
FBtr0077626	2L	2857664	2868448	+	10785	1673	994	2501	2437	997	1257	1722	2108	1119	1002	961	1498
FBtr0077627	2L	2863037	2868448	+	5412	176	99	335	285	153	208	357	349	179	168	128	260
FBtr0077685	2L	2868727	2873989	-	5263	1588	780	963	889	771	907	698	734	1305	1250	413	998
FBtr0077629	2L	2875390	2877068	+	1679	383	206	201	158	239	244	146	140	267	293	93	237
FBtr0077684	2L	2877191	2877732	-	542	13	9	8	4	9	10	7	4	14	11	3	7
