# Program:featureCounts v2.0.0; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Genrich/zld.genrich.encode.narrowPeak.merged.SAF" "-o" "ChIPseq/zld.featureCount.count.tab.txt" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_zld_rep1.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_zld_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_zld_rep1.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_zld_rep2.dm6.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./Zetlinger_ChIP-mapped/bam_dm6/gd7_zld_rep1.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_zld_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_zld_rep1.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_zld_rep2.dm6.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam
Region231	chr2L	3861224	3861944	.	721	476	1111	291	330	104	161	278	254	10	40	33	88	78
Region232	chr2L	4019897	4020050	.	154	155	257	228	235	25	58	42	39	2	10	4	45	15
Region233	chr2L	4025051	4025250	.	200	71	41	175	326	38	48	68	54	1	9	5	39	26
Region234	chr2L	4028772	4029136	.	365	331	679	695	1008	50	93	91	96	7	23	10	52	36
Region235	chr2L	4030236	4030554	.	319	335	676	401	554	49	92	112	116	8	26	19	71	46
Region236	chr2L	4031273	4032129	.	857	1270	2568	2031	4493	132	226	275	275	26	57	28	131	100
Region237	chr2L	4034350	4034894	.	545	496	1177	1171	3586	79	142	180	137	17	36	30	88	78
Region238	chr2L	4053687	4054263	.	577	350	619	470	830	88	145	191	197	17	46	23	97	75
Region239	chr2L	4187738	4187891	.	154	174	264	269	160	32	40	47	47	3	10	3	20	24
Region240	chr2L	4221212	4221417	.	206	146	258	217	329	38	64	73	74	3	17	4	28	19
Region241	chr2L	4221623	4222084	.	462	376	743	405	928	63	109	206	109	5	30	21	65	44
Region242	chr2L	4226837	4227098	.	262	321	384	321	338	53	81	119	73	5	18	11	46	38
Region243	chr2L	4227601	4227808	.	208	152	199	286	144	30	80	41	34	0	12	7	28	22
Region244	chr2L	4281245	4281624	.	380	363	590	469	1077	62	83	188	150	9	29	17	77	66
Region245	chr2L	4281863	4283414	.	1552	1843	3470	2466	6328	241	362	624	528	23	122	61	252	191
Region246	chr2L	4287003	4287612	.	610	426	991	453	828	98	137	250	197	0	51	18	78	74
Region247	chr2L	4333705	4334101	.	397	320	551	383	593	53	111	161	147	12	37	16	69	54
Region248	chr2L	4345690	4346054	.	365	464	796	794	609	62	111	74	83	9	25	9	54	39
Region249	chr2L	4351026	4351541	.	516	110	113	545	1353	61	78	172	153	9	38	23	80	63
Region250	chr2L	4351942	4352274	.	333	189	329	294	645	48	87	97	116	3	26	17	63	43
Region251	chr2L	4363623	4364314	.	692	866	2015	1593	4301	128	164	301	279	22	55	24	123	80
Region252	chr2L	4366568	4367014	.	447	299	636	563	1403	70	120	118	119	10	32	16	73	49
Region253	chr2L	4367981	4369172	.	1192	1576	3282	1615	5275	176	333	402	374	29	89	52	204	154
Region254	chr2L	4369999	4371130	.	1132	384	669	1490	4694	166	303	479	376	35	106	54	243	157
Region255	chr2L	4371717	4372189	.	473	942	1835	1420	2795	68	121	252	236	13	46	31	110	75
Region256	chr2L	4373173	4373506	.	334	46	39	196	802	57	84	113	105	4	30	18	48	43
Region257	chr2L	4378328	4378762	.	435	533	1248	598	1377	58	113	166	158	17	48	28	110	55
Region258	chr2L	4378989	4379645	.	657	335	427	704	1011	83	129	463	199	9	51	30	103	103
Region259	chr2L	4386994	4387204	.	211	180	376	307	343	44	68	112	109	7	18	5	54	30
Region260	chr2L	4444543	4444819	.	277	175	363	279	323	45	76	129	134	8	21	11	68	58
Region261	chr2L	4452802	4453077	.	276	170	336	336	405	44	72	199	114	10	16	14	52	35
Region262	chr2L	4454349	4454625	.	277	448	582	675	549	54	96	102	92	9	10	9	64	31
Region263	chr2L	4458152	4458468	.	317	472	626	708	482	47	103	109	107	11	22	13	62	32
Region264	chr2L	4458729	4458986	.	258	486	442	912	397	53	60	62	71	8	18	6	36	34
Region265	chr2L	4459503	4459991	.	489	635	702	1279	584	68	135	101	155	11	24	13	78	59
Region266	chr2L	4591966	4592194	.	229	142	269	186	309	50	50	116	67	1	19	9	27	22
Region267	chr2L	4594929	4595170	.	242	159	473	171	316	36	80	103	90	0	18	7	41	44
Region268	chr2L	4597476	4597886	.	411	267	558	173	358	58	87	182	161	13	30	21	51	46
Region269	chr2L	4662125	4662402	.	278	368	322	783	596	102	110	209	178	13	35	15	59	37
Region270	chr2L	4669123	4669385	.	263	314	285	705	609	76	116	201	188	9	28	27	44	38
Region271	chr2L	4684286	4684732	.	447	392	355	570	1590	69	72	177	108	11	29	15	55	46
Region272	chr2L	4687270	4687624	.	355	78	66	234	599	56	68	84	97	8	15	14	31	46
Region273	chr2L	4726136	4726376	.	241	314	353	497	279	40	52	57	48	1	16	13	33	33
Region274	chr2L	4794517	4794700	.	184	220	321	330	256	33	69	33	46	1	8	8	10	9
Region275	chr2L	4810120	4810421	.	302	524	553	728	532	38	111	97	82	1	25	7	50	26
Region276	chr2L	4811436	4812022	.	587	569	818	778	927	70	140	272	286	14	41	21	111	65
Region277	chr2L	4818175	4818382	.	208	245	378	284	253	25	79	60	57	2	10	2	17	21
Region278	chr2L	4820747	4820980	.	234	252	430	276	356	42	65	169	144	1	30	9	71	48
Region279	chr2L	4821611	4822031	.	421	500	1000	534	1046	66	102	308	252	12	26	29	115	79
Region280	chr2L	4823606	4824257	.	652	862	1906	931	3000	89	174	231	192	13	47	33	95	77
Region281	chr2L	4830452	4830815	.	364	224	373	412	600	55	121	99	105	10	24	7	70	40
Region282	chr2L	4837897	4838462	.	566	427	585	696	717	99	161	160	207	20	46	16	108	88
Region283	chr2L	4889389	4889947	.	559	994	1966	2241	5490	91	146	206	203	12	33	27	119	76
Region284	chr2L	4891796	4892475	.	680	410	1018	728	1878	88	168	370	304	22	55	33	158	99
Region285	chr2L	4901538	4902801	.	1264	817	1629	1066	1595	130	260	527	410	26	81	41	186	146
Region286	chr2L	4949676	4949924	.	249	259	308	314	262	38	64	100	89	6	23	9	48	37
Region287	chr2L	4965563	4965757	.	195	129	158	260	207	36	61	66	65	1	9	7	31	21
Region288	chr2L	4967646	4967914	.	269	290	471	468	344	46	88	58	70	2	16	11	47	40
Region289	chr2L	4968822	4969077	.	256	217	437	393	287	42	66	60	73	10	25	5	36	27
Region290	chr2L	4971255	4971747	.	493	709	769	1445	874	67	143	132	139	9	35	11	93	50
Region291	chr2L	4981489	4981728	.	240	342	369	450	303	42	79	97	95	1	22	3	41	26
Region292	chr2L	4999982	5001647	.	1666	2550	4955	4785	8671	231	434	691	626	39	132	73	355	220
Region293	chr2L	5004047	5004371	.	325	191	149	516	374	48	87	126	132	4	27	21	54	45
Region294	chr2L	5009614	5009995	.	382	1022	1029	1292	923	63	90	173	120	8	33	13	84	55
Region295	chr2L	5010782	5011253	.	472	502	617	619	381	81	118	145	125	7	37	22	80	66
Region296	chr2L	5027348	5027658	.	311	218	202	1026	803	43	69	143	101	9	26	15	56	22
Region297	chr2L	5029408	5029711	.	304	138	126	620	511	47	57	169	177	5	27	6	35	42
Region298	chr2L	5043085	5043385	.	301	413	533	678	547	57	90	112	114	3	22	4	75	41
Region299	chr2L	5052598	5052926	.	329	462	724	561	741	39	103	189	144	7	33	19	81	50
Region300	chr2L	5054995	5055820	.	826	725	1204	1069	1491	113	205	526	323	21	58	34	141	136
Region301	chr2L	5059633	5059972	.	340	507	492	732	433	60	107	113	101	8	20	9	65	38
Region302	chr2L	5070831	5071073	.	243	547	591	531	344	61	82	61	52	4	13	11	51	25
Region303	chr2L	5092838	5093544	.	707	407	576	600	745	114	168	282	286	5	51	26	144	100
Region304	chr2L	5202618	5202953	.	336	412	671	437	705	79	91	118	134	4	33	16	48	50
Region305	chr2L	5232206	5232493	.	288	131	143	399	702	50	66	204	232	4	27	8	50	49
Region306	chr2L	5233866	5234181	.	316	180	330	220	576	49	95	124	108	12	23	11	50	42
Region307	chr2L	5237232	5237744	.	513	376	995	585	1348	83	163	239	183	12	39	27	121	61
Region308	chr2L	5237966	5238242	.	277	324	517	294	546	46	81	100	88	11	29	9	77	47
Region309	chr2L	5238613	5238862	.	250	179	350	423	570	40	58	153	134	4	28	16	47	48
Region310	chr2L	5239512	5240274	.	763	213	328	1074	2957	109	194	293	242	17	58	35	130	95
Region311	chr2L	5276542	5277618	.	1077	803	1057	1466	2745	183	245	557	461	25	79	46	240	180
Region312	chr2L	5305386	5305760	.	375	323	677	375	414	63	85	208	179	6	32	19	51	57
Region313	chr2L	5306624	5306899	.	276	219	354	385	484	38	58	167	200	11	24	16	53	32
Region314	chr2L	5325329	5325616	.	288	284	351	467	662	42	70	164	158	3	18	18	48	34
Region315	chr2L	5326646	5326825	.	180	136	150	288	172	25	55	41	52	0	5	6	33	19
Region316	chr2L	5362531	5362812	.	282	225	493	152	198	35	76	100	88	9	17	8	44	41
Region317	chr2L	5367002	5367294	.	293	128	127	368	483	45	76	167	158	3	19	11	63	41
Region318	chr2L	5381367	5381556	.	190	104	188	239	419	41	56	80	68	8	11	7	40	26
Region319	chr2L	5403526	5404082	.	557	1372	2087	2551	1953	51	151	240	228	11	25	19	97	56
Region320	chr2L	5410220	5410800	.	581	502	1168	788	1833	87	146	181	141	10	37	18	105	53
Region321	chr2L	5455513	5455847	.	335	143	206	347	796	54	80	126	119	7	20	9	53	46
Region322	chr2L	5460910	5461770	.	861	2014	2842	4350	2928	133	220	310	273	15	57	28	135	104
Region323	chr2L	5473940	5474366	.	427	244	574	337	890	62	89	117	145	12	32	11	77	59
Region324	chr2L	5519797	5520325	.	529	667	758	1459	690	83	125	104	113	10	29	13	80	63
Region325	chr2L	5528016	5528175	.	160	127	185	257	242	38	62	63	62	1	16	5	44	22
Region326	chr2L	5542940	5543154	.	215	128	269	297	357	37	57	134	95	6	16	8	61	29
Region327	chr2L	5549925	5550272	.	348	171	101	290	377	49	55	273	101	2	26	18	49	44
Region328	chr2L	5550595	5551104	.	510	445	531	707	1516	74	115	264	219	8	41	28	97	60
Region329	chr2L	5551834	5552193	.	360	119	71	245	670	53	78	179	162	6	27	11	69	41
Region330	chr2L	5658448	5658819	.	372	453	492	1436	1085	41	61	165	155	5	34	16	71	40
Region331	chr2L	5723921	5724234	.	314	494	640	741	437	45	82	56	53	11	16	8	31	20
Region332	chr2L	5724543	5724860	.	318	437	650	623	944	50	88	186	178	9	23	21	84	43
Region333	chr2L	5771249	5771476	.	228	436	412	766	413	40	70	37	42	4	11	4	32	14
Region334	chr2L	5780712	5780998	.	287	59	34	280	519	47	68	119	103	6	29	13	71	35
Region335	chr2L	5789159	5789685	.	527	218	384	1035	2884	82	123	149	139	21	42	33	97	65
Region336	chr2L	5799583	5800438	.	856	1338	1916	2216	2206	136	209	384	355	14	62	32	164	99
Region337	chr2L	5801068	5801410	.	343	305	411	355	424	45	74	252	167	6	30	15	60	56
Region338	chr2L	5801618	5802601	.	984	1012	1319	1162	1415	149	195	512	260	26	64	53	176	115
Region339	chr2L	5805242	5805558	.	317	235	409	390	636	43	88	151	108	4	27	17	63	37
Region340	chr2L	5870650	5871685	.	1036	833	1508	1870	4762	127	209	438	392	35	59	50	205	140
Region341	chr2L	5877580	5877984	.	405	664	1383	591	1405	50	122	218	166	18	47	22	83	77
Region342	chr2L	5879337	5879650	.	314	299	868	386	857	42	88	126	128	5	33	18	78	56
Region343	chr2L	5891793	5892169	.	377	359	774	178	361	60	85	96	98	12	31	21	46	43
Region344	chr2L	5902981	5903240	.	260	197	379	263	359	42	75	127	120	8	21	13	41	30
Region345	chr2L	5906971	5907651	.	681	509	1214	780	1185	93	168	240	203	10	53	14	114	99
Region346	chr2L	5943523	5944106	.	584	375	761	622	774	85	152	226	218	24	57	24	122	72
Region347	chr2L	5955827	5956183	.	357	379	813	162	156	61	64	206	201	5	19	9	59	48
Region348	chr2L	5961599	5961972	.	374	75	51	354	715	56	75	136	111	6	25	17	63	43
Region349	chr2L	5968925	5969612	.	688	760	1675	1382	1722	99	117	470	308	21	64	34	87	100
Region350	chr2L	5997019	5997533	.	515	596	1138	700	1343	70	119	255	212	6	33	23	106	68
Region351	chr2L	5997881	5998173	.	293	284	566	381	577	48	77	186	156	7	24	10	58	46
Region352	chr2L	5999294	5999701	.	408	976	1162	1264	942	67	103	166	144	9	37	14	72	44
Region353	chr2L	6019786	6020076	.	291	164	278	347	504	45	73	182	107	4	10	16	55	32
Region354	chr2L	6024402	6024676	.	275	435	709	469	365	41	66	109	73	5	22	6	36	37
Region355	chr2L	6047811	6048055	.	245	380	468	493	454	47	70	95	93	1	23	10	60	43
Region356	chr2L	6048273	6049040	.	768	632	1033	701	827	106	176	409	292	6	66	29	158	100
Region357	chr2L	6070947	6071116	.	170	118	191	191	224	28	63	55	59	2	16	7	26	26
Region358	chr2L	6078768	6079324	.	557	695	1254	1353	1908	78	119	335	350	10	45	24	111	74
Region359	chr2L	6081286	6081512	.	227	192	194	284	316	45	55	164	117	3	15	8	18	32
Region360	chr2L	6088270	6088795	.	526	1189	1860	1867	2572	84	116	336	316	14	39	31	80	67
Region361	chr2L	6089167	6089365	.	199	182	178	242	242	43	44	105	77	0	12	12	54	12
Region362	chr2L	6098874	6099119	.	246	308	547	360	434	39	85	120	109	6	13	10	54	30
Region363	chr2L	6127561	6127776	.	216	173	277	294	280	45	67	83	78	6	14	7	46	32
Region364	chr2L	6179029	6179559	.	531	470	1111	599	1162	81	170	372	274	15	38	22	117	76
Region365	chr2L	6186570	6186797	.	228	177	285	237	322	34	65	108	77	4	12	13	34	26
Region366	chr2L	6204685	6205140	.	456	120	221	508	1008	68	99	193	202	3	31	8	81	50
Region367	chr2L	6213188	6213889	.	702	222	348	763	2213	97	139	285	307	8	36	19	111	70
Region368	chr2L	6214354	6214691	.	338	71	65	234	700	57	89	95	98	4	25	17	57	40
Region369	chr2L	6229364	6229765	.	402	359	619	0	1	32	63	125	113	9	19	13	55	54
Region370	chr2L	6241060	6241406	.	347	94	180	312	479	41	73	102	94	10	11	17	41	41
Region371	chr2L	6241915	6242467	.	553	218	231	918	1342	61	98	275	226	8	29	30	79	60
Region372	chr2L	6259608	6259912	.	305	185	489	165	192	44	64	131	142	2	16	14	41	39
Region373	chr2L	6323549	6323967	.	419	869	1212	1363	1094	82	115	109	103	9	20	18	62	55
Region374	chr2L	6338633	6339529	.	897	1469	2178	2087	2380	123	236	374	332	25	60	31	182	109
Region375	chr2L	6343537	6343774	.	238	245	259	438	421	25	87	93	75	2	11	6	40	34
Region376	chr2L	6356748	6357249	.	502	465	693	550	339	78	141	81	82	5	19	8	23	37
Region377	chr2L	6373039	6377087	.	4049	4440	4811	5221	11642	535	678	2268	1667	57	337	167	666	643
Region378	chr2L	6390449	6390794	.	346	164	191	415	601	60	76	197	207	2	24	23	69	58
Region379	chr2L	6411149	6411468	.	320	245	499	417	839	59	74	162	150	8	19	11	77	46
Region380	chr2L	6417260	6417574	.	315	224	395	491	533	49	60	180	196	1	17	15	47	38
Region381	chr2L	6424248	6424501	.	254	147	308	341	383	49	66	120	123	6	16	14	59	41
Region382	chr2L	6455792	6456182	.	391	619	591	920	465	48	102	129	105	1	27	12	75	47
Region383	chr2L	6467615	6467862	.	248	309	525	628	329	50	68	88	86	1	12	9	51	36
Region384	chr2L	6473464	6474037	.	574	547	785	804	879	81	153	228	183	11	54	20	136	71
Region385	chr2L	6476520	6477091	.	572	439	640	624	499	76	142	405	298	4	39	25	132	92
Region386	chr2L	6479335	6479563	.	229	220	377	408	390	34	66	116	165	9	21	11	70	44
Region387	chr2L	6480294	6480988	.	695	652	1032	1144	919	97	179	256	264	18	50	22	135	78
Region388	chr2L	6498432	6498971	.	540	928	1305	1588	1131	81	160	308	241	13	37	19	94	68
Region389	chr2L	6527020	6527276	.	257	472	546	605	361	43	65	52	58	1	5	7	24	25
Region390	chr2L	6535942	6536416	.	475	455	1038	706	977	67	107	164	137	3	26	13	91	46
Region391	chr2L	6546984	6547201	.	218	161	347	265	249	42	59	105	68	4	16	11	21	27
Region392	chr2L	6557431	6557652	.	222	471	434	681	344	41	76	36	46	4	15	10	29	13
Region393	chr2L	6562197	6562532	.	336	247	470	401	512	56	74	163	168	9	27	15	77	56
Region394	chr2L	6566088	6566366	.	279	485	656	864	505	49	83	60	62	2	12	8	17	27
Region395	chr2L	6610785	6611755	.	971	1647	2445	2150	2706	122	217	385	374	33	59	32	151	103
Region396	chr2L	6612366	6612648	.	283	248	467	483	824	49	78	105	106	7	24	10	54	36
Region397	chr2L	6622682	6622937	.	256	393	486	502	314	40	75	70	43	9	6	8	36	30
Region398	chr2L	6646272	6646555	.	284	269	507	268	432	48	67	234	229	10	23	14	69	51
Region399	chr2L	6647347	6647696	.	350	245	525	390	615	74	92	136	158	12	33	16	81	57
Region400	chr2L	6649055	6649526	.	472	351	379	638	410	79	114	143	128	3	20	19	76	66
Region401	chr2L	6667874	6668115	.	242	158	339	255	373	37	64	77	55	3	14	18	52	28
Region402	chr2L	6684691	6684938	.	248	310	497	439	320	41	89	66	57	4	10	5	51	25
Region403	chr2L	6717510	6717857	.	348	239	365	358	362	44	100	155	118	9	32	13	67	49
Region404	chr2L	6722837	6723217	.	381	350	667	357	793	65	88	168	194	4	27	19	72	61
Region405	chr2L	6724197	6724491	.	295	261	448	326	529	37	81	171	135	8	20	22	58	35
Region406	chr2L	6734599	6735073	.	475	440	775	942	1282	72	88	263	247	9	27	19	85	62
Region407	chr2L	6737675	6738121	.	447	722	1006	461	777	71	79	239	172	17	26	20	81	73
Region408	chr2L	6797498	6797722	.	225	316	421	388	279	34	59	35	40	9	13	4	39	18
Region409	chr2L	6821629	6822052	.	424	653	957	807	720	51	76	225	156	3	29	21	45	51
Region410	chr2L	6833666	6834062	.	397	365	604	626	592	40	75	153	127	3	22	15	67	39
Region411	chr2L	6851901	6852414	.	514	778	680	1120	498	88	128	115	128	8	26	25	78	50
Region412	chr2L	6853997	6854233	.	237	345	399	560	368	42	58	73	76	6	8	14	40	31
Region413	chr2L	6886620	6886818	.	199	79	145	228	259	31	41	67	60	6	8	10	23	26
Region414	chr2L	6907559	6908167	.	609	594	900	1155	790	88	135	198	165	9	35	19	98	55
Region415	chr2L	6914006	6914351	.	346	789	1096	1286	1086	55	109	108	80	6	18	17	55	36
Region416	chr2L	6918711	6918879	.	169	120	269	220	373	25	65	62	61	8	17	9	50	23
Region417	chr2L	6919218	6920378	.	1161	999	1302	1668	1717	162	268	492	300	26	63	48	203	124
Region418	chr2L	6920581	6920735	.	155	154	151	269	161	30	49	25	33	2	7	3	14	17
Region419	chr2L	6921006	6921405	.	400	230	378	324	462	63	112	180	163	3	20	15	76	50
Region420	chr2L	6922112	6922416	.	305	184	420	315	573	53	71	154	153	10	21	17	78	57
Region421	chr2L	6924001	6924381	.	381	366	565	324	581	53	94	282	135	27	35	23	75	42
Region422	chr2L	6939725	6940110	.	386	797	1025	1095	763	62	102	211	178	17	23	9	56	44
Region423	chr2L	6945206	6945414	.	209	235	362	370	308	34	78	49	47	4	9	12	29	20
Region424	chr2L	6948715	6948922	.	208	216	294	293	317	45	68	81	66	5	11	9	46	18
Region425	chr2L	6956816	6957190	.	375	229	434	428	597	68	111	195	150	7	25	27	96	60
Region426	chr2L	6964369	6964928	.	560	342	420	532	651	78	118	346	189	9	45	20	109	96
Region427	chr2L	6966392	6966764	.	373	270	488	397	802	53	128	159	128	2	37	18	84	54
Region428	chr2L	6967449	6967750	.	302	243	370	415	463	61	76	106	107	7	22	21	70	37
Region429	chr2L	6971523	6972040	.	518	1084	1460	1671	1295	63	132	128	133	11	32	17	80	52
Region430	chr2L	7009704	7010886	.	1183	1198	2540	1476	4654	144	288	496	414	28	83	37	237	154
Region431	chr2L	7013210	7013426	.	217	167	449	254	345	35	52	43	53	12	14	12	23	20
Region432	chr2L	7032529	7032792	.	264	212	371	320	421	35	90	102	89	1	24	11	56	43
Region433	chr2L	7037883	7038236	.	354	227	374	359	526	73	119	115	119	13	23	9	87	46
Region434	chr2L	7042154	7042433	.	280	326	434	405	455	40	46	140	70	9	8	11	52	40
Region435	chr2L	7043095	7043494	.	400	96	136	477	1129	54	103	138	125	15	28	22	81	59
Region436	chr2L	7048627	7049292	.	666	480	995	638	1719	97	167	261	214	25	33	33	147	82
Region437	chr2L	7049666	7050006	.	341	178	299	429	1191	69	110	144	133	8	28	9	56	64
Region438	chr2L	7056141	7057005	.	865	1934	3272	2533	2558	111	196	380	389	20	61	31	178	122
Region439	chr2L	7063708	7064101	.	394	701	855	1289	845	56	104	69	77	8	18	11	51	40
Region440	chr2L	7065613	7066079	.	467	885	969	1744	1115	58	116	145	88	7	33	13	78	41
Region441	chr2L	7138383	7138965	.	583	707	1476	614	1755	83	152	221	189	11	56	26	95	100
Region442	chr2L	7181941	7182268	.	328	221	428	330	236	62	87	52	79	2	13	8	22	38
Region443	chr2L	7200023	7200357	.	335	225	328	627	408	54	89	104	91	4	19	18	31	35
Region444	chr2L	7204212	7204416	.	205	201	324	266	343	38	61	84	70	6	19	11	44	27
Region445	chr2L	7212465	7212756	.	292	49	33	205	585	50	51	72	62	2	26	15	60	42
Region446	chr2L	7218084	7218439	.	356	376	873	552	1361	51	107	118	121	17	28	13	82	38
Region447	chr2L	7219304	7219621	.	318	173	516	280	622	45	87	136	157	9	28	19	58	45
Region448	chr2L	7219860	7220230	.	371	503	985	716	988	45	121	132	148	16	34	14	91	68
Region449	chr2L	7245254	7245682	.	429	153	252	248	1024	63	113	146	103	8	20	26	66	42
Region450	chr2L	7247406	7247767	.	362	146	232	328	1355	52	87	123	141	12	34	22	83	44
Region451	chr2L	7249378	7249641	.	264	125	306	220	650	36	85	145	91	3	19	9	59	30
Region452	chr2L	7258181	7258406	.	226	404	403	450	306	50	62	50	33	4	6	12	31	17
Region453	chr2L	7277050	7277351	.	302	242	676	389	531	41	57	189	238	7	20	16	44	45
Region454	chr2L	7281541	7281770	.	230	587	586	932	482	44	73	55	63	2	16	6	38	30
Region455	chr2L	7289719	7290763	.	1045	1260	2024	962	1158	127	233	435	336	29	88	36	122	121
Region456	chr2L	7295449	7295962	.	514	216	387	678	1009	55	116	217	201	12	32	23	95	72
Region457	chr2L	7296579	7296872	.	294	188	515	296	627	42	83	116	109	10	18	13	50	48
Region458	chr2L	7299483	7299736	.	254	60	69	220	463	34	71	92	103	6	17	8	45	35
Region459	chr2L	7300045	7300433	.	389	89	107	324	669	64	91	120	106	6	27	22	64	57
Region460	chr2L	7304129	7304977	.	849	562	1140	1092	2087	124	199	351	309	19	62	50	148	109
Region461	chr2L	7305561	7305784	.	224	132	196	189	413	30	70	48	56	7	20	14	55	22
Region462	chr2L	7306743	7307315	.	573	4373	5659	8179	6594	72	152	298	300	13	41	27	140	85
Region463	chr2L	7310094	7311245	.	1152	713	1327	974	2055	173	286	400	339	15	81	46	176	135
Region464	chr2L	7315606	7315866	.	261	285	330	701	488	55	75	76	56	9	19	11	46	28
Region465	chr2L	7388115	7388371	.	257	240	393	407	475	51	92	103	85	2	22	6	69	36
Region466	chr2L	7412315	7412482	.	168	145	207	285	214	38	59	53	50	4	15	5	19	19
Region467	chr2L	7426544	7427098	.	555	439	478	863	429	80	136	151	116	16	22	6	65	55
Region468	chr2L	7495613	7495858	.	246	196	377	256	346	34	82	147	91	3	28	18	42	41
Region469	chr2L	7496221	7496573	.	353	678	969	1075	783	45	97	118	94	9	27	13	70	36
Region470	chr2L	7519629	7520171	.	543	683	1547	1112	3477	71	126	182	165	11	39	16	86	66
Region471	chr2L	7526147	7526591	.	445	511	1337	858	2648	77	112	182	228	14	36	19	94	79
Region472	chr2L	7527062	7527478	.	417	135	275	435	996	62	109	175	129	9	34	17	100	64
Region473	chr2L	7530333	7530689	.	357	197	400	297	633	67	119	136	115	6	25	22	94	51
Region474	chr2L	7530895	7531035	.	141	193	210	272	216	29	59	56	48	3	16	4	32	16
Region475	chr2L	7532437	7533314	.	878	679	1192	1003	991	134	197	333	293	11	70	46	143	110
Region476	chr2L	7534947	7535248	.	302	589	1015	401	572	40	93	93	88	4	22	10	84	43
Region477	chr2L	7543940	7544577	.	638	455	1088	546	991	92	193	230	212	8	27	21	131	69
Region478	chr2L	7569645	7569892	.	248	46	69	165	411	34	71	106	76	2	15	14	36	31
Region479	chr2L	7592922	7593151	.	230	206	339	286	401	37	76	104	72	3	23	8	49	24
Region480	chr2L	7633068	7633358	.	291	189	442	212	611	33	88	99	73	4	14	11	44	36
Region481	chr2L	7640947	7641176	.	230	118	220	177	447	32	66	86	85	6	15	6	31	27
Region482	chr2L	7641701	7641950	.	250	849	673	1200	625	29	60	57	50	8	12	6	39	32
Region483	chr2L	7790432	7790779	.	348	236	281	384	427	55	72	139	104	7	19	12	45	43
Region484	chr2L	7799698	7800250	.	553	738	822	1403	876	88	134	166	155	20	26	20	92	73
Region485	chr2L	7811799	7812058	.	260	134	245	275	395	48	95	101	69	9	22	10	46	30
Region486	chr2L	7827111	7827358	.	248	270	398	397	394	47	86	102	105	6	30	11	48	27
Region487	chr2L	7827600	7827927	.	328	702	839	1107	856	49	103	144	129	11	22	15	61	41
Region488	chr2L	7828189	7828589	.	401	1586	1787	2788	2114	56	108	188	135	15	35	18	54	49
Region489	chr2L	7832870	7833152	.	283	76	130	282	706	47	60	130	102	4	22	12	56	33
Region490	chr2L	7855150	7855542	.	393	152	219	359	899	52	75	132	127	13	32	19	51	38
