geneID	Chr	ATAC_factor	ATAC_direction
Region5847	chr3R	Time	Up
Region5847	chr3R	Time	Up
Region5849	chr3R	Time	Up
Region5850	chr3R	Toll10b	Up
Region5851	chr3R	Time	Up
Region5852	chr3R	Time	Up
Region5853	chr3R	Toll9	Up
Region5854	chr3R	Toll10b	Down
Region5854	chr3R	Toll10b	Down
Region5855	chr3R	Toll10b	Up
Region5856	chr3R	Toll9	Down
Region5857	chr3R	Time	Up
Region5863	chr3R	Time	Up
Region5865	chr3R	Time	Up
Region5866	chr3R	Time	Up
Region5870	chr3R	Time	Up
Region5872	chr3R	Toll10b	Down
Region5872	chr3R	Toll10b	Down
Region5875	chr3R	Time	Up
Region5879	chr3R	Time	Up
Region5880	chr3R	Gd7	Down
Region5881	chr3R	Toll9	Down
Region5882	chr3R	Gd7	Down
Region5882	chr3R	Gd7	Down
Region5883	chr3R	Toll10b	Up
Region5884	chr3R	Gd7	Down
Region5885	chr3R	Gd7	Down
Region5887	chr3R	Time	Down
Region5888	chr3R	Toll10b	Up
Region5890	chr3R	Toll9	Up
Region5900	chr3R	Toll9	Down
Region5901	chr3R	Time	Down
Region5915	chr3R	Time	Up
Region5916	chr3R	Time	Up
Region5917	chr3R	Time	Down
Region5918	chr3R	Time	Down
Region5919	chr3R	Toll9	Up
Region5919	chr3R	Toll9	Up
Region5920	chr3R	Toll9	Up
Region5930	chr3R	Time	Up
Region5930	chr3R	Time	Up
Region5936	chr3R	Toll9	Up
Region5936	chr3R	Toll9	Up
Region5943	chr3R	Toll10b	Down
Region5944	chr3R	Gd7	Down
Region5945	chr3R	Time	Up
Region5945	chr3R	Time	Up
Region5946	chr3R	Time	Up
Region5960	chr3R	Gd7	Up
Region5961	chr3R	Toll10b	Down
Region5962	chr3R	Toll9	Up
Region5962	chr3R	Toll9	Up
Region5963	chr3R	Time	Down
Region5964	chr3R	Toll10b	Up
Region5965	chr3R	Time	Up
Region5967	chr3R	Toll10b	Up
Region5967	chr3R	Toll10b	Up
Region5968	chr3R	Toll10b	Up
Region5968	chr3R	Toll10b	Up
Region5971	chr3R	Time	Up
Region5973	chr3R	Time	Down
Region5974	chr3R	Toll10b	Down
Region5974	chr3R	Toll10b	Down
Region5975	chr3R	Time	Up
Region5978	chr3R	Toll9	Up
Region5978	chr3R	Toll9	Up
Region5978	chr3R	Toll9	Up
Region5978	chr3R	Toll9	Up
Region5979	chr3R	Toll9	Up
Region5979	chr3R	Toll9	Up
Region5980	chr3R	Time	Down
Region5980	chr3R	Time	Down
Region5983	chr3R	Time	Up
Region5984	chr3R	Toll10b	Up
Region5984	chr3R	Toll10b	Up
Region5987	chr3R	Time	Up
Region5987	chr3R	Time	Up
Region5988	chr3R	Gd7	Down
Region5988	chr3R	Gd7	Down
Region5989	chr3R	Gd7	Down
Region5989	chr3R	Gd7	Down
Region5991	chr3R	Toll10b	Down
Region5991	chr3R	Toll10b	Down
Region5994	chr3R	Time	Up
Region5995	chr3R	Gd7	Down
Region5996	chr3R	Gd7	Down
Region5997	chr3R	Time	Up
Region5998	chr3R	Time	Up
Region5998	chr3R	Time	Up
Region5999	chr3R	Gd7	Down
Region6002	chr3R	Time	Up
Region6003	chr3R	Time	Up
Region6003	chr3R	Time	Up
Region6004	chr3R	Time	Up
Region6005	chr3R	Toll10b	Up
Region6006	chr3R	Time	Up
Region6008	chr3R	Time	Up
Region6008	chr3R	Time	Up
Region6009	chr3R	Gd7	Down
Region6010	chr3R	Time	Down
Region6011	chr3R	Toll10b	Up
Region6012	chr3R	Toll9	Up
Region6013	chr3R	Toll9	Up
Region6014	chr3R	Gd7	Down
Region6015	chr3R	Toll10b	Up
Region6021	chr3R	Toll9	Up
Region6022	chr3R	Time	Up
Region6023	chr3R	Time	Up
Region6024	chr3R	Time	Down
Region6025	chr3R	Gd7	Down
Region6026	chr3R	Toll10b	Up
Region6029	chr3R	Time	Up
Region6030	chr3R	Gd7	Down
Region6031	chr3R	Toll9	Up
Region6054	chr3R	Time	Up
Region6055	chr3R	Gd7	Down
Region6056	chr3R	Time	Up
Region6058	chr3R	Gd7	Up
Region6060	chr3R	Toll9	Up
Region6061	chr3R	Time	Down
Region6061	chr3R	Time	Down
Region6063	chr3R	Toll10b	Up
Region6064	chr3R	Toll10b	Up
Region6078	chr3R	Toll10b	Down
Region6079	chr3R	Time	Down
Region6080	chr3R	Toll10b	Down
Region6080	chr3R	Toll10b	Down
Region6081	chr3R	Toll10b	Up
Region6081	chr3R	Toll10b	Up
Region6082	chr3R	Time	Up
Region6083	chr3R	Time	Up
Region6102	chr3R	Time	Up
Region6104	chr3R	Time	Up
Region6105	chr3R	Toll10b	Up
Region6107	chr3R	Toll9	Up
Region6108	chr3R	Time	Up
Region6109	chr3R	Toll10b	Up
Region6110	chr3R	Time	Up
Region6112	chr3R	Time	Up
Region6119	chr3R	Toll9	Down
Region6122	chr3R	Toll10b	Up
Region6123	chr3R	Time	Down
Region6124	chr3R	Toll10b	Up
Region6138	chr3R	Time	Up
Region6139	chr3R	Gd7	Up
Region6140	chr3R	Gd7	Up
Region6142	chr3R	Toll9	Down
Region6143	chr3R	Toll9	Down
Region6147	chr3R	Time	Down
Region6147	chr3R	Time	Down
Region6149	chr3R	Time	Down
Region6149	chr3R	Time	Down
Region6149	chr3R	Time	Down
Region6149	chr3R	Time	Down
Region6149	chr3R	Time	Down
Region6169	chr3R	Toll9	Down
Region6170	chr3R	Toll9	Up
Region6171	chr3R	Time	Down
Region6171	chr3R	Time	Down
Region6175	chr3R	Time	Down
Region6175	chr3R	Time	Down
Region6178	chr3R	Time	Down
Region6178	chr3R	Time	Down
Region6178	chr3R	Time	Down
Region6184	chr3R	Toll9	Up
Region6184	chr3R	Toll9	Up
Region6184	chr3R	Toll9	Up
Region6190	chr3R	Time	Down
Region6190	chr3R	Time	Down
Region6195	chr3R	Time	Down
Region6195	chr3R	Time	Down
Region6195	chr3R	Time	Down
Region6195	chr3R	Time	Down
Region6195	chr3R	Time	Down
Region6195	chr3R	Time	Down
Region6214	chr3R	Time	Up
Region6215	chr3R	Toll10b	Up
Region6216	chr3R	Time	Up
Region6217	chr3R	Time	Up
Region6218	chr3R	Time	Up
Region6220	chr3R	Time	Up
Region6222	chr3R	Gd7	Up
Region6222	chr3R	Gd7	Up
Region6224	chr3R	Toll10b	Up
Region6226	chr3R	Toll10b	Up
Region6227	chr3R	Gd7	Down
Region6228	chr3R	Time	Down
Region6231	chr3R	Time	Up
Region6232	chr3R	Time	Up
Region6233	chr3R	Time	Up
Region6234	chr3R	Toll10b	Down
Region6234	chr3R	Toll10b	Down
Region6235	chr3R	Gd7	Down
Region6236	chr3R	Time	Up
Region6237	chr3R	Time	Up
Region6238	chr3R	Time	Up
Region6252	chr3R	Gd7	Down
Region6255	chr3R	Time	Up
Region6265	chr3R	Time	Up
Region6266	chr3R	Time	Up
Region6267	chr3R	Toll10b	Up
Region6267	chr3R	Toll10b	Up
Region6268	chr3R	Toll9	Up
Region6273	chr3R	Toll10b	Up
Region6275	chr3R	Toll10b	Down
Region6277	chr3R	Time	Down
Region6277	chr3R	Time	Down
Region6280	chr3R	Time	Up
Region6281	chr3R	Time	Up
Region6282	chr3R	Toll9	Up
Region6286	chr3R	Gd7	Down
Region6287	chr3R	Toll10b	Up
Region6290	chr3R	Toll9	Up
Region6291	chr3R	Toll9	Down
Region6293	chr3R	Time	Up
Region6294	chr3R	Toll10b	Up
Region6295	chr3R	Gd7	Down
Region6296	chr3R	Toll10b	Up
Region6298	chr3R	Time	Up
Region6299	chr3R	Toll9	Down
Region6300	chr3R	Toll9	Up
Region6300	chr3R	Toll9	Up
Region6301	chr3R	Time	Up
Region6304	chr3R	Toll10b	Down
Region6305	chr3R	Time	Up
Region6306	chr3R	Time	Up
Region6307	chr3R	Time	Up
Region6315	chr3R	Time	Up
Region6316	chr3R	Time	Up
Region6317	chr3R	Toll10b	Up
Region6319	chr3R	Toll10b	Up
Region6323	chr3R	Time	Up
Region6325	chr3R	Time	Up
Region6325	chr3R	Time	Up
Region6331	chr3R	Time	Up
Region6333	chr3R	Time	Down
Region6334	chr3R	Gd7	Down
Region6334	chr3R	Gd7	Down
Region6336	chr3R	Time	Up
Region6337	chr3R	Time	Down
Region6343	chr3R	Time	Up
Region6344	chr3R	Time	Up
Region6346	chr3R	Time	Up
Region6346	chr3R	Time	Up
Region6348	chr3R	Time	Up
Region6349	chr3R	Time	Up
Region6351	chr3R	Time	Up
Region6351	chr3R	Time	Up
Region6353	chr3R	Time	Up
Region6356	chr3R	Time	Up
Region6362	chr3R	Toll9	Up
Region6362	chr3R	Toll9	Up
Region6362	chr3R	Toll9	Up
Region6362	chr3R	Toll9	Up
Region6368	chr3R	Gd7	Down
Region6370	chr3R	Toll9	Down
Region6370	chr3R	Toll9	Down
Region6370	chr3R	Toll9	Down
Region6370	chr3R	Toll9	Down
Region6370	chr3R	Toll9	Down
Region6370	chr3R	Toll9	Down
Region6372	chr3R	Toll9	Up
Region6373	chr3R	Toll9	Up
Region6373	chr3R	Toll9	Up
Region6373	chr3R	Toll9	Up
Region6378	chr3R	Toll9	Down
Region6379	chr3R	Toll9	Up
Region6379	chr3R	Toll9	Up
Region6384	chr3R	Time	Up
Region6393	chr3R	Toll9	Up
Region6404	chr3R	Time	Up
Region6405	chr3R	Time	Up
Region6406	chr3R	Gd7	Down
Region6408	chr3R	Time	Up
Region6412	chr3R	Gd7	Down
Region6413	chr3R	Time	Up
Region6414	chr3R	Toll9	Up
Region6414	chr3R	Toll9	Up
Region6415	chr3R	Toll9	Up
Region6416	chr3R	Toll9	Up
Region6420	chr3R	Toll10b	Up
Region6421	chr3R	Time	Up
Region6421	chr3R	Time	Up
Region6422	chr3R	Time	Up
Region6424	chr3R	Time	Up
Region6427	chr3R	Time	Down
Region6428	chr3R	Toll9	Up
Region6428	chr3R	Toll9	Up
Region6428	chr3R	Toll9	Up
Region6430	chr3R	Time	Up
Region6433	chr3R	Toll10b	Down
Region6433	chr3R	Toll10b	Down
Region6433	chr3R	Toll10b	Down
Region6433	chr3R	Toll10b	Down
Region6433	chr3R	Toll10b	Down
Region6434	chr3R	Gd7	Down
Region6435	chr3R	Gd7	Down
Region6435	chr3R	Gd7	Down
Region6437	chr3R	Time	Up
Region6438	chr3R	Time	Up
Region6439	chr3R	Toll9	Up
Region6440	chr3R	Toll10b	Down
Region6442	chr3R	Toll9	Up
Region6443	chr3R	Toll9	Up
Region6444	chr3R	Toll10b	Up
Region6445	chr3R	Gd7	Down
Region6446	chr3R	Time	Up
Region6447	chr3R	Time	Up
Region6448	chr3R	Gd7	Down
Region6451	chr3R	Time	Up
Region6452	chr3R	Time	Up
Region6453	chr3R	Time	Up
Region6458	chr3R	Time	Up
Region6459	chr3R	Time	Up
Region6460	chr3R	Time	Up
Region6461	chr3R	Time	Up
Region6464	chr3R	Toll10b	Up
Region6465	chr3R	Time	Up
Region6466	chr3R	Toll9	Up
Region6466	chr3R	Toll9	Up
Region6466	chr3R	Toll9	Up
Region6466	chr3R	Toll9	Up
Region6467	chr3R	Gd7	Down
Region6468	chr3R	Gd7	Down
Region6472	chr3R	Time	Down
Region6473	chr3R	Time	Up
Region6473	chr3R	Time	Up
Region6475	chr3R	Toll9	Down
Region6476	chr3R	Time	Up
Region6478	chr3R	Time	Up
Region6479	chr3R	Time	Up
Region6480	chr3R	Time	Up
Region6487	chr3R	Gd7	Up
Region6488	chr3R	Toll9	Up
Region6489	chr3R	Time	Up
Region6490	chr3R	Time	Up
Region6491	chr3R	Time	Up
Region6496	chr3R	Gd7	Down
Region6497	chr3R	Toll9	Up
Region6498	chr3R	Time	Up
Region6500	chr3R	Gd7	Down
Region6519	chr3R	Toll10b	Up
Region6544	chr3R	Time	Down
Region6545	chr3R	Gd7	Up
Region6546	chr3R	Time	Up
Region6546	chr3R	Time	Up
Region6547	chr3R	Toll10b	Down
Region6547	chr3R	Toll10b	Down
Region6548	chr3R	Toll9	Up
Region6551	chr3R	Gd7	Down
Region6552	chr3R	Time	Down
Region6553	chr3R	Gd7	Down
Region6559	chr3R	Time	Up
Region6570	chr3R	Time	Up
Region6571	chr3R	Gd7	Down
Region6572	chr3R	Toll9	Up
Region6573	chr3R	Gd7	Down
Region6574	chr3R	Gd7	Down
Region6575	chr3R	Time	Up
Region6576	chr3R	Toll10b	Up
Region6579	chr3R	Toll9	Up
Region6579	chr3R	Toll9	Up
Region6579	chr3R	Toll9	Up
Region6579	chr3R	Toll9	Up
Region6579	chr3R	Toll9	Up
Region6582	chr3R	Toll10b	Down
Region6582	chr3R	Toll10b	Down
Region6582	chr3R	Toll10b	Down
Region6582	chr3R	Toll10b	Down
Region6583	chr3R	Time	Up
Region6583	chr3R	Time	Up
Region6583	chr3R	Time	Up
Region6583	chr3R	Time	Up
Region6589	chr3R	Time	Up
Region6590	chr3R	Time	Up
Region6595	chr3R	Time	Up
Region6596	chr3R	Time	Up
Region6598	chr3R	Gd7	Down
Region6598	chr3R	Gd7	Down
Region6599	chr3R	Toll10b	Down
Region6599	chr3R	Toll10b	Down
Region6599	chr3R	Toll10b	Down
Region6599	chr3R	Toll10b	Down
Region6600	chr3R	Time	Up
Region6601	chr3R	Time	Up
Region6602	chr3R	Time	Up
Region6603	chr3R	Time	Up
Region6604	chr3R	Gd7	Down
Region6605	chr3R	Toll10b	Up
Region6607	chr3R	Time	Up
Region6610	chr3R	Toll10b	Down
Region6611	chr3R	Time	Down
Region6611	chr3R	Time	Down
Region6612	chr3R	Time	Up
Region6613	chr3R	Time	Up
Region6614	chr3R	Time	Up
Region6615	chr3R	Time	Down
Region6617	chr3R	Time	Up
Region6618	chr3R	Time	Up
Region6619	chr3R	Time	Up
Region6620	chr3R	Time	Up
Region6623	chr3R	Time	Down
Region6623	chr3R	Time	Down
Region6632	chr3R	Time	Up
Region6634	chr3R	Time	Up
Region6635	chr3R	Time	Up
Region6636	chr3R	Time	Up
Region6643	chr3R	Time	Up
Region6653	chr3R	Time	Down
Region6654	chr3R	Toll10b	Down
Region6654	chr3R	Toll10b	Down
Region6656	chr3R	Toll9	Down
Region6663	chr3R	Time	Up
Region6664	chr3R	Time	Up
Region6664	chr3R	Time	Up
Region6665	chr3R	Time	Up
Region6666	chr3R	Time	Up
Region6670	chr3R	Gd7	Down
Region6674	chr3R	Gd7	Down
Region6676	chr3R	Gd7	Down
Region6677	chr3R	Time	Up
Region6677	chr3R	Time	Up
Region6678	chr3R	Gd7	Down
Region6679	chr3R	Toll9	Up
Region6679	chr3R	Toll9	Up
Region6680	chr3R	Time	Down
Region6682	chr3R	Time	Up
Region6687	chr3R	Toll9	Up
Region6687	chr3R	Toll9	Up
Region6688	chr3R	Toll10b	Down
Region6688	chr3R	Toll10b	Down
Region6692	chr3R	Time	Up
Region6693	chr3R	Gd7	Up
Region6694	chr3R	Time	Up
Region6695	chr3R	Time	Up
Region6696	chr3R	Time	Up
Region6697	chr3R	Time	Up
Region6698	chr3R	Time	Up
Region6699	chr3R	Gd7	Down
Region6700	chr3R	Time	Up
Region6701	chr3R	Gd7	Down
Region6702	chr3R	Time	Up
Region6703	chr3R	Time	Up
Region6704	chr3R	Time	Up
Region6711	chr3R	Time	Up
Region6712	chr3R	Toll9	Down
Region6713	chr3R	Time	Down
Region6714	chr3R	Time	Down
Region6715	chr3R	Toll9	Down
Region6716	chr3R	Toll9	Up
Region6717	chr3R	Toll9	Up
Region6719	chr3R	Toll9	Down
Region6720	chr3R	Toll10b	Up
Region6721	chr3R	Time	Down
Region6722	chr3R	Time	Up
Region6723	chr3R	Time	Down
Region6724	chr3R	Time	Up
Region6726	chr3R	Toll10b	Down
Region6726	chr3R	Toll10b	Down
Region6727	chr3R	Time	Up
Region6730	chr3R	Toll10b	Up
Region6731	chr3R	Toll9	Up
Region6732	chr3R	Time	Down
Region6732	chr3R	Time	Down
Region6733	chr3R	Toll10b	Up
Region6734	chr3R	Gd7	Down
Region6735	chr3R	Time	Up
Region6736	chr3R	Gd7	Down
Region6737	chr3R	Gd7	Down
Region6738	chr3R	Time	Up
Region6740	chr3R	Time	Up
Region6741	chr3R	Gd7	Down
Region6742	chr3R	Time	Down
Region6742	chr3R	Time	Down
Region6749	chr3R	Time	Up
Region6749	chr3R	Time	Up
Region6751	chr3R	Time	Up
Region6752	chr3R	Time	Up
Region6752	chr3R	Time	Up
Region6755	chr3R	Toll9	Up
Region6755	chr3R	Toll9	Up
Region6755	chr3R	Toll9	Up
Region6756	chr3R	Toll9	Up
Region6758	chr3R	Toll10b	Up
Region6759	chr3R	Toll10b	Up
Region6760	chr3R	Gd7	Down
Region6762	chr3R	Time	Up
Region6763	chr3R	Toll10b	Up
Region6764	chr3R	Toll10b	Down
Region6764	chr3R	Toll10b	Down
Region6765	chr3R	Toll9	Up
Region6766	chr3R	Gd7	Down
Region6767	chr3R	Time	Up
Region6770	chr3R	Time	Up
Region6771	chr3R	Toll10b	Up
Region6772	chr3R	Time	Up
Region6773	chr3R	Time	Up
Region6774	chr3R	Time	Up
Region6775	chr3R	Time	Up
Region6777	chr3R	Time	Up
Region6778	chr3R	Time	Down
Region6779	chr3R	Time	Down
Region6779	chr3R	Time	Down
Region6780	chr3R	Time	Down
Region6783	chr3R	Toll9	Up
Region6784	chr3R	Time	Up
Region6785	chr3R	Toll10b	Up
Region6786	chr3R	Toll9	Up
Region6792	chr3R	Toll10b	Down
Region6792	chr3R	Toll10b	Down
Region6792	chr3R	Toll10b	Down
Region6792	chr3R	Toll10b	Down
Region6792	chr3R	Toll10b	Down
Region6792	chr3R	Toll10b	Down
Region6792	chr3R	Toll10b	Down
Region6792	chr3R	Toll10b	Down
Region6792	chr3R	Toll10b	Down
Region6792	chr3R	Toll10b	Down
Region6792	chr3R	Toll10b	Down
Region6792	chr3R	Toll10b	Down
Region6792	chr3R	Toll10b	Down
Region6792	chr3R	Toll10b	Down
Region6794	chr3R	Time	Down
Region6794	chr3R	Time	Down
Region6794	chr3R	Time	Down
Region6794	chr3R	Time	Down
Region6795	chr3R	Time	Down
Region6795	chr3R	Time	Down
Region6795	chr3R	Time	Down
Region6795	chr3R	Time	Down
Region6795	chr3R	Time	Down
Region6795	chr3R	Time	Down
Region6795	chr3R	Time	Down
Region6795	chr3R	Time	Down
Region6795	chr3R	Time	Down
Region6795	chr3R	Time	Down
Region6795	chr3R	Time	Down
Region6795	chr3R	Time	Down
Region6795	chr3R	Time	Down
Region6795	chr3R	Time	Down
Region6796	chr3R	Time	Down
Region6796	chr3R	Time	Down
Region6796	chr3R	Time	Down
Region6796	chr3R	Time	Down
Region6796	chr3R	Time	Down
Region6796	chr3R	Time	Down
Region6796	chr3R	Time	Down
Region6796	chr3R	Time	Down
Region6796	chr3R	Time	Down
Region6796	chr3R	Time	Down
Region6804	chr3R	Toll9	Down
Region6805	chr3R	Time	Up
Region6806	chr3R	Toll9	Up
Region6807	chr3R	Time	Up
Region6808	chr3R	Time	Up
Region6811	chr3R	Time	Up
Region6812	chr3R	Gd7	Down
Region6813	chr3R	Gd7	Down
Region6814	chr3R	Toll9	Up
Region6819	chr3R	Toll9	Up
Region6819	chr3R	Toll9	Up
Region6820	chr3R	Toll10b	Down
Region6821	chr3R	Toll9	Up
Region6822	chr3R	Time	Up
Region6823	chr3R	Time	Up
Region6826	chr3R	Toll10b	Down
Region6826	chr3R	Toll10b	Down
Region6826	chr3R	Toll10b	Down
Region6826	chr3R	Toll10b	Down
Region6826	chr3R	Toll10b	Down
Region6826	chr3R	Toll10b	Down
Region6829	chr3R	Toll9	Up
Region6829	chr3R	Toll9	Up
Region6830	chr3R	Toll9	Up
Region6830	chr3R	Toll9	Up
Region6830	chr3R	Toll9	Up
Region6830	chr3R	Toll9	Up
Region6831	chr3R	Time	Up
Region6831	chr3R	Time	Up
Region6831	chr3R	Time	Up
Region6832	chr3R	Time	Up
Region6833	chr3R	Time	Up
Region6833	chr3R	Time	Up
Region6835	chr3R	Time	Up
Region6837	chr3R	Gd7	Down
Region6838	chr3R	Time	Up
Region6839	chr3R	Time	Up
Region6840	chr3R	Time	Up
Region6841	chr3R	Time	Up
Region6842	chr3R	Time	Down
Region6854	chr3R	Time	Up
Region6854	chr3R	Time	Up
Region6860	chr3R	Time	Up
Region6861	chr3R	Time	Up
Region6863	chr3R	Time	Up
Region6865	chr3R	Time	Up
Region6866	chr3R	Time	Up
Region6869	chr3R	Time	Up
Region6871	chr3R	Time	Up
Region6875	chr3R	Time	Up
Region6884	chr3R	Gd7	Up
Region6885	chr3R	Time	Up
Region6886	chr3R	Time	Up
Region6887	chr3R	Gd7	Down
Region6889	chr3R	Toll9	Up
Region6894	chr3R	Time	Up
Region6896	chr3R	Toll9	Up
Region6897	chr3R	Time	Up
Region6900	chr3R	Gd7	Down
Region6901	chr3R	Time	Up
Region6902	chr3R	Time	Up
Region6903	chr3R	Time	Up
Region6904	chr3R	Time	Down
Region6905	chr3R	Toll10b	Up
Region6906	chr3R	Time	Up
Region6908	chr3R	Time	Up
Region6909	chr3R	Time	Up
Region6915	chr3R	Time	Up
Region6917	chr3R	Time	Up
Region6918	chr3R	Time	Up
Region6918	chr3R	Time	Up
Region6919	chr3R	Time	Up
Region6920	chr3R	Time	Up
Region6921	chr3R	Time	Up
Region6923	chr3R	Gd7	Down
Region6924	chr3R	Time	Up
Region6925	chr3R	Time	Up
Region6926	chr3R	Toll9	Down
Region6927	chr3R	Time	Down
Region6928	chr3R	Time	Up
Region6929	chr3R	Time	Up
Region6930	chr3R	Time	Up
Region6931	chr3R	Time	Up
Region6932	chr3R	Time	Up
Region6933	chr3R	Toll9	Down
Region6934	chr3R	Time	Down
Region6934	chr3R	Time	Down
Region6935	chr3R	Time	Down
Region6935	chr3R	Time	Down
Region6941	chr3R	Time	Up
Region6942	chr3R	Time	Up
Region6943	chr3R	Time	Up
Region6944	chr3R	Toll10b	Up
Region6945	chr3R	Time	Up
Region6948	chr3R	Time	Up
Region6959	chr3R	Gd7	Up
Region6960	chr3R	Time	Up
Region6962	chr3R	Time	Up
Region6964	chr3R	Time	Up
Region6965	chr3R	Time	Up
Region6966	chr3R	Toll10b	Up
Region6967	chr3R	Time	Up
Region6969	chr3R	Toll9	Up
Region6969	chr3R	Toll9	Up
Region6970	chr3R	Toll10b	Down
Region6970	chr3R	Toll10b	Down
Region6971	chr3R	Time	Up
Region6973	chr3R	Time	Up
Region6974	chr3R	Toll10b	Up
Region6975	chr3R	Time	Up
Region6976	chr3R	Time	Up
Region6978	chr3R	Gd7	Down
Region6980	chr3R	Time	Up
Region6981	chr3R	Toll9	Up
Region6981	chr3R	Toll9	Up
Region6983	chr3R	Time	Down
Region6984	chr3R	Time	Up
Region6984	chr3R	Time	Up
Region6985	chr3R	Time	Up
Region6985	chr3R	Time	Up
Region6987	chr3R	Time	Up
Region6988	chr3R	Time	Down
Region6989	chr3R	Toll10b	Down
Region6991	chr3R	Time	Up
Region6992	chr3R	Toll10b	Down
Region6993	chr3R	Toll9	Up
Region6994	chr3R	Time	Up
Region6995	chr3R	Time	Up
Region7011	chr3R	Toll10b	Down
Region7011	chr3R	Toll10b	Down
Region7014	chr3R	Time	Up
Region7018	chr3R	Time	Up
Region7019	chr3R	Toll9	Down
Region7019	chr3R	Toll9	Down
Region7021	chr3R	Time	Up
Region7021	chr3R	Time	Up
Region7022	chr3R	Time	Up
Region7023	chr3R	Time	Up
Region7024	chr3R	Time	Up
Region7033	chr3R	Time	Up
Region7034	chr3R	Toll9	Up
Region7036	chr3R	Time	Up
Region7042	chr3R	Toll9	Down
Region7043	chr3R	Gd7	Up
Region7045	chr3R	Gd7	Up
Region7047	chr3R	Time	Up
Region7048	chr3R	Time	Up
Region7048	chr3R	Time	Up
Region7054	chr3R	Time	Down
Region7055	chr3R	Time	Up
Region7056	chr3R	Toll10b	Down
Region7057	chr3R	Time	Up
Region7059	chr3R	Toll9	Down
Region7061	chr3R	Toll9	Down
Region7062	chr3R	Gd7	Up
Region7063	chr3R	Time	Up
Region7064	chr3R	Time	Up
Region7064	chr3R	Time	Up
Region7067	chr3R	Toll9	Up
Region7068	chr3R	Time	Up
Region7069	chr3R	Time	Up
Region7070	chr3R	Toll9	Up
Region7071	chr3R	Time	Up
Region7072	chr3R	Time	Up
Region7073	chr3R	Gd7	Down
Region7074	chr3R	Time	Up
Region7075	chr3R	Time	Down
Region7076	chr3R	Time	Down
Region7076	chr3R	Time	Down
Region7077	chr3R	Toll10b	Up
Region7078	chr3R	Time	Up
Region7079	chr3R	Time	Up
Region7080	chr3R	Toll10b	Down
Region7081	chr3R	Time	Up
Region7082	chr3R	Time	Up
Region7088	chr3R	Time	Up
Region7089	chr3R	Gd7	Up
Region7102	chr3R	Time	Up
Region7102	chr3R	Time	Up
Region7103	chr3R	Toll10b	Up
Region7104	chr3R	Toll10b	Down
Region7105	chr3R	Toll9	Up
Region7106	chr3R	Gd7	Up
Region7107	chr3R	Time	Up
Region7110	chr3R	Time	Up
Region7112	chr3R	Time	Up
Region7126	chr3R	Time	Up
Region7127	chr3R	Time	Up
Region7128	chr3R	Toll9	Up
Region7128	chr3R	Toll9	Up
Region7137	chr3R	Toll9	Down
Region7140	chr3R	Time	Up
Region7142	chr3R	Time	Up
Region7146	chr3R	Time	Up
Region7149	chr3R	Toll10b	Down
Region7150	chr3R	Time	Up
Region7153	chr3R	Time	Up
Region7157	chr3R	Time	Up
Region7158	chr3R	Time	Up
Region7160	chr3R	Time	Up
Region7165	chr3R	Time	Up
Region7174	chr3R	Time	Up
Region7176	chr3R	Time	Up
Region7177	chr3R	Toll10b	Down
Region7179	chr3R	Time	Up
Region7185	chr3R	Toll10b	Down
Region7185	chr3R	Toll10b	Down
Region7195	chr3R	Toll9	Down
Region7208	chr4	Toll9	Up
Region7208	chr4	Toll9	Up
Region7209	chr4	Toll9	Up
Region7210	chr4	Toll9	Up
Region7211	chr4	Time	Down
Region7213	chr4	Toll10b	Down
Region7213	chr4	Toll10b	Down
Region7214	chr4	Gd7	Up
Region7216	chr4	Toll10b	Down
Region7217	chr4	Time	Up
Region7230	chr4	Toll10b	Down
Region7231	chr4	Toll9	Down
Region7232	chr4	Toll9	Down
Region7234	chr4	Toll9	Down
Region7237	chr4	Toll10b	Down
Region7241	chr4	Gd7	Up
Region7246	chr4	Time	Up
Region7251	chr4	Gd7	Up
Region7252	chr4	Toll10b	Up
Region7253	chr4	Toll10b	Up
Region7257	chr4	Toll9	Down
Region7258	chr4	Time	Up
Region7260	chr4	Toll10b	Down
Region7590	chrX	Time	Up
Region7600	chrX	Toll9	Up
Region7608	chrX	Toll9	Up
Region7609	chrX	Toll10b	Down
Region7610	chrX	Toll9	Up
Region7611	chrX	Time	Down
Region7611	chrX	Time	Down
Region7613	chrX	Toll9	Up
Region7616	chrX	Toll10b	Up
Region7619	chrX	Toll9	Down
Region7631	chrX	Gd7	Down
Region7632	chrX	Gd7	Down
Region7633	chrX	Toll9	Down
Region7634	chrX	Toll9	Down
Region7635	chrX	Time	Up
Region7636	chrX	Toll10b	Up
Region7637	chrX	Toll10b	Up
Region7638	chrX	Toll9	Down
Region7639	chrX	Toll10b	Up
Region7640	chrX	Time	Down
Region7641	chrX	Time	Down
Region7642	chrX	Gd7	Down
Region7644	chrX	Toll9	Up
Region7645	chrX	Time	Up
Region7645	chrX	Time	Up
Region7648	chrX	Time	Up
Region7650	chrX	Time	Up
Region7655	chrX	Time	Up
Region7657	chrX	Toll9	Up
Region7658	chrX	Time	Up
Region7661	chrX	Time	Up
Region7661	chrX	Time	Up
Region7662	chrX	Time	Up
Region7663	chrX	Time	Up
Region7664	chrX	Time	Up
Region7665	chrX	Time	Up
Region7667	chrX	Toll10b	Up
Region7670	chrX	Toll9	Up
Region7673	chrX	Gd7	Down
