# Program:featureCounts v2.0.0; Command:"featureCounts" "-s" "2" "-t" "gbc" "-O" "-g" "transcript_id" "-a" "references/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "counts.gbc.txt" "bam_dmel/PRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/PRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/qPRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam" "bam_dmel/qPRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_dmel/PRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/PRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/qPRO_naive_R1_trimmed.dmel.bowtie2.sorted.bam	bam_dmel/qPRO_naive_R2_trimmed.dmel.bowtie2.sorted.bam
FBtr0112751	2L	2418522	2419513	-	992	14	15	0	0
FBtr0331203	2L	2418522	2419304	-	783	12	13	0	0
FBtr0077770	2L	2421330	2422810	+	1481	31	73	28	29
FBtr0335462	2L	2421330	2424547	+	3218	74	142	63	54
FBtr0077771	2L	2428872	2459723	+	30852	1642	2819	1665	1782
FBtr0077772	2L	2450693	2459723	+	9031	1284	2369	1623	1764
FBtr0077773	2L	2451729	2459723	+	7995	926	1699	1454	1608
FBtr0077775	2L	2455237	2459723	+	4487	240	416	599	620
FBtr0335169	2L	2488297	2492171	-	3875	148	330	245	233
FBtr0077782	2L	2490320	2492171	-	1852	84	225	108	121
FBtr0077777	2L	2493455	2498746	+	5292	145	277	265	250
FBtr0077779	2L	2493455	2497257	+	3803	108	227	236	207
FBtr0077778	2L	2493455	2498354	+	4900	130	259	256	238
FBtr0077750	2L	2551245	2552325	-	1081	10	19	0	0
FBtr0335167	2L	2562583	2564330	-	1748	39	36	1	1
FBtr0335166	2L	2562985	2564330	-	1346	26	18	1	1
FBtr0077748	2L	2564986	2572537	-	7552	124	158	15	25
FBtr0077747	2L	2573536	2574552	-	1017	43	58	56	47
FBtr0344854	2L	2575380	2576178	-	799	136	484	357	262
FBtr0077746	2L	2575380	2576497	-	1118	396	1032	499	371
FBtr0077693	2L	2578187	2579079	+	893	193	435	639	589
FBtr0335170	2L	2580792	2581323	+	532	26	89	33	49
FBtr0335173	2L	2581381	2584930	-	3550	71	100	28	46
FBtr0077744	2L	2581538	2584930	-	3393	66	92	28	46
FBtr0114513	2L	2610494	2611183	+	690	12	13	0	2
FBtr0077743	2L	2646677	2647220	-	544	6	16	0	0
FBtr0302456	2L	2648460	2651914	-	3455	41	56	0	0
FBtr0077698	2L	2654549	2655362	+	814	8	12	0	0
FBtr0332513	2L	2655894	2657002	+	1109	11	21	0	1
FBtr0077700	2L	2665562	2666165	+	604	9	14	0	1
FBtr0273435	2L	2670323	2672086	+	1764	19	24	0	0
FBtr0077702	2L	2671423	2672086	+	664	8	11	0	0
FBtr0301682	2L	2678234	2719331	+	41098	620	848	27	10
FBtr0300986	2L	2695430	2695937	-	508	12	13	0	0
FBtr0334161	2L	2726174	2739730	+	13557	454	627	48	46
FBtr0334159	2L	2730604	2739730	+	9127	237	298	19	25
FBtr0077708	2L	2731336	2739730	+	8395	218	273	19	25
FBtr0334160	2L	2736314	2739730	+	3417	49	62	5	16
FBtr0089751	2L	2740486	2743277	+	2792	26	74	33	20
FBtr0089750	2L	2740542	2743277	+	2736	24	73	33	20
FBtr0089749	2L	2741495	2743277	+	1783	12	43	24	17
FBtr0077740	2L	2743475	2744434	-	960	16	33	3	5
FBtr0077712	2L	2745598	2746844	+	1247	23	54	200	182
FBtr0330717	2L	2746980	2750489	-	3510	610	1012	258	198
FBtr0334162	2L	2746980	2748813	-	1834	144	293	89	59
FBtr0330716	2L	2746980	2749647	-	2668	289	499	114	93
FBtr0330718	2L	2746980	2752568	-	5589	1280	2245	399	323
FBtr0077739	2L	2746980	2747987	-	1008	34	62	31	12
FBtr0335125	2L	2752945	2757820	+	4876	10957	19696	3490	3820
FBtr0307080	2L	2753300	2757875	+	4576	3155	7243	3386	3736
FBtr0077713	2L	2753300	2756563	+	3264	2986	6897	3046	3358
FBtr0077714	2L	2753733	2756563	+	2831	1339	3059	1298	1334
FBtr0100383	2L	2758527	2759177	-	651	39	109	25	41
FBtr0335126	2L	2760424	2763789	+	3366	184	378	162	151
FBtr0077715	2L	2760424	2763510	+	3087	175	359	142	142
FBtr0335129	2L	2763516	2765165	-	1650	23	57	7	8
FBtr0077736	2L	2764178	2765165	-	988	16	46	3	6
FBtr0335127	2L	2766733	2767181	+	449	64	160	12	7
FBtr0077731	2L	2768690	2769569	-	880	118	237	45	83
FBtr0077734	2L	2768718	2769566	-	849	111	235	43	83
FBtr0345331	2L	2772427	2799479	-	27053	378	479	20	20
FBtr0332218	2L	2779367	2795044	-	15678	233	292	10	6
FBtr0077728	2L	2779367	2799479	-	20113	289	347	10	11
FBtr0332219	2L	2780841	2799479	-	18639	262	305	10	11
FBtr0077720	2L	2805761	2812045	+	6285	648	1010	37	15
FBtr0335151	2L	2805761	2812276	+	6516	654	1019	37	15
FBtr0077721	2L	2808822	2812045	+	3224	50	98	6	5
FBtr0077722	2L	2812937	2814329	+	1393	21	27	9	0
FBtr0113017	2L	2814436	2815260	-	825	57	38	9	2
FBtr0300382	2L	2816070	2829748	-	13679	234	277	32	16
FBtr0077723	2L	2823646	2825006	-	1361	13	25	6	1
FBtr0077691	2L	2834987	2837333	-	2347	22	38	0	0
FBtr0077692	2L	2836179	2837333	-	1155	12	19	0	0
FBtr0077618	2L	2838911	2839447	+	537	11	23	1	5
FBtr0077619	2L	2840624	2842538	+	1915	31	80	1	3
FBtr0273251	2L	2842689	2844013	-	1325	23	27	0	0
FBtr0077689	2L	2844701	2845234	-	534	16	15	0	0
FBtr0300356	2L	2846026	2846712	-	687	5	11	0	0
FBtr0335130	2L	2848132	2848897	+	766	6	16	0	0
FBtr0077686	2L	2849089	2855278	-	6190	588	879	22	11
FBtr0077687	2L	2849332	2854809	-	5478	74	92	6	8
FBtr0077626	2L	2857664	2868448	+	10785	2068	2586	609	1015
FBtr0077627	2L	2863037	2868448	+	5412	123	195	40	48
FBtr0077685	2L	2868727	2873989	-	5263	218	489	307	324
FBtr0077629	2L	2875390	2877068	+	1679	42	107	108	125
FBtr0077684	2L	2877191	2877732	-	542	8	13	1	6
FBtr0077631	2L	2879612	2880608	+	997	31	74	25	30
FBtr0332459	2L	2880804	2884714	-	3911	128	216	87	82
FBtr0077682	2L	2880804	2882626	-	1823	50	93	58	44
FBtr0077680	2L	2880804	2885350	-	4547	3211	4473	375	408
FBtr0077683	2L	2880805	2882626	-	1822	50	92	58	44
FBtr0290040	2L	2886429	2952411	+	65983	1626	2662	764	871
FBtr0332458	2L	2886429	2952977	+	66549	1629	2673	769	873
FBtr0077633	2L	2886429	2954306	+	67878	1661	2723	776	878
FBtr0290039	2L	2888784	2952977	+	64194	1202	1747	681	714
FBtr0290041	2L	2890671	2952977	+	62307	1157	1659	642	671
FBtr0290038	2L	2947063	2952411	+	5349	117	203	143	141
FBtr0290238	2L	2955262	2964751	+	9490	177	244	10	26
FBtr0077638	2L	2957411	2964751	+	7341	142	197	10	25
FBtr0100468	2L	2957411	2968334	+	10924	209	289	13	25
FBtr0077640	2L	2959647	2964751	+	5105	81	100	10	24
FBtr0077679	2L	2968393	2969138	-	746	75	184	19	26
FBtr0343784	2L	2968603	2969138	-	536	70	177	19	26
FBtr0077678	2L	2969873	2972008	-	2136	48	110	124	152
FBtr0077641	2L	2973391	2974758	+	1368	40	98	39	37
FBtr0077677	2L	2974959	2976362	-	1404	37	85	27	24
FBtr0077642	2L	2977622	2978400	+	779	27	51	19	22
FBtr0343781	2L	2977622	2978298	+	677	24	49	19	21
FBtr0331654	2L	2979662	2987223	-	7562	280	537	827	869
FBtr0305980	2L	2979799	2986982	-	7184	244	452	803	859
FBtr0077674	2L	2979799	2987223	-	7425	262	508	820	863
FBtr0077643	2L	2988616	2989975	+	1360	139	267	67	113
FBtr0077673	2L	2989694	2992259	-	2566	94	178	123	160
FBtr0331653	2L	2993370	2998626	+	5257	172	427	278	301
FBtr0077645	2L	2993473	2998626	+	5154	149	365	253	252
FBtr0077646	2L	2999786	3015969	+	16184	331	611	350	299
FBtr0300815	2L	3016541	3017808	-	1268	24	34	1	2
FBtr0331629	2L	3016785	3017593	-	809	16	23	1	0
FBtr0077672	2L	3016785	3017808	-	1024	19	30	1	1
FBtr0077647	2L	3019008	3021406	+	2399	46	52	14	11
FBtr0331628	2L	3019167	3021406	+	2240	44	48	12	10
FBtr0077670	2L	3021409	3022641	-	1233	45	110	46	15
FBtr0077648	2L	3023726	3026339	+	2614	123	232	133	150
FBtr0335484	2L	3026352	3028668	-	2317	78	129	185	208
FBtr0077669	2L	3026633	3028668	-	2036	74	120	175	200
FBtr0077650	2L	3029753	3030516	+	764	26	36	29	14
FBtr0077652	2L	3031039	3032200	+	1162	39	89	55	36
FBtr0335481	2L	3032310	3034848	-	2539	36	51	7	4
FBtr0077667	2L	3035593	3036903	-	1311	40	88	65	67
FBtr0335480	2L	3035593	3036763	-	1171	34	72	50	47
FBtr0344088	2L	3037730	3038693	+	964	16	42	1	5
FBtr0077653	2L	3037911	3038693	+	783	11	27	1	5
FBtr0335478	2L	3038006	3038693	+	688	8	19	1	5
FBtr0077654	2L	3040476	3041526	+	1051	66	145	17	30
FBtr0077655	2L	3040612	3041526	+	915	51	109	15	27
FBtr0335479	2L	3040612	3041790	+	1179	54	116	18	38
FBtr0335385	2L	3043051	3043493	+	443	12	11	0	7
FBtr0077657	2L	3044447	3055501	+	11055	2029	2570	1103	938
FBtr0335386	2L	3044447	3056043	+	11597	2047	2587	1103	938
FBtr0077659	2L	3057098	3068077	+	10980	223	501	13	19
FBtr0335387	2L	3057489	3068077	+	10589	216	490	13	19
FBtr0110903	2L	3068445	3107642	-	39198	2029	3470	1204	1195
FBtr0077662	2L	3068445	3144286	-	75842	3443	6183	1268	1243
FBtr0329906	2L	3068445	3085991	-	17547	1690	3000	1162	1165
FBtr0077665	2L	3068445	3090411	-	21967	1752	3084	1166	1169
FBtr0112883	2L	3069401	3071871	-	2471	205	405	862	807
FBtr0077664	2L	3069496	3094195	-	24700	1730	3043	1125	1082
FBtr0335388	2L	3069496	3111836	-	42341	2665	4959	1164	1117
FBtr0077660	2L	3110172	3110898	+	727	7	8	0	0
FBtr0332372	2L	3146156	3152253	-	6098	125	225	88	65
FBtr0077616	2L	3146552	3159143	-	12592	858	1639	175	170
FBtr0077574	2L	3160450	3162299	+	1850	38	117	36	46
FBtr0308315	2L	3164145	3169362	+	5218	121	191	92	96
FBtr0332371	2L	3164145	3168888	+	4744	104	172	81	88
FBtr0334134	2L	3169920	3170592	-	673	19	31	14	33
FBtr0112637	2L	3175212	3199201	-	23990	324	380	34	26
FBtr0340590	2L	3175290	3199996	-	24707	524	605	55	34
FBtr0301033	2L	3269937	3271706	+	1770	18	35	3	0
FBtr0340587	2L	3270221	3271706	+	1486	15	32	3	0
FBtr0340589	2L	3275900	3278970	-	3071	44	58	8	0
FBtr0077608	2L	3275900	3280034	-	4135	65	102	9	5
FBtr0077606	2L	3291345	3294206	-	2862	46	66	15	13
FBtr0077604	2L	3295026	3302630	-	7605	158	256	67	44
FBtr0114460	2L	3304600	3317318	+	12719	185	239	9	2
FBtr0077580	2L	3309722	3311582	+	1861	34	40	0	0
FBtr0331372	2L	3316894	3319372	-	2479	55	67	31	33
FBtr0077603	2L	3317576	3319372	-	1797	42	59	18	18
FBtr0339546	2L	3320745	3323041	+	2297	28	42	7	3
FBtr0077584	2L	3324737	3326537	+	1801	22	37	8	13
FBtr0113458	2L	3328403	3329692	+	1290	12	26	0	0
FBtr0077586	2L	3331428	3332776	+	1349	22	25	1	2
FBtr0339547	2L	3331428	3332740	+	1313	22	25	0	2
FBtr0077587	2L	3333314	3334690	+	1377	16	33	0	0
FBtr0089979	2L	3334975	3354329	-	19355	331	444	44	18
FBtr0112638	2L	3358740	3372872	-	14133	331	567	144	151
FBtr0306335	2L	3358740	3364719	-	5980	99	166	61	58
FBtr0112641	2L	3358740	3368734	-	9995	168	289	105	84
FBtr0306333	2L	3358740	3370862	-	12123	238	377	107	115
FBtr0113018	2L	3373667	3375211	-	1545	36	59	43	62
FBtr0077589	2L	3377502	3378490	+	989	31	48	20	18
FBtr0077592	2L	3404560	3422457	-	17898	263	307	6	24
FBtr0303992	2L	3404560	3426219	-	21660	554	768	25	44
FBtr0077591	2L	3417193	3417769	+	577	6	9	2	1
FBtr0343237	2L	3417193	3417968	+	776	9	15	2	1
FBtr0077516	2L	3446492	3447489	+	998	11	14	0	0
FBtr0343238	2L	3450183	3452006	+	1824	39	65	9	3
FBtr0113019	2L	3452966	3453655	+	690	20	80	23	22
FBtr0077573	2L	3453797	3456564	-	2768	101	230	76	88
FBtr0077519	2L	3457802	3460267	+	2466	100	231	40	57
FBtr0077572	2L	3460422	3461452	-	1031	73	154	34	22
FBtr0077571	2L	3462318	3465612	-	3295	227	539	284	332
FBtr0077520	2L	3466657	3467234	+	578	73	123	123	137
FBtr0343239	2L	3467442	3469504	-	2063	98	245	88	88
FBtr0077569	2L	3467524	3469504	-	1981	97	243	88	80
FBtr0077522	2L	3470682	3472264	+	1583	26	38	0	0
FBtr0333248	2L	3473103	3475238	+	2136	26	47	1	1
FBtr0114524	2L	3473235	3475238	+	2004	26	40	1	1
FBtr0077524	2L	3478934	3479512	+	579	21	47	32	24
FBtr0345289	2L	3479022	3479512	+	491	19	44	29	24
FBtr0077568	2L	3480855	3490571	-	9717	106	149	1	0
FBtr0445397	2L	3494086	3506718	-	12633	193	204	13	8
FBtr0333256	2L	3494086	3507619	-	13534	304	417	16	14
FBtr0333255	2L	3501148	3507104	-	5957	107	111	0	4
FBtr0333254	2L	3501148	3506718	-	5571	100	102	0	4
FBtr0077563	2L	3509158	3509602	-	445	8	12	6	3
FBtr0345640	2L	3510428	3514156	-	3729	107	211	66	57
FBtr0077562	2L	3510578	3514156	-	3579	102	211	63	56
FBtr0333250	2L	3515372	3517164	+	1793	37	92	36	25
FBtr0077525	2L	3515372	3517006	+	1635	34	89	28	25
FBtr0077561	2L	3517373	3519151	-	1779	79	47	1	1
FBtr0333251	2L	3520177	3522455	+	2279	35	44	5	7
FBtr0077526	2L	3520722	3522455	+	1734	30	31	2	7
FBtr0077560	2L	3522621	3523556	-	936	18	24	2	3
FBtr0089937	2L	3525631	3527488	+	1858	26	28	3	0
FBtr0301590	2L	3527487	3529817	-	2331	59	67	82	85
FBtr0077529	2L	3531289	3532578	+	1290	20	16	2	4
FBtr0077530	2L	3539747	3548323	+	8577	2017	2847	253	280
FBtr0077531	2L	3540233	3547981	+	7749	258	460	213	225
FBtr0077558	2L	3578113	3580269	-	2157	74	206	119	99
FBtr0077557	2L	3604324	3606256	-	1933	114	264	622	524
FBtr0339571	2L	3619597	3621473	+	1877	38	35	1	1
FBtr0077532	2L	3619778	3621071	+	1294	29	23	1	1
FBtr0089306	2L	3622174	3631654	-	9481	182	256	166	150
FBtr0446099	2L	3622174	3639420	-	17247	2870	6715	287	271
FBtr0089304	2L	3622174	3656453	-	34280	4192	8556	368	342
FBtr0473364	2L	3622174	3645638	-	23465	2988	6924	322	300
FBtr0301399	2L	3622717	3631654	-	8938	170	241	161	142
FBtr0339572	2L	3663245	3692014	+	28770	386	478	21	24
FBtr0302391	2L	3663245	3691637	+	28393	382	473	21	24
FBtr0077543	2L	3704206	3704988	-	783	13	11	4	0
FBtr0339574	2L	3704425	3704988	-	564	7	9	4	0
FBtr0077541	2L	3707330	3711248	-	3919	56	91	65	56
FBtr0077537	2L	3713860	3716710	+	2851	70	136	94	72
FBtr0077538	2L	3714883	3716710	+	1828	49	70	66	38
FBtr0089275	2L	3718685	3727487	+	8803	128	147	4	7
FBtr0332185	2L	3718685	3729045	+	10361	154	169	4	7
FBtr0289989	2L	3721836	3727487	+	5652	66	79	1	2
FBtr0321291	2L	3730966	3753307	+	22342	351	395	4	1
FBtr0273188	2L	3745894	3754517	+	8624	134	161	4	12
FBtr0321307	2L	3757756	3769425	+	11670	201	263	1	11
FBtr0330223	2L	3757756	3769135	+	11380	198	254	1	11
FBtr0321305	2L	3760478	3769135	+	8658	164	220	0	11
FBtr0321309	2L	3766809	3769135	+	2327	36	58	0	0
FBtr0307027	2L	3772200	3784021	+	11822	630	1254	228	233
FBtr0307029	2L	3772420	3784021	+	11602	614	1224	225	230
FBtr0077492	2L	3772526	3784021	+	11496	614	1223	222	229
FBtr0077493	2L	3779438	3784021	+	4584	93	179	108	91
FBtr0307051	2L	3787667	3802626	+	14960	1044	1555	21	13
FBtr0307052	2L	3790486	3802626	+	12141	209	242	18	13
FBtr0077497	2L	3804045	3810571	+	6527	615	1251	82	62
FBtr0077498	2L	3806182	3808795	+	2614	96	163	42	26
FBtr0077515	2L	3810901	3812910	-	2010	38	84	40	46
FBtr0077499	2L	3826175	3826999	+	825	40	88	185	161
FBtr0077500	2L	3837340	3839085	+	1746	45	136	116	104
FBtr0077501	2L	3863168	3867407	+	4240	105	130	51	54
FBtr0077502	2L	3863168	3867404	+	4237	105	130	51	54
FBtr0334832	2L	3863630	3867407	+	3778	92	106	49	53
FBtr0077504	2L	3868197	3871325	+	3129	51	70	22	34
FBtr0301082	2L	3870590	3871325	+	736	11	15	4	3
FBtr0334833	2L	3871371	3871958	-	588	5	23	15	8
FBtr0290079	2L	3872746	3879567	-	6822	97	112	40	30
FBtr0290080	2L	3872760	3889531	-	16772	363	532	98	96
FBtr0290077	2L	3872760	3902360	-	29601	588	800	107	101
FBtr0077513	2L	3872760	3888324	-	15565	245	296	64	53
FBtr0077512	2L	3872760	3889525	-	16766	363	532	98	96
FBtr0077511	2L	3872760	3895608	-	22849	434	618	102	100
FBtr0308125	2L	3903028	3991213	-	88186	1229	1502	39	45
FBtr0308126	2L	3905624	3991213	-	85590	1190	1443	39	45
FBtr0077509	2L	3911896	3913788	-	1893	28	45	0	0
FBtr0077465	2L	4031877	4114336	+	82460	2428	4816	3264	3178
FBtr0334265	2L	4031877	4115649	+	83773	2441	4856	3289	3230
FBtr0077466	2L	4120843	4121527	+	685	13	11	0	0
FBtr0346582	2L	4122202	4124053	+	1852	30	33	1	1
FBtr0077467	2L	4122202	4123906	+	1705	28	33	1	1
FBtr0077468	2L	4149779	4151103	+	1325	23	43	0	0
FBtr0289965	2L	4164789	4165634	-	846	11	11	0	0
FBtr0077485	2L	4186350	4187293	-	944	8	27	38	24
FBtr0077469	2L	4188623	4189184	+	562	6	6	3	0
FBtr0077483	2L	4189440	4196880	-	7441	164	231	11	24
FBtr0334791	2L	4189440	4197571	-	8132	231	365	20	26
FBtr0334792	2L	4189626	4197571	-	7946	227	363	20	21
FBtr0113020	2L	4189626	4196880	-	7255	160	229	11	19
FBtr0077478	2L	4198504	4221296	-	22793	461	862	488	443
FBtr0077477	2L	4224750	4226597	-	1848	107	282	165	154
FBtr0334790	2L	4224750	4226480	-	1731	93	222	138	102
FBtr0345748	2L	4277796	4280824	-	3029	138	161	66	124
FBtr0077476	2L	4277796	4278815	-	1020	19	27	15	10
FBtr0347159	2L	4283648	4321133	+	37486	966	1585	1176	1159
FBtr0333485	2L	4283648	4323681	+	40034	1025	1658	1233	1206
FBtr0089271	2L	4283648	4318704	+	35057	919	1497	1066	1054
FBtr0089268	2L	4283648	4305595	+	21948	637	1006	679	621
FBtr0089269	2L	4283648	4315950	+	32303	860	1400	1017	994
FBtr0333484	2L	4283648	4323257	+	39610	1016	1647	1232	1205
FBtr0301864	2L	4284750	4321133	+	36384	884	1420	1135	1114
FBtr0077425	2L	4325054	4331730	+	6677	100	120	7	1
FBtr0077427	2L	4334413	4345311	+	10899	242	366	53	76
FBtr0112899	2L	4334413	4345676	+	11264	248	377	53	76
FBtr0112898	2L	4339224	4345676	+	6453	140	181	24	36
FBtr0334400	2L	4353475	4353934	+	460	6	11	0	0
FBtr0334401	2L	4362425	4380616	+	18192	2585	5180	2027	2026
FBtr0077429	2L	4372490	4380616	+	8127	682	1722	1467	1422
FBtr0077463	2L	4380822	4382235	-	1414	43	69	49	63
FBtr0077464	2L	4380822	4382161	-	1340	42	65	38	51
FBtr0077462	2L	4383025	4385562	-	2538	51	98	92	80
FBtr0331450	2L	4386282	4386856	-	575	48	120	31	14
FBtr0077431	2L	4388827	4392678	+	3852	96	163	22	27
FBtr0077460	2L	4392870	4393376	-	507	36	156	11	10
FBtr0077432	2L	4394696	4400005	+	5310	91	219	86	104
FBtr0331447	2L	4394696	4400387	+	5692	96	242	89	104
FBtr0290071	2L	4401453	4403042	+	1590	19	33	5	2
FBtr0077459	2L	4404092	4440782	-	36691	2281	2391	375	364
FBtr0331436	2L	4404092	4439646	-	35555	2263	2374	375	364
FBtr0112370	2L	4434408	4434957	+	550	4	6	0	0
FBtr0077457	2L	4442970	4444180	-	1211	99	228	63	49
FBtr0077439	2L	4445232	4446665	+	1434	145	384	78	61
FBtr0077456	2L	4446770	4448135	-	1366	77	206	74	54
FBtr0077455	2L	4449395	4452538	-	3144	143	259	115	74
FBtr0077454	2L	4453269	4453953	-	685	126	319	75	50
FBtr0110812	2L	4455237	4456307	-	1071	37	58	58	56
FBtr0077453	2L	4455293	4456307	-	1015	37	54	58	56
FBtr0335136	2L	4457286	4457864	-	579	92	270	362	211
FBtr0077452	2L	4457286	4457817	-	532	79	252	357	211
FBtr0345285	2L	4457286	4457844	-	559	84	263	360	211
FBtr0335135	2L	4458695	4459102	-	408	52	113	21	18
FBtr0345632	2L	4460229	4461646	+	1418	59	136	101	122
FBtr0077441	2L	4460370	4461646	+	1277	31	73	95	117
FBtr0077450	2L	4461757	4462494	-	738	31	59	23	43
FBtr0335134	2L	4461757	4462947	-	1191	117	200	48	72
FBtr0077442	2L	4464111	4464975	+	865	23	31	23	39
FBtr0077443	2L	4465674	4467922	+	2249	113	141	80	52
FBtr0077447	2L	4468100	4472692	-	4593	63	68	1	5
FBtr0077446	2L	4468100	4476522	-	8423	116	160	1	8
FBtr0301407	2L	4468130	4476522	-	8393	114	160	1	8
FBtr0305142	2L	4477562	4613800	-	136239	3813	5217	966	991
FBtr0332349	2L	4477562	4591463	-	113902	2056	2665	665	652
FBtr0332352	2L	4477562	4594554	-	116993	2793	3652	687	683
FBtr0332353	2L	4479571	4594554	-	114984	2765	3602	673	674
FBtr0305145	2L	4479571	4591463	-	111893	2028	2615	651	643
FBtr0110769	2L	4641796	4642647	+	852	9	10	0	0
FBtr0346457	2L	4641796	4642772	+	977	10	12	0	0
FBtr0300354	2L	4643472	4646462	+	2991	28	25	0	1
FBtr0100560	2L	4651903	4652777	+	875	11	16	0	1
FBtr0077376	2L	4651955	4652792	+	838	11	14	0	1
FBtr0077423	2L	4683152	4683961	-	810	57	135	432	446
FBtr0343222	2L	4683177	4687132	+	3956	114	114	26	14
FBtr0077378	2L	4688011	4688856	+	846	90	188	174	157
FBtr0077422	2L	4689065	4690202	-	1138	24	16	0	3
FBtr0112561	2L	4695221	4722365	+	27145	364	429	10	15
FBtr0343223	2L	4732513	4733958	-	1446	28	25	0	0
FBtr0077418	2L	4734692	4793544	-	58853	1197	1247	40	37
FBtr0332499	2L	4763395	4763851	+	457	4	8	0	0
FBtr0077382	2L	4795049	4796476	+	1428	27	39	22	28
FBtr0077381	2L	4795158	4796481	+	1324	25	35	18	25
FBtr0332595	2L	4796700	4801423	-	4724	94	136	11	32
FBtr0077383	2L	4813509	4815791	+	2283	32	42	0	7
FBtr0077416	2L	4815713	4817745	-	2033	48	73	77	65
FBtr0336962	2L	4822274	4828845	+	6572	363	583	696	738
FBtr0077384	2L	4822274	4828457	+	6184	355	569	668	717
FBtr0336961	2L	4829314	4830193	-	880	81	227	65	79
FBtr0077415	2L	4829481	4830193	-	713	72	188	57	68
FBtr0332480	2L	4830946	4834661	-	3716	97	125	20	11
FBtr0336959	2L	4830946	4833843	-	2898	77	99	11	7
FBtr0289979	2L	4830946	4834800	-	3855	99	129	20	12
FBtr0077412	2L	4835435	4837499	-	2065	73	158	131	114
FBtr0077385	2L	4838847	4841365	+	2519	82	129	28	46
FBtr0332476	2L	4838962	4841365	+	2404	66	109	27	41
FBtr0077410	2L	4841582	4846795	-	5214	112	178	61	79
FBtr0332478	2L	4842190	4846795	-	4606	103	165	61	78
FBtr0332477	2L	4842190	4845850	-	3661	77	114	47	58
FBtr0077411	2L	4842190	4846264	-	4075	83	131	48	58
FBtr0300941	2L	4842684	4846795	-	4112	91	160	58	78
FBtr0077386	2L	4848266	4849399	+	1134	55	146	34	31
FBtr0077387	2L	4851141	4852540	+	1400	48	64	25	31
FBtr0077388	2L	4853364	4875133	+	21770	355	415	29	32
FBtr0336831	2L	4853364	4876692	+	23329	368	431	30	32
FBtr0304887	2L	4876991	4882607	-	5617	124	187	135	120
FBtr0089648	2L	4877210	4882607	-	5398	120	185	133	113
FBtr0077389	2L	4883798	4885569	+	1772	47	147	52	47
FBtr0077390	2L	4890495	4891177	+	683	20	30	9	17
FBtr0336832	2L	4892612	4903358	+	10747	385	788	556	545
FBtr0077391	2L	4892612	4903789	+	11178	399	809	599	575
FBtr0077402	2L	4903965	4906262	-	2298	36	35	2	6
FBtr0113021	2L	4904170	4906262	-	2093	27	34	0	4
FBtr0345631	2L	4908681	4931884	-	23204	366	468	37	28
FBtr0077396	2L	4908681	4931802	-	23122	366	466	37	28
FBtr0336833	2L	4908842	4927893	-	19052	288	371	31	25
FBtr0077397	2L	4908842	4915002	-	6161	92	113	10	7
FBtr0077394	2L	4933147	4935950	-	2804	33	36	0	0
FBtr0077393	2L	4937909	4941323	+	3415	19	27	1	0
FBtr0078990	2L	4943242	4944205	+	964	5	10	1	0
FBtr0079058	2L	4944356	4944861	-	506	12	15	6	5
FBtr0078991	2L	4946079	4948224	+	2146	48	106	21	10
FBtr0110896	2L	4948306	4949284	-	979	61	174	21	39
FBtr0078992	2L	4956009	4958192	+	2184	34	57	24	55
FBtr0110838	2L	4958911	4965330	+	6420	96	147	37	35
FBtr0079053	2L	4966467	4967275	-	809	100	272	73	35
FBtr0079052	2L	4967932	4968435	-	504	18	68	3	6
FBtr0078994	2L	4969504	4970116	+	613	38	83	30	39
FBtr0079050	2L	4970235	4970985	-	751	28	66	70	39
FBtr0331229	2L	4970235	4973421	-	3187	294	549	121	123
FBtr0078995	2L	4972202	4973587	+	1386	39	104	32	41
FBtr0078996	2L	4974476	4975184	+	709	34	91	11	18
FBtr0331227	2L	4974476	4975216	+	741	34	91	11	18
FBtr0079049	2L	4975400	4976523	-	1124	46	87	38	22
FBtr0078997	2L	4977812	4978467	+	656	29	78	20	13
FBtr0079045	2L	4979613	4981092	-	1480	169	364	46	39
FBtr0331228	2L	4979613	4981087	-	1475	168	364	46	39
FBtr0306011	2L	4979637	4981087	-	1451	168	363	46	39
FBtr0079046	2L	4979637	4980811	-	1175	104	228	34	33
FBtr0329974	2L	4982114	4992602	+	10489	187	248	33	68
FBtr0329977	2L	4982114	4992335	+	10222	185	243	33	66
FBtr0301540	2L	4992908	5006065	-	13158	2496	4607	2898	3685
FBtr0079044	2L	4992908	4999002	-	6095	570	1139	464	485
FBtr0079038	2L	4993741	5009220	-	15480	2524	4613	2819	3587
FBtr0079039	2L	4993741	5006065	-	12325	2466	4530	2809	3580
FBtr0079042	2L	4993741	4996881	-	3141	147	319	236	234
FBtr0332413	2L	4993741	5004428	-	10688	2434	4466	2804	3571
FBtr0079043	2L	4993741	4994982	-	1242	41	83	106	98
FBtr0079041	2L	4994184	4999870	-	5687	611	1221	441	478
FBtr0301538	2L	4994246	5009220	-	14975	2515	4590	2775	3551
