# Program:featureCounts v2.0.0; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Genrich/CBP.genrich.encode.narrowPeak.merged.SAF" "-o" "ChIPseq/PROseq.CBP.peak.featureCount.count.tab.txt" "PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam" "PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/gd7_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll10b_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_2-5_3h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_2-5_3h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_4-5_5h_rep1.dmel6.bowtie2.sorted.spikeRemoved.bam	PRO_seq_dm6/bam_dmel6/spikedRemoved/toll9_10_4-5_5h_rep2.dmel6.bowtie2.sorted.spikeRemoved.bam
Region230	chr2L	2164421	2165493	.	1073	190	122	505	543	110	158	304	353	363	389	252	684
Region231	chr2L	2172213	2172892	.	680	88	48	255	215	37	52	153	160	153	157	134	354
Region232	chr2L	2175334	2175820	.	487	43	32	188	164	34	61	152	129	92	116	83	225
Region233	chr2L	2178060	2178950	.	891	3073	2608	3424	2949	2054	3127	3102	4436	3072	3449	2609	4078
Region234	chr2L	2181426	2182501	.	1076	90	62	77	68	31	42	57	90	71	87	52	107
Region235	chr2L	2182760	2183435	.	676	42	20	38	31	7	16	35	41	22	24	42	39
Region236	chr2L	2192054	2192576	.	523	387	222	151	139	230	331	233	221	307	300	126	206
Region237	chr2L	2196487	2197502	.	1016	36	33	32	13	13	20	27	19	42	25	24	29
Region238	chr2L	2200219	2200575	.	357	3	2	6	5	3	1	6	5	9	2	5	3
Region239	chr2L	2201978	2202964	.	987	18	10	12	8	11	7	11	16	19	19	21	25
Region240	chr2L	2215893	2216376	.	484	484	247	170	182	86	88	106	103	135	155	46	138
Region241	chr2L	2217098	2217611	.	514	402	218	128	115	211	242	136	192	247	260	91	150
Region242	chr2L	2221837	2222141	.	305	961	754	356	624	406	590	307	417	699	723	231	567
Region243	chr2L	2226533	2227135	.	603	251	185	300	324	225	224	344	379	253	238	223	387
Region244	chr2L	2236663	2237084	.	422	306	236	344	352	245	329	415	499	247	264	144	349
Region245	chr2L	2364175	2365859	.	1685	1474	780	778	694	724	876	899	1021	977	1022	546	917
Region246	chr2L	2374508	2374814	.	307	176	128	60	68	58	56	50	58	105	64	34	55
Region247	chr2L	2375704	2376498	.	795	522	339	215	200	230	313	212	255	316	327	127	192
Region248	chr2L	2380612	2381419	.	808	549	347	263	221	262	337	189	239	393	392	192	337
Region249	chr2L	2447939	2448844	.	906	37	31	72	72	8	11	8	11	13	15	11	7
Region250	chr2L	2449494	2450213	.	720	401	256	298	251	28	28	18	30	91	78	42	50
Region251	chr2L	2450770	2451549	.	780	1272	806	629	775	297	356	161	279	648	558	277	547
Region252	chr2L	2454249	2455929	.	1681	5015	3059	2286	2014	981	1207	264	481	1624	1760	295	665
Region253	chr2L	2456350	2458314	.	1965	4270	2004	1496	1432	147	164	42	34	591	598	113	178
Region254	chr2L	2460885	2462662	.	1778	1228	635	502	340	1097	1701	798	771	2254	3123	994	958
Region255	chr2L	2492458	2493468	.	1011	4452	2691	2364	2230	2216	2401	1991	2491	3624	3372	1511	2645
Region256	chr2L	2493904	2494103	.	200	640	380	105	114	96	113	22	24	369	406	86	95
Region257	chr2L	2574865	2575205	.	341	915	435	133	166	288	323	72	81	608	612	94	223
Region258	chr2L	2575641	2576987	.	1347	7255	4541	1646	3268	2761	2964	948	1250	5096	4590	1275	3160
Region259	chr2L	2577620	2579055	.	1436	11504	5480	500	431	3826	4370	259	235	7132	6409	251	509
Region260	chr2L	2579324	2579662	.	339	2158	944	78	56	605	644	31	37	1159	1282	36	71
Region261	chr2L	2580230	2580606	.	377	767	436	143	154	412	474	226	226	414	424	110	168
Region262	chr2L	2585018	2585653	.	636	241	129	216	270	138	194	263	273	177	185	261	303
Region263	chr2L	2739888	2740130	.	243	6	10	13	12	8	4	5	12	14	13	11	11
Region264	chr2L	2748378	2748912	.	535	563	243	198	213	269	277	141	162	363	356	105	259
Region265	chr2L	2749357	2751599	.	2243	2284	1293	727	628	605	741	447	488	1357	1380	536	877
Region266	chr2L	2752129	2754631	.	2503	18084	9460	8831	8884	9461	10458	9896	12091	14507	13705	5793	11942
Region267	chr2L	2754966	2756238	.	1273	5933	2774	2062	2040	2249	2580	1610	1740	4626	4602	1010	2510
Region268	chr2L	2757418	2757651	.	234	940	454	431	399	351	393	261	256	779	780	238	527
Region269	chr2L	2757944	2758226	.	283	1913	846	614	602	483	507	348	350	1397	1300	417	872
Region270	chr2L	2758461	2760175	.	1715	2662	1353	620	541	719	981	411	464	1735	1813	360	730
Region271	chr2L	2766073	2766616	.	544	625	327	267	209	336	373	240	286	376	338	109	198
Region272	chr2L	2767366	2768176	.	811	1186	697	470	405	850	967	515	574	869	890	283	469
Region273	chr2L	2769461	2770533	.	1073	2076	1173	669	782	1061	1155	1126	1147	1393	1273	527	887
Region274	chr2L	2798873	2799196	.	324	4	2	3	2	3	0	1	0	3	1	4	0
Region275	chr2L	2814805	2815303	.	499	161	88	24	15	90	107	12	8	115	110	5	9
Region276	chr2L	2855608	2856395	.	788	881	677	657	859	703	802	1103	1288	701	649	537	877
Region277	chr2L	2857007	2857401	.	395	363	221	497	489	260	396	688	755	483	433	327	793
Region278	chr2L	2862283	2862718	.	436	1386	865	1960	1968	782	976	1205	1595	843	731	740	1080
Region279	chr2L	2867537	2867800	.	264	29	13	35	27	48	64	80	127	29	33	18	34
Region280	chr2L	2873571	2875261	.	1691	2522	1527	1125	1112	1361	1530	1159	1285	1872	1794	665	1307
Region281	chr2L	2877951	2879449	.	1499	469	266	181	171	314	369	154	178	345	378	116	193
Region282	chr2L	2882936	2883274	.	339	104	60	52	38	47	60	42	47	75	86	27	49
Region283	chr2L	2884872	2885477	.	606	3533	2154	2514	2166	1899	2339	1721	2250	2771	2650	1365	2459
Region284	chr2L	2885693	2887230	.	1538	758	470	275	232	431	438	317	362	505	523	179	308
Region285	chr2L	2888681	2889557	.	877	112	47	65	41	61	77	53	49	76	96	42	78
Region286	chr2L	2897136	2897489	.	354	30	15	23	22	30	22	17	16	22	30	13	18
Region287	chr2L	2908839	2909057	.	219	29	15	32	17	24	21	9	17	25	32	13	27
Region288	chr2L	2945932	2946174	.	243	10	3	18	18	9	14	15	15	13	17	11	29
Region289	chr2L	2957832	2958198	.	367	5	13	3	3	2	7	6	4	9	6	3	10
Region290	chr2L	2969116	2969821	.	706	359	210	344	334	208	280	174	270	367	309	227	401
Region291	chr2L	2972085	2972580	.	496	687	472	391	501	463	504	387	569	576	533	311	542
Region292	chr2L	2978805	2979494	.	690	625	381	295	299	312	364	225	222	516	448	169	323
Region293	chr2L	2987461	2988442	.	982	1765	1079	615	617	905	970	609	797	1346	1259	459	726
Region294	chr2L	2992509	2993510	.	1002	910	571	252	236	457	503	241	277	667	573	188	237
Region295	chr2L	2999092	3001105	.	2014	1460	882	945	956	711	850	611	860	1188	1025	734	944
Region296	chr2L	3005377	3005799	.	423	57	32	27	35	27	33	19	20	60	64	14	36
Region297	chr2L	3006933	3007287	.	355	50	33	32	34	39	42	19	22	44	32	10	38
Region298	chr2L	3013016	3013780	.	765	100	52	52	65	60	73	39	43	91	92	34	77
Region299	chr2L	3022817	3023412	.	596	1106	795	555	584	703	780	655	867	901	931	440	713
Region300	chr2L	3028956	3029384	.	429	391	272	163	173	220	267	192	258	320	311	123	154
Region301	chr2L	3030378	3030784	.	407	412	253	139	121	238	231	144	202	291	267	94	159
Region302	chr2L	3037045	3037291	.	247	154	119	196	319	133	156	351	372	159	172	137	260
Region303	chr2L	3069562	3070093	.	532	1838	924	40	48	415	496	179	285	501	540	132	351
Region304	chr2L	3071281	3072922	.	1642	7061	4292	1114	1167	2159	2842	702	908	3553	3208	513	1051
Region305	chr2L	3078582	3079025	.	444	15	5	4	1	1	6	3	4	5	4	2	6
Region306	chr2L	3079451	3079883	.	433	29	15	6	7	10	22	2	9	8	12	5	4
Region307	chr2L	3080236	3080836	.	601	37	31	10	4	7	13	6	10	7	8	8	6
Region308	chr2L	3082765	3084011	.	1247	57	26	18	12	13	28	16	9	29	24	15	17
Region309	chr2L	3094828	3095162	.	335	5	3	5	3	2	2	4	2	4	2	2	3
Region310	chr2L	3144734	3145033	.	300	93	50	104	61	51	65	69	50	89	78	57	79
Region311	chr2L	3145504	3145837	.	334	384	248	328	257	295	319	298	401	370	316	194	290
Region312	chr2L	3152676	3152924	.	249	674	439	195	201	470	406	271	368	403	406	71	175
Region313	chr2L	3158564	3159664	.	1101	358	203	172	195	197	218	208	280	319	297	173	291
Region314	chr2L	3162319	3162541	.	223	73	35	38	43	33	40	23	16	54	56	24	34
Region315	chr2L	3163431	3163914	.	484	1736	806	760	861	634	735	1087	978	1291	1040	653	954
Region316	chr2L	3301857	3303813	.	1957	1229	788	1073	1735	776	1133	2779	4157	1476	1389	1495	3702
Region317	chr2L	3376512	3377270	.	759	197	147	173	138	184	217	215	295	161	169	122	220
Region318	chr2L	3426010	3426348	.	339	4	3	4	1	2	1	5	1	2	7	5	3
Region319	chr2L	3456780	3457658	.	879	697	458	228	285	441	462	411	440	402	416	155	258
Region320	chr2L	3465357	3466513	.	1157	2704	1647	683	611	1342	1529	717	1015	1648	1744	398	642
Region321	chr2L	3469611	3470184	.	574	892	508	331	295	519	607	361	420	710	679	216	289
Region322	chr2L	3472249	3472653	.	405	57	22	14	9	8	15	6	9	15	12	9	13
Region323	chr2L	3476356	3476963	.	608	274	161	119	146	53	84	63	100	148	144	113	200
Region324	chr2L	3477999	3478720	.	722	1840	1380	2277	2379	1349	1886	1638	2557	2438	2319	1989	3383
Region325	chr2L	3532217	3533691	.	1475	38	24	24	11	18	28	21	21	37	32	19	30
Region326	chr2L	3538553	3540284	.	1732	2296	1351	1212	1157	1464	1629	944	1179	1697	1540	631	1362
Region327	chr2L	3541076	3542320	.	1245	164	68	376	320	225	202	171	224	229	263	183	514
Region328	chr2L	3548870	3550286	.	1417	51	22	73	57	53	83	32	37	47	57	54	81
Region329	chr2L	3579618	3580174	.	557	166	72	109	95	60	100	22	25	124	106	43	87
Region330	chr2L	3580617	3581263	.	647	3685	2760	1996	3220	2308	2243	1244	1408	3140	2547	1307	2620
Region331	chr2L	3594182	3594571	.	390	2	1	5	5	1	0	3	1	0	0	1	5
Region332	chr2L	3600629	3600997	.	369	1	0	4	5	0	1	3	1	5	3	1	7
Region333	chr2L	3601208	3601519	.	312	2	4	3	1	1	3	3	1	3	3	2	2
Region334	chr2L	3602347	3603352	.	1006	16	11	13	17	12	17	9	7	18	28	12	10
Region335	chr2L	3604838	3607508	.	2671	8896	6082	4905	5831	5616	6663	4120	5518	8454	7980	2552	5760
Region336	chr2L	3608451	3609569	.	1119	22	14	12	7	22	27	7	11	28	28	8	10
Region337	chr2L	3610286	3611416	.	1131	37	23	10	5	17	25	6	3	35	27	8	11
Region338	chr2L	3611773	3612238	.	466	31	10	12	5	11	17	6	7	26	25	5	6
Region339	chr2L	3614124	3615802	.	1679	70	41	19	13	29	30	14	22	75	67	14	23
Region340	chr2L	3618707	3619440	.	734	378	243	175	159	187	222	171	183	337	282	74	170
Region341	chr2L	3624569	3624876	.	308	12	10	47	37	17	22	25	36	13	20	22	39
Region342	chr2L	3631866	3633260	.	1395	1525	1098	1762	2232	1412	1953	2377	4158	1992	1809	1261	3898
Region343	chr2L	3655901	3656164	.	264	11	5	20	10	8	6	10	14	3	8	7	8
Region344	chr2L	3657964	3658365	.	402	3	6	4	1	0	5	1	1	1	2	2	2
Region345	chr2L	3662289	3662759	.	471	157	108	46	35	111	126	35	67	115	115	28	51
Region346	chr2L	3711407	3711865	.	459	123	77	65	72	139	157	78	99	103	108	45	95
Region347	chr2L	3770068	3770494	.	427	157	119	64	55	33	29	8	17	55	54	37	39
Region348	chr2L	3771014	3772160	.	1147	4695	3599	2731	4335	2420	3191	1647	2973	4128	4074	1746	5142
Region349	chr2L	3775513	3776696	.	1184	58	27	196	183	52	53	65	60	82	91	50	145
Region350	chr2L	3778505	3779014	.	510	288	181	266	334	156	180	248	315	213	163	131	326
Region351	chr2L	3786247	3786566	.	320	6	0	15	10	3	1	2	2	2	3	4	3
Region352	chr2L	3789688	3789906	.	219	1	1	2	0	0	2	0	1	4	2	0	2
Region353	chr2L	3803401	3804141	.	741	104	49	99	61	94	110	138	152	61	40	17	50
Region354	chr2L	3806191	3806793	.	603	164	105	45	38	88	92	43	47	105	92	18	42
Region355	chr2L	3813145	3813647	.	503	101	54	70	66	44	58	66	83	64	82	53	61
Region356	chr2L	3817752	3818584	.	833	25	11	22	14	21	18	13	16	32	28	17	33
Region357	chr2L	3820000	3820723	.	724	9	7	10	11	4	8	11	5	10	13	7	15
Region358	chr2L	3821222	3822001	.	780	10	11	12	9	5	12	11	19	23	20	9	28
Region359	chr2L	3822312	3823129	.	818	36	26	6	12	18	30	22	24	55	44	27	28
Region360	chr2L	3823439	3824061	.	623	14	7	7	6	8	11	7	7	12	21	12	11
Region361	chr2L	3824684	3824980	.	297	8	5	2	6	5	3	5	11	4	13	5	14
Region362	chr2L	3825335	3827757	.	2423	2978	1739	2139	1876	1787	2609	2803	3141	4333	3942	2129	4710
Region363	chr2L	3829272	3829764	.	493	10	8	7	6	4	13	3	5	17	14	4	7
Region364	chr2L	3833708	3834374	.	667	24	5	10	4	12	7	16	6	20	12	2	16
Region365	chr2L	3836458	3836937	.	480	550	431	407	601	301	390	410	607	559	488	403	651
Region366	chr2L	3845281	3845587	.	307	26	9	4	4	6	8	12	10	17	11	2	10
Region367	chr2L	3853226	3853697	.	472	10	6	12	5	7	12	7	0	7	18	9	9
Region368	chr2L	3854314	3854920	.	607	6	3	6	7	3	4	5	2	7	11	7	9
Region369	chr2L	3861122	3862131	.	1010	44	31	21	22	16	16	13	19	27	28	17	40
Region370	chr2L	3867529	3867848	.	320	79	38	69	84	27	38	43	42	58	81	51	90
Region371	chr2L	3872177	3872705	.	529	146	107	114	111	63	65	69	105	72	92	66	78
Region372	chr2L	4028259	4029034	.	776	24	8	63	56	16	30	29	29	12	18	19	43
Region373	chr2L	4030236	4030579	.	344	26	21	8	5	15	16	5	4	15	15	3	6
Region374	chr2L	4031255	4032063	.	809	1793	1141	909	1012	827	1068	1120	1309	1442	1365	870	1234
Region375	chr2L	4034333	4034940	.	608	476	178	182	175	129	139	96	123	258	280	83	210
Region376	chr2L	4050730	4051064	.	335	242	112	157	122	86	114	82	74	147	154	48	172
Region377	chr2L	4053757	4054346	.	590	291	146	154	148	110	119	72	110	215	253	74	184
Region378	chr2L	4055764	4056113	.	350	248	101	100	95	97	81	53	71	170	163	53	131
Region379	chr2L	4197288	4197603	.	316	74	55	81	114	45	58	84	77	92	81	37	98
Region380	chr2L	4208700	4209073	.	374	17	6	56	66	26	28	43	48	44	36	31	61
Region381	chr2L	4221161	4222104	.	944	1857	1248	2143	3018	1081	1552	1415	1935	1815	1905	1619	2754
Region382	chr2L	4222421	4222982	.	562	52	32	68	59	33	48	52	63	43	53	51	81
Region383	chr2L	4226676	4227012	.	337	1095	761	555	605	397	470	787	870	717	669	534	617
Region384	chr2L	4280451	4280899	.	449	119	50	1	0	10	6	2	3	6	10	5	3
Region385	chr2L	4281217	4283806	.	2590	5421	3656	2444	2854	2901	3628	1685	2871	4660	4108	1545	3825
Region386	chr2L	4286906	4287708	.	803	530	233	90	93	93	121	56	56	170	189	74	136
Region387	chr2L	4301408	4301745	.	338	64	31	10	12	17	16	19	11	27	19	7	25
Region388	chr2L	4333708	4334190	.	483	2045	1308	813	804	873	1003	540	731	960	910	468	767
Region389	chr2L	4334907	4335231	.	325	34	21	12	14	18	11	17	31	6	10	5	16
Region390	chr2L	4335763	4336363	.	601	68	36	32	29	23	17	27	25	21	40	14	38
Region391	chr2L	4345717	4346044	.	328	7	4	18	8	8	8	8	8	12	6	11	16
Region392	chr2L	4346663	4347308	.	646	13	6	11	4	6	7	11	9	14	17	16	18
Region393	chr2L	4350944	4351524	.	581	8	5	10	10	9	10	13	12	11	4	7	14
Region394	chr2L	4351743	4352292	.	550	17	15	24	5	13	15	17	16	27	30	11	13
Region395	chr2L	4352797	4353070	.	274	4	3	2	4	5	4	4	2	4	4	3	3
Region396	chr2L	4363587	4364379	.	793	129	81	27	24	78	109	48	50	153	145	36	50
Region397	chr2L	4366565	4367038	.	474	22	9	6	4	0	4	7	0	10	13	3	7
Region398	chr2L	4367830	4369436	.	1607	215	118	45	42	61	89	51	41	194	213	34	65
Region399	chr2L	4369964	4371076	.	1113	46	29	39	26	36	37	27	41	46	35	32	56
Region400	chr2L	4371661	4372540	.	880	3401	2274	2611	3296	1801	2251	2227	2662	3120	2863	1553	3282
Region401	chr2L	4372816	4373462	.	647	295	140	220	176	441	548	662	632	448	443	277	688
Region402	chr2L	4375063	4375631	.	569	214	106	133	149	262	318	334	394	266	301	214	475
Region403	chr2L	4378233	4378781	.	549	318	155	191	193	363	419	389	411	377	457	227	653
Region404	chr2L	4379057	4379997	.	941	589	294	431	350	661	803	641	836	744	733	443	1201
Region405	chr2L	4386832	4387350	.	519	223	120	67	63	99	123	99	98	111	140	58	85
Region406	chr2L	4394138	4394479	.	342	469	327	362	312	340	357	349	485	328	312	205	347
Region407	chr2L	4444438	4444976	.	539	1227	799	805	1058	747	929	1176	1570	933	799	589	1091
Region408	chr2L	4452711	4453117	.	407	627	388	386	324	529	671	569	658	559	547	303	488
Region409	chr2L	4454140	4454681	.	542	348	191	106	114	195	190	110	124	263	256	118	166
Region410	chr2L	4458013	4458521	.	509	2030	1213	987	1031	1033	1106	1006	1201	1609	1515	819	1229
Region411	chr2L	4459397	4460160	.	764	582	342	209	180	265	273	207	245	358	325	116	218
Region412	chr2L	4574485	4575152	.	668	37	18	58	58	8	20	27	23	34	26	25	63
Region413	chr2L	4591864	4592201	.	338	1450	674	213	164	486	524	30	45	513	394	75	141
Region414	chr2L	4594801	4595338	.	538	1456	1004	1346	1395	668	760	436	796	1276	1287	689	1653
Region415	chr2L	4596936	4598066	.	1131	42	24	55	56	17	35	29	31	36	33	35	51
Region416	chr2L	4614160	4614716	.	557	2797	1884	1196	1111	1591	1813	633	1123	1876	1870	881	1329
Region417	chr2L	4810047	4810525	.	479	8	2	5	4	0	8	5	3	3	6	3	7
Region418	chr2L	4811376	4812078	.	703	39	37	19	19	15	23	16	19	49	55	14	22
Region419	chr2L	4820232	4822674	.	2443	6331	3435	1335	2230	2617	2941	1319	1972	4856	4286	929	2692
Region420	chr2L	4823272	4823506	.	235	153	64	15	19	47	72	20	16	168	190	12	28
Region421	chr2L	4823736	4824287	.	552	574	274	52	42	208	228	72	59	614	511	33	65
Region422	chr2L	4830347	4830822	.	476	1341	762	370	289	714	837	275	332	1064	1078	180	332
Region423	chr2L	4837692	4838211	.	520	339	210	124	106	254	256	127	176	236	274	82	141
Region424	chr2L	4838741	4839087	.	347	250	141	22	18	88	80	7	15	142	127	12	20
Region425	chr2L	4852636	4852950	.	315	170	143	69	52	119	143	55	85	138	121	35	89
Region426	chr2L	4889347	4889920	.	574	73	40	17	16	54	59	13	15	56	53	16	13
Region427	chr2L	4891837	4892457	.	621	1994	1394	1648	1445	1308	1786	1170	1528	2157	1728	764	1546
Region428	chr2L	4901985	4902849	.	865	273	132	88	94	541	501	90	120	231	221	63	119
Region429	chr2L	4949528	4949901	.	374	142	85	83	48	85	90	69	95	84	103	42	57
Region430	chr2L	4955474	4955769	.	296	214	151	165	141	275	392	265	378	370	429	144	298
Region431	chr2L	4971106	4971763	.	658	443	278	336	323	275	347	344	400	366	379	167	325
Region432	chr2L	4973877	4974295	.	419	135	86	66	86	59	87	97	93	113	126	78	81
Region433	chr2L	4976608	4977612	.	1005	1202	722	557	473	511	611	488	562	743	755	293	460
Region434	chr2L	4980983	4981838	.	856	855	526	528	503	497	602	717	802	526	543	373	617
Region435	chr2L	4997500	4998290	.	791	459	206	75	70	217	247	68	75	321	332	48	104
Region436	chr2L	4999972	5001680	.	1709	3998	2971	1659	2353	2085	2635	1439	2316	3576	3605	1458	2920
Region437	chr2L	5003815	5004360	.	546	15	7	14	9	8	12	17	5	15	9	4	12
Region438	chr2L	5009353	5010104	.	752	682	467	379	416	362	494	393	532	623	630	238	521
Region439	chr2L	5042934	5043422	.	489	619	392	258	265	341	328	363	450	487	471	183	341
Region440	chr2L	5052496	5054048	.	1553	2107	1408	1020	1056	931	1038	807	979	1644	1545	648	945
Region441	chr2L	5054812	5055901	.	1090	3025	1713	1492	1316	1342	1739	1314	1645	2314	2103	915	1671
Region442	chr2L	5059553	5059842	.	290	547	401	306	356	388	415	304	356	531	462	198	334
Region443	chr2L	5070793	5071182	.	390	1503	948	906	1273	835	917	1230	1668	1136	1104	399	1216
Region444	chr2L	5092714	5094305	.	1592	1566	1101	938	947	845	1073	910	1158	1118	1236	642	981
Region445	chr2L	5202675	5203003	.	329	64	41	38	43	39	45	38	38	62	54	22	62
Region446	chr2L	5233594	5234242	.	649	738	323	62	72	143	179	239	244	262	278	238	605
Region447	chr2L	5237166	5238893	.	1728	4448	2966	2319	3126	2563	2783	2505	3462	3052	3525	2026	2675
Region448	chr2L	5239352	5240344	.	993	60	44	49	53	18	36	36	57	35	51	38	78
Region449	chr2L	5276995	5277644	.	650	3543	1937	109	81	1866	2217	87	96	2447	2249	61	127
Region450	chr2L	5278282	5278720	.	439	183	111	110	72	133	188	125	188	113	113	97	135
Region451	chr2L	5297005	5297220	.	216	18	8	5	7	1	0	2	3	17	15	7	11
Region452	chr2L	5305525	5305878	.	354	1265	858	582	591	867	1269	671	716	1072	906	389	538
Region453	chr2L	5306417	5307027	.	611	13	5	9	5	10	16	17	19	7	4	4	12
Region454	chr2L	5324773	5325788	.	1016	1137	557	317	324	559	507	338	399	693	658	177	384
Region455	chr2L	5326133	5326925	.	793	589	384	280	258	333	361	304	339	418	468	198	331
Region456	chr2L	5361938	5362246	.	309	28	22	39	32	6	9	12	12	7	12	9	12
Region457	chr2L	5362452	5362773	.	322	76	51	21	31	22	21	19	22	44	44	13	26
Region458	chr2L	5381337	5381832	.	496	4	2	6	3	7	10	5	5	5	2	8	5
Region459	chr2L	5391803	5392449	.	647	6	5	8	5	4	6	4	1	7	7	6	10
Region460	chr2L	5400610	5401197	.	588	4	2	4	3	6	7	3	4	3	7	5	4
Region461	chr2L	5403498	5404119	.	622	11	5	4	4	8	5	4	3	14	5	1	8
Region462	chr2L	5410212	5410846	.	635	33	17	8	7	15	19	1	9	29	33	3	12
Region463	chr2L	5412541	5412766	.	226	4	1	2	0	1	3	1	0	2	2	0	3
Region464	chr2L	5421763	5422019	.	257	7	1	2	1	1	2	2	1	5	0	1	3
Region465	chr2L	5455577	5455882	.	306	16	6	1	2	4	6	1	0	7	9	2	4
Region466	chr2L	5456779	5457261	.	483	6	4	9	5	3	1	8	1	13	1	6	4
Region467	chr2L	5461035	5461806	.	772	3525	2144	2242	2066	2329	2707	2127	4202	2905	2495	1526	3113
Region468	chr2L	5464561	5465070	.	510	23	8	10	10	45	67	81	85	101	100	37	108
Region469	chr2L	5473909	5474529	.	621	28	18	6	3	13	5	4	4	14	18	5	4
Region470	chr2L	5475273	5475546	.	274	4	1	2	2	2	4	2	0	1	2	1	3
Region471	chr2L	5524285	5524561	.	277	238	164	112	127	111	136	102	122	164	163	82	164
Region472	chr2L	5525761	5526187	.	427	561	319	190	229	316	287	185	209	341	335	140	231
Region473	chr2L	5526820	5527201	.	382	164	106	65	49	41	43	28	25	114	93	45	55
Region474	chr2L	5527949	5528289	.	341	183	99	61	72	79	125	92	113	104	110	41	61
Region475	chr2L	5541698	5543239	.	1542	2646	1569	1289	1245	1472	1661	1338	1675	2043	1956	802	1432
Region476	chr2L	5547000	5547409	.	410	462	373	245	407	281	317	448	489	497	465	330	588
Region477	chr2L	5614968	5615404	.	437	2	3	3	1	1	0	7	1	8	17	5	2
Region478	chr2L	5658520	5658812	.	293	476	345	49	49	595	651	188	220	252	234	24	62
Region479	chr2L	5724370	5725051	.	682	1800	1126	1295	1540	1037	1398	1556	2183	1746	1484	1005	2006
Region480	chr2L	5789331	5789617	.	287	53	43	19	16	27	33	11	11	25	32	3	4
Region481	chr2L	5799342	5800526	.	1185	2141	1239	964	1305	1171	1230	807	899	1381	1176	520	871
Region482	chr2L	5801562	5802620	.	1059	3390	2075	1022	1015	1762	2063	1119	1566	2109	2109	776	1167
Region483	chr2L	5805122	5805731	.	610	4288	2735	2380	2634	2014	2369	1490	2264	2957	3062	1485	2594
Region484	chr2L	5870688	5871700	.	1013	355	199	58	61	54	57	51	55	86	83	27	41
Region485	chr2L	5877524	5878050	.	527	306	127	31	36	27	35	33	30	40	58	9	26
Region486	chr2L	5879202	5880055	.	854	5073	3125	3966	5463	2339	2909	2492	3428	4082	3024	1379	4163
Region487	chr2L	5890650	5891009	.	360	23	13	5	3	5	7	2	2	19	24	5	5
