"ENSEMBL"	"ENTREZID"	"SYMBOL"
"FBgn0029859"	"3772603"	"CG15892"
"FBgn0029860"	"3772383"	"CG15891"
"FBgn0029861"	"31571"	"CG3815"
"FBgn0043796"	"31572"	"CG12219"
"FBgn0029864"	"31574"	"CG15894"
"FBgn0250869"	"7354471"	"CG42240"
"FBgn0029867"	"31577"	"CG3847"
"FBgn0029868"	"31578"	"ND-B16.6"
"FBgn0261955"	"31579"	"kdn"
"FBgn0029870"	"31581"	"Marf"
"FBgn0003139"	"31582"	"PpV"
"FBgn0259242"	"7354472"	"CG42340"
"FBgn0029873"	"31585"	"CG3918"
"FBgn0029874"	"31586"	"CG3342"
"FBgn0014031"	"31587"	"Spat"
"FBgn0014026"	"31588"	"RpL7A"
"FBgn0000524"	"31589"	"dx"
"FBgn0085446"	"31591"	"CG34417"
"FBgn0029877"	"31592"	"CG17717"
"FBgn0029878"	"31593"	"Pat1"
"FBgn0029879"	"31594"	"APC7"
"FBgn0029881"	"31596"	"pigs"
"FBgn0029880"	"31595"	"CG14443"
"FBgn0029882"	"31597"	"CG3226"
"FBgn0028360"	"31598"	"Cdc7"
"FBgn0029885"	"31600"	"CG3224"
"FBgn0062413"	"31601"	"Ctr1A"
"FBgn0029887"	"31602"	"CG3198"
"FBgn0025815"	"31603"	"Mcm6"
"FBgn0029888"	"31604"	"ND-ASHI"
"FBgn0029890"	"31606"	"CG4095"
"FBgn0029891"	"31607"	"Pink1"
"FBgn0265362"	"19835072"	"CG44303"
"FBgn0029892"	"31608"	"CG3184"
"FBgn0029893"	"31609"	"CG14442"
"FBgn0029894"	"31610"	"CG14440"
"FBgn0029895"	"31611"	"CG14441"
"FBgn0029896"	"31612"	"CG3168"
"FBgn0029897"	"31613"	"RpL17"
"FBgn0029502"	"44007"	"COQ7"
"FBgn0003390"	"31617"	"shf"
"FBgn0259228"	"31618"	"C3G"
"FBgn0029903"	"31620"	"pod1"
"FBgn0086693"	"31621"	"iav"
"FBgn0029905"	"31622"	"Nf-YC"
"FBgn0029906"	"31623"	"xit"
"FBgn0029907"	"31624"	"Atx-1"
"FBgn0263968"	"31625"	"nonC"
"FBgn0029911"	"31628"	"CG14435"
"FBgn0029912"	"31629"	"CG4557"
"FBgn0029913"	"31630"	"Cht11"
"FBgn0029914"	"31631"	"CG4558"
"FBgn0029915"	"31632"	"CG14434"
"FBgn0263993"	"3771905"	"CG43736"
"FBgn0029922"	"31639"	"CG14431"
"FBgn0052732"	"31638"	"CG32732"
"FBgn0029924"	"31641"	"CG4586"
"FBgn0029925"	"31642"	"CG3040"
"FBgn0004646"	"45382"	"ogre"
"FBgn0261284"	"31644"	"bou"
"FBgn0027106"	"33027"	"Inx7"
"FBgn0027108"	"31646"	"Inx2"
"FBgn0000330"	"31647"	"cm"
"FBgn0052736"	"50395"	"CG32736"
"FBgn0259204"	"7354414"	"CG42308"
"FBgn0029928"	"31648"	"CG3032"
"FBgn0029929"	"31649"	"CG4593"
"FBgn0029931"	"31651"	"CG14427"
"FBgn0004143"	"31652"	"nullo"
"FBgn0029932"	"31653"	"CG4607"
"FBgn0264270"	"3772180"	"Sxl"
"FBgn0029935"	"31656"	"CG4615"
"FBgn0029936"	"31657"	"CG4617"
"FBgn0029937"	"31658"	"CG8300"
"FBgn0027342"	"31659"	"fz4"
"FBgn0029939"	"31660"	"CG9650"
"FBgn0029941"	"31662"	"CG1677"
"FBgn0029942"	"31663"	"CG2059"
"FBgn0025549"	"31664"	"unc-119"
"FBgn0024250"	"31665"	"brk"
"FBgn0029943"	"31666"	"Atg5"
"FBgn0029944"	"31667"	"Dok"
"FBgn0029945"	"31668"	"CG18155"
"FBgn0026144"	"31669"	"CBP"
"FBgn0029950"	"31674"	"CG9657"
"FBgn0052719"	"318169"	"CG32719"
"FBgn0029951"	"31675"	"CG11369"
"FBgn0004198"	"44540"	"ct"
"FBgn0029504"	"31678"	"CHES-1-like"
"FBgn0029955"	"31679"	"CG15478"
"FBgn0022786"	"31680"	"Hira"
"FBgn0027553"	"31681"	"NELF-B"
"FBgn0029957"	"31682"	"CG12155"
"FBgn0029958"	"31683"	"Pdp"
"FBgn0029959"	"31684"	"Rab39"
"FBgn0016041"	"44978"	"Tom40"
"FBgn0029961"	"31686"	"Ir7a"
"FBgn0000427"	"31691"	"dec-1"
"FBgn0029966"	"31692"	"Ir7c"
"FBgn0259190"	"7354416"	"Ir7d"
"FBgn0259189"	"7354417"	"Ir7e"
"FBgn0259188"	"7354418"	"Ir7f"
"FBgn0029969"	"31695"	"CG10932"
"FBgn0029970"	"31696"	"Nek2"
"FBgn0266490"	"19835262"	"CG45089"
"FBgn0029971"	"31697"	"ND-MNLL"
"FBgn0040087"	"31698"	"p115"
"FBgn0261592"	"31700"	"RpS6"
"FBgn0010292"	"31701"	"bys"
"FBgn0029975"	"31703"	"spidey"
"FBgn0029976"	"31704"	"snz"
"FBgn0029977"	"31705"	"hdm"
"FBgn0260858"	"31706"	"Ykt6"
"FBgn0029979"	"31707"	"mahe"
"FBgn0029980"	"31708"	"CG10778"
"FBgn0004403"	"47218"	"RpS14a"
"FBgn0004403"	"47219"	"RpS14b"
"FBgn0004404"	"47218"	"RpS14a"
"FBgn0004404"	"47219"	"RpS14b"
"FBgn0260970"	"31713"	"Ubr3"
"FBgn0027280"	"31712"	"l(1)G0193"
"FBgn0029986"	"31714"	"CG15332"
"FBgn0003656"	"31716"	"sws"
"FBgn0003447"	"31717"	"sn"
"FBgn0010329"	"31718"	"Tbh"
"FBgn0029990"	"31721"	"CG2233"
"FBgn0004656"	"31722"	"fs(1)h"
"FBgn0004657"	"44885"	"mys"
"FBgn0029992"	"31724"	"Upf2"
"FBgn0029993"	"31725"	"CG1571"
"FBgn0029995"	"31727"	"CG2256"
"FBgn0029996"	"31728"	"UbcE2H"
"FBgn0029997"	"31729"	"CG2258"
"FBgn0040319"	"53581"	"Gclc"
"FBgn0029999"	"31731"	"CG1575"
"FBgn0030000"	"31732"	"CG2260"
"FBgn0030001"	"31733"	"cyr"
"FBgn0030003"	"31735"	"CG2116"
"FBgn0030004"	"31736"	"CG10958"
"FBgn0030005"	"31737"	"CG2120"
"FBgn0025800"	"31738"	"Smox"
"FBgn0030006"	"31739"	"CG17982"
"FBgn0030007"	"31740"	"alpha-PheRS"
"FBgn0030008"	"31741"	"CG2129"
"FBgn0030010"	"31743"	"CG10959"
"FBgn0030011"	"31744"	"Gbeta5"
"FBgn0030012"	"31745"	"CG18262"
"FBgn0265464"	"31746"	"Traf6"
"FBgn0030013"	"31747"	"GIIIspla2"
"FBgn0030014"	"31748"	"CG15337"
"FBgn0030016"	"31750"	"Or7a"
"FBgn0030017"	"31751"	"CG2278"
"FBgn0030018"	"44111"	"slpr"
"FBgn0261873"	"44861"	"sdt"
"FBgn0030025"	"31759"	"CG2147"
"FBgn0030026"	"31761"	"sni"
"FBgn0020653"	"31760"	"Trxr-1"
"FBgn0017566"	"31762"	"ND-75"
"FBgn0030027"	"31763"	"CG1632"
"FBgn0030028"	"31764"	"Corp"
"FBgn0030030"	"31766"	"CG1636"
"FBgn0015519"	"31767"	"nAChRalpha3"
"FBgn0030033"	"31770"	"CG1387"
"FBgn0030034"	"31771"	"CG10555"
"FBgn0030035"	"31772"	"PIG-T"
"FBgn0262976"	"318164"	"lawc"
"FBgn0261793"	"31773"	"Trf2"
"FBgn0052712"	"318165"	"CG32712"
"FBgn0030037"	"31775"	"Miga"
"FBgn0030038"	"31776"	"CG1440"
"FBgn0021767"	"31778"	"org-1"
"FBgn0030040"	"31779"	"CG15347"
"FBgn0023506"	"31780"	"Es2"
"FBgn0014465"	"31785"	"Cp7Fb"
"FBgn0003023"	"31789"	"otu"
"FBgn0053181"	"318916"	"CG33181"
"FBgn0264975"	"31792"	"Nrg"
"FBgn0024943"	"31791"	"PIP82"
"FBgn0026679"	"31793"	"IntS4"
"FBgn0030048"	"31794"	"CG12112"
"FBgn0030049"	"31795"	"Trf4-1"
"FBgn0030052"	"31798"	"CG12065"
"FBgn0030053"	"31799"	"CG12081"
"FBgn0040929"	"50403"	"CG12659"
"FBgn0025864"	"31800"	"Crag"
"FBgn0030054"	"31801"	"Caf1-180"
"FBgn0004102"	"31802"	"oc"
"FBgn0030055"	"31803"	"CG12772"
"FBgn0030056"	"31804"	"CG11284"
"FBgn0030057"	"31805"	"Ppt1"
"FBgn0027864"	"31806"	"Ogg1"
"FBgn0041629"	"31808"	"Hexo2"
"FBgn0030060"	"31809"	"CG2004"
"FBgn0030061"	"31810"	"CG1785"
"FBgn0027330"	"31811"	"l(1)G0020"
"FBgn0030063"	"31812"	"CG1789"
"FBgn0026411"	"31813"	"Lim1"
"FBgn0030065"	"31815"	"CG12075"
"FBgn0011661"	"31816"	"Moe"
"FBgn0030066"	"31817"	"CG1885"
"FBgn0030067"	"31818"	"Rbm13"
"FBgn0011586"	"43951"	"e(r)"
"FBgn0261549"	"31826"	"rdgA"
"FBgn0030073"	"31824"	"CG10962"
"FBgn0259734"	"8673992"	"Nost"
"FBgn0030077"	"31829"	"CG15365"
"FBgn0030078"	"31830"	"CG10970"
"FBgn0265413"	"31831"	"CG44325"
"FBgn0030081"	"31833"	"CG7246"
"FBgn0030082"	"31834"	"HP1b"
"FBgn0052707"	"31835"	"APC4"
"FBgn0052708"	"318161"	"CG32708"
"FBgn0052706"	"318160"	"CG32706"
"FBgn0030085"	"31837"	"CG6999"
"FBgn0030086"	"31838"	"CCT2"
"FBgn0030087"	"31839"	"CG7766"
"FBgn0004856"	"31840"	"Bx42"
"FBgn0030088"	"31841"	"Arfrp1"
"FBgn0030089"	"31842"	"AP-1gamma"
"FBgn0030090"	"31843"	"fend"
"FBgn0030091"	"31844"	"CG7065"
"FBgn0030092"	"31845"	"fh"
"FBgn0030093"	"31846"	"Bap111"
"FBgn0004828"	"31848"	"His3.3B"
"FBgn0004828"	"33736"	"His3.3A"
"FBgn0014868"	"31849"	"Ost48"
"FBgn0040467"	"53580"	"Dlip1"
"FBgn0040931"	"50405"	"CG9034"
"FBgn0030096"	"31851"	"Zpr1"
"FBgn0026206"	"45775"	"mei-P26"
"FBgn0030099"	"31855"	"CG12056"
"FBgn0030100"	"31856"	"CG12106"
"FBgn0030101"	"31857"	"CG12118"
"FBgn0086450"	"31858"	"su(r)"
"FBgn0030102"	"31859"	"SmydA-9"
"FBgn0030109"	"31866"	"CG12121"
"FBgn0052704"	"31867"	"Ir8a"
"FBgn0260789"	"31869"	"mxc"
"FBgn0260771"	"44900"	"Larp7"
"FBgn0000077"	"43869"	"amx"
"FBgn0010269"	"31872"	"Dsor1"
"FBgn0030114"	"31873"	"CG17754"
"FBgn0028292"	"31874"	"ric8a"
"FBgn0052703"	"31877"	"Erk7"
"FBgn0030120"	"31879"	"CG17440"
"FBgn0030121"	"31880"	"Cfp1"
"FBgn0030122"	"31881"	"CG16892"
"FBgn0040236"	"53436"	"c11.1"
"FBgn0002576"	"31883"	"lz"
"FBgn0040235"	"53435"	"c12.1"
"FBgn0040234"	"53434"	"c12.2"
"FBgn0085478"	"31887"	"CG34449"
"FBgn0085479"	"5740775"	"CG34450"
"FBgn0026149"	"31890"	"BCL7-like"
"FBgn0261260"	"8674055"	"mgl"
"FBgn0266050"	"19835594"	"CG44815"
"FBgn0028327"	"326234"	"l(1)G0320"
"FBgn0030136"	"31897"	"RpS28b"
"FBgn0030137"	"31898"	"CG15317"
"FBgn0052702"	"326235"	"Cubn"
"FBgn0052699"	"31899"	"LPCAT"
"FBgn0259741"	"7354436"	"CG42395"
"FBgn0001186"	"45875"	"Hex-A"
"FBgn0030141"	"31902"	"Gga"
"FBgn0264691"	"31903"	"Lst8"
"FBgn0027084"	"31904"	"LysRS"
"FBgn0261931"	"31905"	"CG42797"
"FBgn0028341"	"31907"	"Ptpmeg2"
"FBgn0030148"	"31909"	"CG3106"
"FBgn0261617"	"43856"	"nej"
"FBgn0000233"	"31912"	"btd"
"FBgn0020378"	"31913"	"Sp1"
"FBgn0030151"	"31914"	"CG1354"
"FBgn0030160"	"31923"	"CG9691"
"FBgn0026415"	"31926"	"Idgf4"
"FBgn0052694"	"31933"	"CG32694"
"FBgn0053557"	"3346145"	"CG33557"
"FBgn0030170"	"31934"	"CG2990"
"FBgn0263132"	"31935"	"Cht6"
"FBgn0030174"	"31940"	"CG15312"
"FBgn0052685"	"31942"	"ZAP3"
"FBgn0030177"	"31943"	"CG2972"
"FBgn0030178"	"31944"	"CG2974"
"FBgn0083940"	"31945"	"RhoU"
"FBgn0030181"	"31947"	"CG12645"
"FBgn0264503"	"31948"	"CG43902"
"FBgn0028342"	"31950"	"ATPsyndelta"
"FBgn0030186"	"31952"	"CG2962"
"FBgn0085437"	"31953"	"CG34408"
"FBgn0263220"	"31955"	"Hk"
"FBgn0040942"	"50416"	"CG12643"
"FBgn0259170"	"31957"	"alpha-Man-Ia"
"FBgn0030189"	"31958"	"CG2909"
"FBgn0011770"	"31960"	"Gip"
"FBgn0030191"	"31961"	"CG15306"
"FBgn0263997"	"31962"	"CG43740"
"FBgn0028331"	"31964"	"l(1)G0289"
"FBgn0052679"	"318150"	"CG32679"
"FBgn0028480"	"31965"	"CG17841"
"FBgn0052686"	"318153"	"CG32686"
"FBgn0030195"	"31966"	"CG2898"
"FBgn0052681"	"318151"	"CG32681"
"FBgn0030196"	"31967"	"Psf3"
"FBgn0000711"	"44289"	"flw"
"FBgn0052683"	"31970"	"CG32683"
"FBgn0030204"	"31975"	"Or9a"
"FBgn0083167"	"50417"	"Neb-cGP"
"FBgn0261710"	"31976"	"nocte"
"FBgn0030206"	"31977"	"CG2889"
"FBgn0030207"	"31978"	"CG2887"
"FBgn0030208"	"31979"	"PPP4R2r"
"FBgn0085443"	"31987"	"spri"
"FBgn0001206"	"31988"	"Hmr"
"FBgn0030217"	"31989"	"CG2124"
"FBgn0030218"	"31990"	"CG1628"
"FBgn0263072"	"31991"	"CG43347"
"FBgn0030222"	"31994"	"CG9806"
"FBgn0052677"	"31997"	"X11Lbeta"
"FBgn0030223"	"31995"	"CG2111"
"FBgn0052676"	"32005"	"stx"
"FBgn0003204"	"43873"	"ras"
"FBgn0030230"	"32002"	"Rph"
"FBgn0052675"	"326232"	"Tango5"
"FBgn0052672"	"32001"	"Atg8a"
"FBgn0030228"	"32000"	"BTBD9"
"FBgn0025111"	"32008"	"Ant2"
"FBgn0003360"	"32007"	"sesB"
"FBgn0285926"	"32009"	"Imp"
"FBgn0003321"	"43944"	"sbr"
"FBgn0052669"	"326229"	"CG32669"
"FBgn0030239"	"32013"	"CG17333"
"FBgn0030240"	"32014"	"CG2202"
"FBgn0030241"	"32015"	"feo"
"FBgn0030242"	"32016"	"sofe"
"FBgn0030243"	"32017"	"CG2186"
"FBgn0030244"	"32018"	"CG2157"
"FBgn0030245"	"32019"	"CG1637"
"FBgn0017561"	"32020"	"Ork1"
"FBgn0030246"	"32021"	"CG1582"
"FBgn0030247"	"32022"	"CG15208"
"FBgn0264502"	"32024"	"CG43901"
"FBgn0030251"	"32027"	"CG2145"
"FBgn0263705"	"32028"	"Myo10A"
"FBgn0021742"	"32032"	"C901"
"FBgn0259241"	"32033"	"CG42339"
"FBgn0030257"	"32034"	"SmydA-4"
"FBgn0030263"	"32041"	"CG2076"
"FBgn0259101"	"32043"	"CG42249"
"FBgn0015245"	"32045"	"Hsp60A"
"FBgn0030266"	"32046"	"CG11122"
"FBgn0028686"	"32047"	"Rpt3"
"FBgn0010391"	"47251"	"Gtp-bp"
"FBgn0030268"	"32049"	"Klp10A"
"FBgn0265535"	"19834720"	"CG44385"
"FBgn0030269"	"32050"	"CDK2AP1"
"FBgn0030271"	"32052"	"CG15202"
"FBgn0030272"	"32053"	"CG15201"
"FBgn0020255"	"44072"	"Ran"
"FBgn0030274"	"32055"	"Lint-1"
"FBgn0261277"	"32056"	"rtv"
"FBgn0030276"	"32057"	"Dlic"
"FBgn0052668"	"318147"	"CG32668"
"FBgn0265595"	"32063"	"CG44422"
"FBgn0083979"	"32067"	"Ir10a"
"FBgn0003411"	"32068"	"sisA"
"FBgn0001491"	"32069"	"l(1)10Bb"
"FBgn0030286"	"32070"	"CG1657"
"FBgn0028421"	"32071"	"Kap3"
"FBgn0085377"	"32072"	"CG34348"
"FBgn0030289"	"32073"	"GCS1"
"FBgn0030290"	"32074"	"CG11756"
"FBgn0030291"	"32075"	"CG1738"
"FBgn0030292"	"32076"	"CG11752"
"FBgn0030293"	"32077"	"CG1737"
"FBgn0000499"	"32078"	"dsh"
"FBgn0030294"	"32079"	"Pa1"
"FBgn0004864"	"32080"	"hop"
"FBgn0027359"	"32081"	"Tim8"
"FBgn0001624"	"32083"	"dlg1"
"FBgn0030296"	"32084"	"CG15196"
"FBgn0030297"	"32085"	"Gr10b"
"FBgn0045502"	"117501"	"Gr10a"
"FBgn0001145"	"32087"	"Gs2"
"FBgn0262740"	"32088"	"Evi5"
"FBgn0030300"	"32089"	"Sk1"
"FBgn0030301"	"32090"	"HP5"
"FBgn0262685"	"32092"	"CG43155"
"FBgn0030305"	"32094"	"Uba5"
"FBgn0030306"	"32095"	"Spase25"
"FBgn0030307"	"2768871"	"CG33235"
"FBgn0052666"	"32097"	"Drak"
"FBgn0003277"	"32100"	"RpII215"
"FBgn0030311"	"32101"	"CG11699"
"FBgn0027259"	"32102"	"Kmn1"
"FBgn0030313"	"32103"	"Reepl1"
"FBgn0030314"	"32104"	"CG11696"
"FBgn0000618"	"45848"	"e(y)2"
"FBgn0030316"	"32106"	"CG11695"
"FBgn0002948"	"32107"	"nod"
"FBgn0030317"	"32108"	"CG1561"
"FBgn0030318"	"32109"	"rho-4"
"FBgn0030320"	"32111"	"CG2247"
"FBgn0030321"	"32112"	"CG1703"
"FBgn0266421"	"32113"	"RPA3"
"FBgn0002723"	"32114"	"Met"
"FBgn0004370"	"32115"	"Ptp10D"
"FBgn0030323"	"32116"	"CG2371"
"FBgn0014133"	"32119"	"bif"
"FBgn0011754"	"32120"	"PhKgamma"
"FBgn0030327"	"32122"	"FucT6"
"FBgn0030328"	"32123"	"Amun"
"FBgn0030329"	"32124"	"prtp"
"FBgn0030330"	"32125"	"Tango10"
"FBgn0030331"	"32127"	"CG15221"
"FBgn0002577"	"44835"	"m"
"FBgn0004511"	"32130"	"dy"
"FBgn0000259"	"32132"	"CkIIbeta"
"FBgn0001218"	"32133"	"Hsc70-3"
"FBgn0030336"	"32135"	"CG1578"
"FBgn0266019"	"32136"	"rudhira"
"FBgn0030339"	"32138"	"Cyp28c1"
"FBgn0030340"	"32139"	"CG15740"
"FBgn0030341"	"32140"	"p24-1"
"FBgn0030342"	"32141"	"CG10347"
"FBgn0030343"	"32142"	"ATP7"
"FBgn0030344"	"32143"	"Nrd1"
"FBgn0030345"	"32144"	"CG1847"
"FBgn0030346"	"32145"	"CG11802"
"FBgn0030347"	"32146"	"CG15739"
"FBgn0030348"	"32147"	"CG10352"
"FBgn0030349"	"32148"	"CG10353"
"FBgn0030350"	"32149"	"SelG"
"FBgn0030351"	"32150"	"CG1840"
"FBgn0030352"	"32151"	"sicily"
"FBgn0260780"	"32152"	"wisp"
"FBgn0030354"	"32153"	"Upf1"
"FBgn0250871"	"32154"	"pot"
"FBgn0030358"	"32157"	"CG10362"
"FBgn0263111"	"32158"	"cac"
"FBgn0000808"	"32159"	"gd"
"FBgn0003865"	"32160"	"tsg"
"FBgn0030359"	"32161"	"CG18130"
"FBgn0001083"	"32162"	"fw"
"FBgn0030360"	"32163"	"CG1806"
"FBgn0030361"	"32164"	"CG1492"
"FBgn0030362"	"32165"	"regucalcin"
"FBgn0043001"	"32166"	"Chrac-16"
"FBgn0030364"	"32167"	"Lsm12"
"FBgn0030365"	"32168"	"Tango4"
"FBgn0030366"	"32169"	"Usp7"
"FBgn0030367"	"32170"	"Cyp311a1"
"FBgn0030369"	"32172"	"Cyp318a1"
"FBgn0267001"	"32183"	"Ten-a"
"FBgn0052656"	"32174"	"Muc11A"
"FBgn0030376"	"32179"	"CG2750"
"FBgn0030377"	"32180"	"CG1924"
"FBgn0267163"	"19835642"	"CG45603"
"FBgn0030385"	"32189"	"Ir11a"
"FBgn0259680"	"32191"	"Pkcdelta"
"FBgn0030390"	"32194"	"CG15731"
"FBgn0030391"	"32195"	"Rab40"
"FBgn0259143"	"32196"	"CG42258"
"FBgn0002562"	"32199"	"Lsp1alpha"
"FBgn0030396"	"32201"	"CG2556"
"FBgn0264542"	"32202"	"hwt"
"FBgn0030400"	"32205"	"CG11138"
"FBgn0283712"	"32207"	"LIMK1"
"FBgn0030403"	"32208"	"CG1824"
"FBgn0052654"	"32209"	"Sec16"
"FBgn0030406"	"32211"	"CG1463"
"FBgn0030407"	"32212"	"CG2543"
"FBgn0030410"	"32215"	"Aven"
"FBgn0030411"	"32216"	"CG2540"
"FBgn0030412"	"32217"	"Tomosyn"
"FBgn0015024"	"32221"	"CkIalpha"
"FBgn0011837"	"32222"	"Tis11"
"FBgn0265523"	"32225"	"Smr"
"FBgn0030417"	"32224"	"CG15725"
"FBgn0030418"	"32226"	"CG4004"
"FBgn0020513"	"32228"	"ade5"
"FBgn0030420"	"32229"	"CG12717"
"FBgn0030421"	"32230"	"CG3812"
"FBgn0259171"	"32233"	"Pde9"
"FBgn0030425"	"32234"	"CG3775"
"FBgn0030429"	"32238"	"CG4661"
"FBgn0052650"	"326227"	"CG32650"
"FBgn0052649"	"32239"	"CG32649"
"FBgn0030431"	"32240"	"CG4407"
"FBgn0030432"	"32241"	"CG4404"
"FBgn0030433"	"32242"	"mRpL49"
"FBgn0030434"	"32243"	"Brms1"
"FBgn0030435"	"32244"	"CG4645"
"FBgn0086675"	"32245"	"fne"
"FBgn0052644"	"318139"	"Mur11Da"
"FBgn0030438"	"32247"	"CG15721"
"FBgn0265597"	"32253"	"rad"
"FBgn0010303"	"32256"	"hep"
"FBgn0261524"	"32257"	"lic"
"FBgn0030447"	"32258"	"CG2200"
"FBgn0263005"	"32259"	"CG43313"
"FBgn0030449"	"32260"	"Fer3HCH"
"FBgn0250862"	"32261"	"CG42237"
"FBgn0052638"	"318133"	"CG32638"
"FBgn0030451"	"32262"	"CG15717"
"FBgn0030452"	"32263"	"MFS10"
"FBgn0052645"	"32264"	"CG32645"
"FBgn0030456"	"32267"	"CG4332"
"FBgn0025463"	"32268"	"Bap60"
"FBgn0030457"	"32269"	"CG12096"
"FBgn0085440"	"5740505"	"Lgr4"
"FBgn0052640"	"318135"	"CG32640"
"FBgn0052640"	"318136"	"CG32641"
"FBgn0052641"	"318135"	"CG32640"
"FBgn0052641"	"318136"	"CG32641"
"FBgn0030459"	"32271"	"CG12723"
"FBgn0030460"	"32272"	"CG2453"
"FBgn0265630"	"32273"	"sno"
"FBgn0265629"	"19835393"	"CG44437"
"FBgn0029133"	"32274"	"REG"
"FBgn0004456"	"32275"	"mew"
"FBgn0052639"	"318134"	"CG32639"
"FBgn0030462"	"32276"	"CG15742"
"FBgn0000346"	"47091"	"comt"
"FBgn0041210"	"32278"	"HDAC4"
"FBgn0030465"	"32279"	"CG15743"
"FBgn0030466"	"2768909"	"CG15744"
"FBgn0030467"	"32281"	"CG1764"
"FBgn0030468"	"32282"	"CG1622"
"FBgn0283680"	"32285"	"IP3K2"
"FBgn0010198"	"44150"	"RpS15Aa"
"FBgn0030474"	"32288"	"CG15747"
"FBgn0261085"	"32290"	"Syt12"
"FBgn0030477"	"32291"	"dmrt11E"
"FBgn0030478"	"32292"	"CG1640"
"FBgn0030479"	"32293"	"Rbp1-like"
"FBgn0030480"	"32294"	"Tim9a"
"FBgn0026749"	"32295"	"Yippee"
"FBgn0030481"	"32296"	"CG1662"
"FBgn0030482"	"32297"	"CG1673"
"FBgn0030484"	"32299"	"GstT4"
"FBgn0030485"	"32300"	"CG1998"
"FBgn0030486"	"32301"	"Set2"
"FBgn0265416"	"32303"	"Neto"
"FBgn0086674"	"32312"	"Tango13"
"FBgn0004169"	"32314"	"up"
"FBgn0030499"	"32315"	"CG11178"
"FBgn0030500"	"32316"	"Ndc80"
"FBgn0030502"	"32318"	"tth"
"FBgn0030503"	"32319"	"Tango2"
"FBgn0030504"	"32320"	"CG2691"
"FBgn0030505"	"32321"	"NFAT"
"FBgn0030506"	"32322"	"Lig4"
"FBgn0030507"	"32323"	"CG11164"
"FBgn0030508"	"32324"	"CG15760"
"FBgn0030510"	"32326"	"CG12177"
"FBgn0030511"	"32327"	"CG11158"
"FBgn0030512"	"32328"	"Nadsyn"
"FBgn0265726"	"32329"	"Nna1"
"FBgn0030514"	"32330"	"CG9941"
"FBgn0002878"	"48309"	"mus101"
"FBgn0001087"	"44819"	"g"
"FBgn0001612"	"48481"	"Grip91"
"FBgn0030518"	"32334"	"CG11134"
"FBgn0030519"	"32335"	"CG11151"
"FBgn0030520"	"32337"	"Pdcd4"
"FBgn0052625"	"318128"	"CG32625"
"FBgn0020909"	"32338"	"Rtc1"
"FBgn0004047"	"32339"	"Yp3"
"FBgn0003218"	"32340"	"rdgB"
"FBgn0030521"	"32341"	"CtsB1"
"FBgn0261244"	"32343"	"inaE"
"FBgn0030525"	"32345"	"CG10996"
"FBgn0030528"	"32348"	"CG11095"
"FBgn0030529"	"32349"	"Clic"
"FBgn0027537"	"32350"	"Nup93-1"
"FBgn0030530"	"32351"	"jub"
"FBgn0052626"	"32352"	"AMPdeam"
"FBgn0267033"	"32353"	"mamo"
"FBgn0000173"	"32358"	"ben"
"FBgn0004649"	"32367"	"yl"
"FBgn0030545"	"32368"	"CG11590"
"FBgn0026713"	"32373"	"l(1)G0007"
"FBgn0040153"	"32371"	"l(1)G0469"
"FBgn0030552"	"32375"	"mRpL38"
"FBgn0259166"	"2768892"	"CG42271"
"FBgn0030555"	"32378"	"Fbxl4"
"FBgn0030554"	"32377"	"CG1434"
"FBgn0030556"	"32379"	"mRNA-cap"
"FBgn0260482"	"318108"	"CG32599"
"FBgn0002873"	"44839"	"mud"
"FBgn0030558"	"32381"	"CG1461"
"FBgn0002917"	"45338"	"na"
"FBgn0052602"	"32384"	"Muc12Ea"
"FBgn0030562"	"32385"	"CG9400"
"FBgn0030569"	"32392"	"CG9411"
"FBgn0030571"	"32394"	"CG14414"
"FBgn0030572"	"32395"	"mRpS25"
"FBgn0030573"	"32396"	"nmdyn-D6"
"FBgn0030574"	"32397"	"CG9413"
"FBgn0015773"	"32398"	"NetA"
"FBgn0030575"	"32399"	"CG5321"
"FBgn0015774"	"32400"	"NetB"
"FBgn0266710"	"318105"	"hog"
"FBgn0030576"	"32401"	"CG15890"
"FBgn0003301"	"32406"	"rut"
"FBgn0030581"	"32407"	"CG14408"
"FBgn0030582"	"32408"	"CG14411"
"FBgn0030583"	"32409"	"CG14410"
"FBgn0030584"	"32410"	"CG14407"
"FBgn0052590"	"318103"	"CG32590"
"FBgn0264078"	"32425"	"Flo2"
"FBgn0030586"	"32412"	"CG12539"
"FBgn0030589"	"32415"	"CG9519"
"FBgn0030590"	"32416"	"CG9518"
"FBgn0030592"	"32418"	"CG9514"
"FBgn0030593"	"32419"	"CG9512"
"FBgn0030594"	"32420"	"CG9509"
"FBgn0030596"	"32422"	"CG12398"
"FBgn0030597"	"32423"	"Eo"
"FBgn0030598"	"32424"	"CG9503"
"FBgn0027601"	"32426"	"pdgy"
"FBgn0000535"	"32428"	"eag"
"FBgn0030600"	"32429"	"hiw"
"FBgn0052594"	"32430"	"be"
"FBgn0030603"	"2768877"	"CG5541"
"FBgn0030605"	"32434"	"ND-B18"
"FBgn0264389"	"32435"	"opm"
"FBgn0030608"	"32437"	"Lsd-2"
"FBgn0053177"	"32438"	"CG33177"
"FBgn0030610"	"32439"	"CG9065"
"FBgn0030611"	"32440"	"CG15027"
