# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "ppc" "-g" "transcript_id" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/CBP_PPC.featureCount.count.tab.txt" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R1_CBP_S7.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R1_input_S1.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R2_CBP_S8.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R2_input_S2.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R1_CBP_S11.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R1_input_S5.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R2_CBP_S12.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R2_input_S6.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R1_CBP_S9.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R1_input_S3.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R2_CBP_S10.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R2_input_S4.dm6.bowtie2.sorted.bam" "/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/Undetermined_S0.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R1_CBP_S7.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R1_input_S1.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R2_CBP_S8.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/gd7_R2_input_S2.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R1_CBP_S11.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R1_input_S5.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R2_CBP_S12.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll10B_R2_input_S6.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R1_CBP_S9.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R1_input_S3.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R2_CBP_S10.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/toll910_R2_input_S4.dm6.bowtie2.sorted.bam	/proj/snic2019-30-14/nobackup/CBP_ChIP_seq_mapped/CBP_toll_dm6only/bam_dm6/Undetermined_S0.dm6.bowtie2.sorted.bam
FBtr0301087	2L	1037196	1037346	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301416	2L	1043118	1043268	-	151	9	25	11	32	7	42	4	31	9	32	8	36	3
FBtr0301417	2L	1047953	1048103	-	151	12	47	14	37	17	44	9	39	16	40	6	54	3
FBtr0077994	2L	1077711	1077861	-	151	9	0	4	2	1	2	3	1	5	1	3	2	0
FBtr0077993	2L	1077715	1077865	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077952	2L	1077898	1078048	+	151	475	50	429	31	193	49	110	43	304	41	185	44	36
FBtr0332569	2L	1080861	1081011	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077953	2L	1080861	1081011	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332570	2L	1102404	1102554	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332571	2L	1102404	1102554	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332273	2L	1108273	1108423	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077989	2L	1108273	1108423	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077954	2L	1108490	1108640	+	151	106	68	85	70	31	68	23	65	41	52	38	57	7
FBtr0077955	2L	1112891	1113041	+	151	21	48	28	48	15	46	12	46	20	37	13	48	5
FBtr0077988	2L	1118931	1119081	-	151	465	46	484	43	181	47	164	49	237	41	154	53	22
FBtr0077987	2L	1128853	1129003	-	151	160	88	83	73	73	63	33	72	53	58	36	64	14
FBtr0077956	2L	1129266	1129416	+	151	133	72	119	82	57	73	19	81	64	73	42	86	15
FBtr0077986	2L	1133998	1134148	-	151	14	50	13	47	7	53	14	50	16	53	9	53	3
FBtr0077957	2L	1134643	1134793	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332271	2L	1134643	1134793	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077958	2L	1143151	1143301	+	151	30	51	37	57	12	61	9	49	19	20	14	51	8
FBtr0077959	2L	1147772	1147922	+	151	101	61	105	65	36	50	19	70	71	56	39	77	10
FBtr0077985	2L	1150577	1150727	-	151	210	71	189	86	74	71	68	75	140	56	93	84	11
FBtr0332274	2L	1156211	1156361	-	151	41	53	48	56	33	54	16	35	24	48	20	44	8
FBtr0100022	2L	1158162	1158312	-	151	182	67	153	83	62	76	54	66	130	70	84	99	18
FBtr0077961	2L	1158611	1158761	+	151	176	88	167	89	60	58	51	87	121	72	61	68	16
FBtr0331289	2L	1163786	1163936	-	151	17	39	37	46	13	45	10	48	20	44	15	43	6
FBtr0077962	2L	1164393	1164543	+	151	233	69	124	81	95	72	44	82	110	65	71	76	24
FBtr0304710	2L	1169842	1169992	-	151	92	32	82	44	42	32	25	38	60	31	48	38	15
FBtr0077980	2L	1169979	1170129	-	151	31	38	26	42	18	52	5	62	9	48	7	47	9
FBtr0344015	2L	1170265	1170415	-	151	69	70	31	56	24	57	4	58	32	55	21	82	5
FBtr0077979	2L	1172705	1172855	-	151	123	63	137	65	60	82	26	63	69	52	63	75	19
FBtr0331288	2L	1172959	1173109	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077966	2L	1172959	1173109	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344790	2L	1177640	1177790	+	151	204	66	176	75	72	61	51	56	117	54	72	90	15
FBtr0077978	2L	1183920	1184070	-	151	80	27	108	16	28	26	23	33	32	23	22	29	7
FBtr0077971	2L	1184015	1184165	+	151	69	22	72	18	24	18	19	17	33	12	26	19	8
FBtr0307056	2L	1185707	1185857	+	151	7	34	14	43	2	37	3	26	2	27	5	29	5
FBtr0335379	2L	1185845	1185995	+	151	18	30	19	30	12	30	12	29	6	22	8	33	5
FBtr0077972	2L	1186204	1186354	+	151	14	16	12	21	10	40	8	17	5	15	1	21	4
FBtr0114498	2L	1204165	1204315	+	151	16	33	15	45	8	39	6	49	7	34	5	36	5
FBtr0299796	2L	1219243	1219393	+	151	12	35	13	33	6	35	7	49	18	29	9	45	5
FBtr0335383	2L	1239986	1240136	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077920	2L	1239986	1240136	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0335384	2L	1256367	1256517	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077921	2L	1256367	1256517	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343837	2L	1334078	1334228	+	151	4	52	2	49	7	57	3	53	5	48	6	61	6
FBtr0077948	2L	1352768	1352918	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343845	2L	1352768	1352918	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077947	2L	1354009	1354159	-	151	5	61	6	80	4	62	6	67	4	53	6	71	10
FBtr0077944	2L	1355824	1355974	-	151	10	49	20	52	8	71	4	51	9	52	6	67	3
FBtr0077942	2L	1361635	1361785	-	151	8	13	9	28	3	27	4	25	4	23	5	28	3
FBtr0343844	2L	1361721	1361871	-	151	9	28	8	18	7	23	2	26	4	21	3	25	3
FBtr0343838	2L	1367946	1368096	+	151	26	45	30	56	9	74	12	69	10	53	3	55	9
FBtr0329985	2L	1420353	1420503	-	151	459	57	445	66	189	58	114	57	264	51	182	76	31
FBtr0343842	2L	1442577	1442727	+	151	0	72	0	71	0	70	1	84	0	80	0	80	7
FBtr0077929	2L	1492245	1492395	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334817	2L	1492245	1492395	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077930	2L	1494020	1494170	+	151	24	61	10	57	6	66	3	52	10	47	7	50	7
FBtr0334818	2L	1495410	1495560	+	151	9	46	7	76	7	70	3	72	7	43	2	55	9
FBtr0077931	2L	1495679	1495829	+	151	17	63	21	47	14	57	5	58	6	44	11	52	9
FBtr0077932	2L	1497193	1497343	+	151	20	57	19	61	4	68	6	67	9	37	5	53	3
FBtr0077938	2L	1500186	1500336	-	151	18	39	15	48	3	39	8	41	10	30	6	31	4
FBtr0077937	2L	1500329	1500479	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077936	2L	1500338	1500488	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334822	2L	1500508	1500658	-	151	7	47	18	67	4	57	1	56	13	40	6	61	8
FBtr0334820	2L	1502804	1502954	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077933	2L	1502804	1502954	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077873	2L	1520441	1520591	+	151	22	78	13	73	11	58	1	53	6	62	5	68	18
FBtr0077874	2L	1522647	1522797	+	151	9	40	15	59	9	46	7	52	11	42	13	55	4
FBtr0344146	2L	1555079	1555229	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310019	2L	1555079	1555229	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077917	2L	1587055	1587205	-	151	5	40	2	42	5	61	3	51	1	54	1	53	2
FBtr0077916	2L	1611057	1611207	-	151	161	57	174	59	74	61	55	61	108	56	83	73	13
FBtr0077876	2L	1611360	1611510	+	151	107	44	87	63	34	55	20	44	53	55	40	59	10
FBtr0334842	2L	1614060	1614210	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334843	2L	1614060	1614210	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077915	2L	1614060	1614210	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307047	2L	1651208	1651358	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303935	2L	1651208	1651358	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303934	2L	1667797	1667947	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077878	2L	1667797	1667947	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077881	2L	1704852	1705002	+	151	170	64	131	78	60	67	29	83	85	56	56	71	14
FBtr0331630	2L	1705081	1705231	+	151	79	58	64	69	47	71	20	58	39	59	39	61	12
FBtr0077912	2L	1710321	1710471	-	151	100	23	100	26	40	31	27	22	63	24	41	23	8
FBtr0077882	2L	1710412	1710562	+	151	111	26	103	32	51	35	46	22	94	20	67	27	9
FBtr0077911	2L	1715751	1715901	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333544	2L	1715751	1715901	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0306167	2L	1724288	1724438	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077910	2L	1724288	1724438	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077909	2L	1727617	1727767	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302115	2L	1727617	1727767	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077907	2L	1728363	1728513	-	151	64	77	37	91	21	76	7	60	26	57	20	73	14
FBtr0345430	2L	1728682	1728832	+	151	100	61	88	68	56	68	28	51	58	64	39	77	10
FBtr0077906	2L	1729536	1729686	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077905	2L	1729536	1729686	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077884	2L	1729837	1729987	+	151	126	39	128	62	23	42	30	50	69	28	52	56	8
FBtr0333543	2L	1732256	1732406	-	151	125	65	149	54	64	56	31	77	68	57	55	77	18
FBtr0077885	2L	1732474	1732624	+	151	98	58	85	57	51	56	29	66	46	47	34	65	12
FBtr0077886	2L	1737417	1737567	+	151	110	40	112	56	82	53	80	37	72	48	56	41	18
FBtr0077903	2L	1752022	1752172	-	151	320	66	364	73	116	62	105	62	192	55	136	54	27
FBtr0077902	2L	1756351	1756501	-	151	14	33	17	36	8	34	12	62	14	52	13	45	10
FBtr0077888	2L	1784012	1784162	+	151	10	45	11	48	12	51	8	28	20	38	7	43	6
FBtr0310114	2L	1790261	1790411	-	151	9	67	12	48	5	59	9	85	7	47	0	59	6
FBtr0077899	2L	1791723	1791873	-	151	11	57	6	47	10	46	3	55	8	53	2	67	8
FBtr0100188	2L	1793168	1793318	-	151	9	53	8	46	8	62	7	47	9	38	4	61	8
FBtr0077897	2L	1794817	1794967	-	151	11	45	17	54	4	55	9	54	15	29	7	50	10
FBtr0077896	2L	1823231	1823381	-	151	7	42	11	55	6	55	1	60	11	31	4	55	9
FBtr0473603	2L	1826400	1826550	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0473602	2L	1826400	1826550	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089786	2L	1836488	1836638	+	151	15	41	13	40	13	36	2	43	13	44	8	50	2
FBtr0077891	2L	1869753	1869903	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334824	2L	1869753	1869903	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0304597	2L	1880572	1880722	-	151	12	50	8	46	9	53	4	54	8	45	11	68	5
FBtr0334826	2L	1881380	1881530	-	151	17	40	10	55	6	55	8	59	9	43	5	67	9
FBtr0473590	2L	1883114	1883264	-	151	11	65	15	56	8	57	6	50	9	56	8	69	7
FBtr0333007	2L	1884572	1884722	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077811	2L	1884572	1884722	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309828	2L	1911692	1911842	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0113011	2L	1911692	1911842	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0110882	2L	1927703	1927853	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0110883	2L	1927703	1927853	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330202	2L	1954453	1954603	-	151	330	57	364	57	120	64	81	58	194	64	162	84	27
FBtr0330200	2L	1970262	1970412	-	151	97	61	124	44	59	62	28	39	71	41	57	73	9
FBtr0334758	2L	1973907	1974057	+	151	57	46	86	41	33	53	33	43	62	49	57	38	13
FBtr0077813	2L	1974062	1974212	+	151	196	51	255	42	79	44	75	41	123	37	122	49	16
FBtr0077869	2L	1980655	1980805	-	151	456	51	447	61	208	62	136	59	290	66	215	77	31
FBtr0077815	2L	1982167	1982317	+	151	163	76	126	70	70	69	43	68	65	51	56	66	22
FBtr0077868	2L	1986855	1987005	-	151	8	76	13	63	6	69	5	68	4	62	8	62	6
FBtr0077867	2L	1987658	1987808	-	151	22	46	17	51	15	41	10	45	14	45	4	49	6
FBtr0309285	2L	2006213	2006363	-	151	20	36	12	42	6	56	10	45	11	41	5	40	5
FBtr0330672	2L	2009809	2009959	+	151	252	70	260	66	61	60	50	70	133	61	96	77	16
FBtr0330671	2L	2011666	2011816	+	151	21	45	20	50	10	50	4	61	11	45	11	77	4
FBtr0334774	2L	2017490	2017640	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301067	2L	2017490	2017640	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301066	2L	2023962	2024112	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334773	2L	2023962	2024112	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0299676	2L	2035941	2036091	-	151	30	57	27	51	15	49	16	60	14	40	14	51	3
FBtr0077822	2L	2037664	2037814	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339529	2L	2037664	2037814	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334778	2L	2038478	2038628	+	151	51	63	45	60	28	53	26	67	47	42	22	49	10
FBtr0077824	2L	2039683	2039833	+	151	12	75	8	68	10	68	2	67	4	37	2	85	9
FBtr0310547	2L	2045444	2045594	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077825	2L	2045444	2045594	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077826	2L	2054539	2054689	+	151	14	31	14	31	11	51	6	35	9	31	2	34	4
FBtr0334779	2L	2079869	2080019	+	151	16	42	12	52	8	46	5	49	9	44	6	38	7
FBtr0334783	2L	2109778	2109928	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300671	2L	2109778	2109928	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334782	2L	2109778	2109928	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334781	2L	2129137	2129287	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077854	2L	2129137	2129287	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077828	2L	2130763	2130913	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100485	2L	2130763	2130913	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334814	2L	2145087	2145237	-	151	232	80	194	67	74	63	59	60	139	56	87	69	15
FBtr0334813	2L	2147175	2147325	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077852	2L	2147175	2147325	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077829	2L	2147468	2147618	+	151	130	62	116	68	46	72	32	77	88	54	63	62	18
FBtr0077831	2L	2151704	2151854	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330657	2L	2151704	2151854	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077832	2L	2155703	2155853	+	151	113	68	98	59	55	53	29	56	77	57	46	55	5
FBtr0077851	2L	2161427	2161577	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330659	2L	2161427	2161577	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077850	2L	2178654	2178804	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330660	2L	2178654	2178804	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330664	2L	2192286	2192436	-	151	336	73	265	81	165	50	78	70	193	60	111	52	30
FBtr0330663	2L	2197812	2197962	-	151	70	55	81	69	33	46	17	51	43	41	24	39	6
FBtr0307523	2L	2206066	2206216	-	151	11	39	6	72	11	68	2	69	5	68	4	58	11
FBtr0307522	2L	2209002	2209152	-	151	1	69	3	65	2	66	0	62	6	54	3	83	8
FBtr0077845	2L	2212471	2212621	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331649	2L	2212471	2212621	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303459	2L	2213959	2214109	-	151	14	53	7	57	8	54	2	42	6	40	1	42	8
FBtr0077844	2L	2214111	2214261	-	151	27	51	24	52	6	50	2	62	15	55	5	48	11
FBtr0077843	2L	2216211	2216361	-	151	221	68	197	86	36	81	26	93	47	69	17	77	12
FBtr0077835	2L	2217240	2217390	+	151	335	58	374	76	102	67	93	68	231	56	150	68	27
FBtr0077836	2L	2220698	2220848	+	151	76	56	14	70	30	70	7	91	25	60	21	71	11
FBtr0077837	2L	2222039	2222189	+	151	183	67	192	78	56	64	56	68	110	57	71	56	17
FBtr0077838	2L	2222607	2222757	+	151	16	53	15	81	11	78	8	81	7	49	7	79	9
FBtr0077839	2L	2223150	2223300	+	151	7	57	22	67	17	61	9	77	8	54	8	80	9
FBtr0100673	2L	2226292	2226442	+	151	41	68	22	68	15	56	8	61	14	64	9	59	6
FBtr0077840	2L	2226471	2226621	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100674	2L	2226471	2226621	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0329964	2L	2236744	2236894	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0329965	2L	2236744	2236894	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077809	2L	2238151	2238301	-	151	9	54	11	53	10	63	6	53	11	55	2	58	6
FBtr0077808	2L	2239284	2239434	-	151	5	45	13	48	11	54	11	55	8	44	7	49	8
FBtr0077807	2L	2240493	2240643	-	151	6	55	5	72	9	55	5	65	8	51	6	43	9
FBtr0335159	2L	2242328	2242478	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077751	2L	2242328	2242478	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302372	2L	2265221	2265371	-	151	11	46	7	55	5	55	2	58	7	38	5	56	5
FBtr0335162	2L	2269040	2269190	-	151	7	60	4	65	4	54	1	66	3	46	1	58	8
FBtr0344663	2L	2311630	2311780	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344662	2L	2311630	2311780	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333226	2L	2357256	2357406	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077799	2L	2357256	2357406	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330670	2L	2361755	2361905	-	151	17	56	12	70	6	54	4	50	10	47	8	70	7
FBtr0077798	2L	2362681	2362831	-	151	12	59	5	64	13	64	7	66	9	71	7	69	6
FBtr0077797	2L	2363404	2363554	-	151	40	66	8	82	27	64	5	85	14	82	9	79	10
FBtr0077796	2L	2364621	2364771	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330668	2L	2364621	2364771	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077794	2L	2364854	2365004	-	151	166	55	156	50	96	66	58	59	119	63	69	70	10
FBtr0077793	2L	2365173	2365323	-	151	86	36	58	32	49	48	26	48	58	34	33	40	11
FBtr0330665	2L	2365295	2365445	+	151	178	32	120	44	73	28	50	61	95	31	70	45	12
FBtr0330666	2L	2365544	2365694	+	151	114	49	127	73	56	75	45	56	97	43	69	72	12
FBtr0330667	2L	2371424	2371574	-	151	47	50	54	41	21	45	17	51	46	40	19	51	10
FBtr0303027	2L	2373637	2373787	-	151	32	50	39	59	14	41	12	39	25	38	15	57	11
FBtr0331441	2L	2373961	2374111	-	151	10	51	7	76	7	65	2	64	7	62	5	65	7
FBtr0077791	2L	2374527	2374677	-	151	246	75	252	79	111	78	54	69	101	61	67	86	15
FBtr0077765	2L	2375791	2375941	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331438	2L	2375791	2375941	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077766	2L	2376059	2376209	+	151	152	71	129	54	61	62	34	72	64	58	51	80	23
FBtr0331437	2L	2376283	2376433	+	151	221	48	240	64	67	45	73	36	127	39	79	60	20
FBtr0077767	2L	2381047	2381197	+	151	205	75	228	62	95	78	64	87	138	59	113	81	11
FBtr0077768	2L	2383152	2383302	+	151	33	71	17	79	12	76	2	73	12	58	7	70	10
FBtr0331439	2L	2385692	2385842	-	151	15	45	25	65	7	72	13	72	17	44	13	45	5
FBtr0335464	2L	2390589	2390739	-	151	4	66	4	69	6	59	1	71	7	38	2	56	10
FBtr0331202	2L	2391610	2391760	+	151	20	46	17	43	20	46	8	47	14	34	14	40	4
FBtr0077769	2L	2400245	2400395	+	151	12	39	13	52	11	45	7	52	14	39	10	45	3
FBtr0307078	2L	2400701	2400851	+	151	12	45	23	52	10	53	5	53	14	30	7	55	2
FBtr0307079	2L	2415222	2415372	-	151	11	37	20	41	13	48	9	43	5	34	6	42	5
FBtr0077788	2L	2416556	2416706	-	151	0	14	0	17	0	24	0	18	0	11	1	21	3
FBtr0077787	2L	2416620	2416770	-	151	1	12	2	19	1	18	0	22	0	18	0	20	0
FBtr0112752	2L	2417865	2418015	-	151	10	57	19	72	6	49	6	47	16	44	15	57	8
FBtr0331203	2L	2419704	2419854	-	151	15	28	21	42	11	49	9	43	7	38	9	42	10
FBtr0112751	2L	2419913	2420063	-	151	10	50	20	48	7	54	1	33	12	32	8	55	3
FBtr0077770	2L	2420780	2420930	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0335462	2L	2420780	2420930	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077771	2L	2428322	2428472	+	151	11	28	20	33	11	44	12	39	11	34	5	50	6
FBtr0077772	2L	2450143	2450293	+	151	90	61	111	60	18	54	10	69	27	45	23	64	6
FBtr0077773	2L	2451179	2451329	+	151	406	57	453	65	94	52	69	67	173	38	141	68	29
FBtr0077775	2L	2454687	2454837	+	151	775	47	780	58	182	40	138	69	334	30	238	46	34
FBtr0335169	2L	2492571	2492721	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077782	2L	2492571	2492721	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077777	2L	2492905	2493055	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077779	2L	2492905	2493055	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077778	2L	2492905	2493055	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077750	2L	2552725	2552875	-	151	10	40	10	56	7	52	5	60	11	52	3	71	7
FBtr0335167	2L	2564730	2564880	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0335166	2L	2564730	2564880	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0
