# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "ppc" "-g" "transcript_id" "-T" "8" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/ChIP_Toll_PPC.featureCount.count.tab.txt" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_H3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam
FBtr0091486	2L	871045	871195	+	151	1048	331	54	27	122	405	25	43	21	18	51	36	387	1007	58	72
FBtr0345634	2L	885041	885191	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332181	2L	885041	885191	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0345738	2L	898450	898600	+	151	10	25	34	29	4	32	27	47	14	22	22	21	3	19	39	16
FBtr0078025	2L	898594	898744	+	151	8	27	29	34	0	6	43	51	20	22	17	16	9	24	41	17
FBtr0336969	2L	914036	914186	+	151	18	25	37	15	3	19	21	62	38	40	28	27	6	33	62	19
FBtr0077949	2L	922743	922893	+	151	19	32	30	13	2	25	31	40	27	34	35	34	8	21	53	21
FBtr0332270	2L	1034482	1034632	-	151	16	16	22	14	2	7	24	19	12	34	32	26	9	39	53	25
FBtr0077951	2L	1037196	1037346	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301087	2L	1037196	1037346	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301416	2L	1043118	1043268	-	151	18	39	21	26	1	16	28	54	32	56	16	27	13	27	55	38
FBtr0301417	2L	1047953	1048103	-	151	22	37	15	18	22	14	8	51	32	60	36	35	15	18	48	30
FBtr0077994	2L	1077711	1077861	-	151	9	3	0	0	1	2	2	1	0	0	3	1	3	10	1	0
FBtr0077993	2L	1077715	1077865	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077952	2L	1077898	1078048	+	151	152	84	17	15	23	116	18	32	11	20	51	32	134	258	12	7
FBtr0332569	2L	1080861	1081011	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077953	2L	1080861	1081011	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332570	2L	1102404	1102554	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332571	2L	1102404	1102554	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332273	2L	1108273	1108423	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077989	2L	1108273	1108423	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077954	2L	1108490	1108640	+	151	177	59	6	5	18	37	1	17	17	15	63	32	89	180	23	8
FBtr0077955	2L	1112891	1113041	+	151	63	40	23	22	2	14	6	50	41	46	38	41	29	69	58	21
FBtr0077988	2L	1118931	1119081	-	151	94	56	8	12	9	91	7	49	30	22	49	27	37	125	31	20
FBtr0077987	2L	1128853	1129003	-	151	267	92	22	11	32	104	9	21	17	24	42	29	215	532	16	7
FBtr0077956	2L	1129266	1129416	+	151	336	134	19	7	38	167	4	33	24	18	46	31	193	471	17	9
FBtr0077986	2L	1133998	1134148	-	151	31	23	42	29	2	20	35	45	36	29	29	41	14	18	46	23
FBtr0077957	2L	1134643	1134793	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332271	2L	1134643	1134793	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077958	2L	1143151	1143301	+	151	61	39	10	5	7	32	10	30	26	32	39	20	9	36	34	14
FBtr0077959	2L	1147772	1147922	+	151	213	97	25	9	25	105	6	39	23	17	43	29	119	274	23	13
FBtr0077985	2L	1150577	1150727	-	151	265	139	21	18	31	144	17	32	13	19	62	35	137	359	17	11
FBtr0332274	2L	1156211	1156361	-	151	62	48	24	17	3	51	12	32	24	25	42	24	27	49	21	11
FBtr0100022	2L	1158162	1158312	-	151	141	51	4	8	7	62	4	18	14	10	41	29	72	170	18	9
FBtr0077961	2L	1158611	1158761	+	151	314	182	29	14	29	152	16	20	23	9	72	35	161	439	15	11
FBtr0331289	2L	1163786	1163936	-	151	27	47	23	13	5	33	9	39	47	42	27	25	34	52	34	21
FBtr0077962	2L	1164393	1164543	+	151	105	61	18	19	8	56	12	38	22	24	66	32	134	290	14	11
FBtr0304710	2L	1169842	1169992	-	151	121	71	11	9	15	85	9	30	12	9	32	21	85	187	9	10
FBtr0077980	2L	1169979	1170129	-	151	15	23	3	2	4	21	1	5	7	4	21	22	26	87	4	2
FBtr0344015	2L	1170265	1170415	-	151	419	135	26	18	32	124	16	26	45	36	62	29	170	368	24	10
FBtr0077979	2L	1172705	1172855	-	151	173	67	7	12	20	93	9	20	20	11	46	28	95	216	12	14
FBtr0331288	2L	1172959	1173109	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077966	2L	1172959	1173109	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344790	2L	1177640	1177790	+	151	268	98	5	14	23	116	9	26	18	12	46	31	132	272	27	18
FBtr0077978	2L	1183920	1184070	-	151	91	54	13	5	13	44	6	19	13	7	12	12	59	98	12	11
FBtr0077971	2L	1184015	1184165	+	151	48	27	7	3	9	38	7	21	17	6	12	22	69	140	5	7
FBtr0307056	2L	1185707	1185857	+	151	15	10	3	1	0	6	2	9	7	10	22	8	3	10	6	2
FBtr0335379	2L	1185845	1185995	+	151	56	32	6	7	3	20	4	19	18	17	15	12	9	16	17	11
FBtr0077972	2L	1186204	1186354	+	151	38	39	15	13	0	26	12	26	24	20	19	22	4	8	15	3
FBtr0114498	2L	1204165	1204315	+	151	22	30	29	22	1	12	39	47	29	49	33	23	15	29	52	23
FBtr0299796	2L	1219243	1219393	+	151	17	29	33	24	2	31	23	46	27	35	26	32	5	23	37	23
FBtr0335383	2L	1239986	1240136	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077920	2L	1239986	1240136	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0335384	2L	1256367	1256517	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077921	2L	1256367	1256517	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343837	2L	1334078	1334228	+	151	15	22	12	6	0	17	15	20	22	20	37	23	6	13	29	10
FBtr0077948	2L	1352768	1352918	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343845	2L	1352768	1352918	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077947	2L	1354009	1354159	-	151	50	38	20	15	2	3	13	22	36	27	35	35	9	28	47	18
FBtr0077944	2L	1355824	1355974	-	151	27	22	21	21	1	11	11	23	23	23	40	23	17	20	32	15
FBtr0077942	2L	1361635	1361785	-	151	17	15	23	6	1	12	10	12	9	18	10	12	6	15	13	11
FBtr0343844	2L	1361721	1361871	-	151	17	13	20	5	2	4	9	25	11	19	17	11	8	17	17	7
FBtr0343838	2L	1367946	1368096	+	151	56	32	17	10	2	12	18	18	25	29	34	30	18	49	30	8
FBtr0329985	2L	1420353	1420503	-	151	88	54	27	21	14	45	31	35	6	5	65	34	92	169	41	23
FBtr0343842	2L	1442577	1442727	+	151	51	38	25	23	8	17	68	19	27	28	54	27	54	77	63	25
FBtr0077929	2L	1492245	1492395	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334817	2L	1492245	1492395	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077930	2L	1494020	1494170	+	151	22	24	24	26	5	49	31	46	17	29	31	34	17	42	48	12
FBtr0334818	2L	1495410	1495560	+	151	23	12	19	11	1	24	18	21	35	28	41	19	10	43	40	16
FBtr0077931	2L	1495679	1495829	+	151	19	22	29	37	8	26	51	73	27	40	47	36	23	46	48	22
FBtr0077932	2L	1497193	1497343	+	151	21	24	24	23	3	9	37	46	30	33	36	33	21	35	47	21
FBtr0077938	2L	1500186	1500336	-	151	17	22	15	14	3	22	11	22	28	21	28	17	27	49	31	9
FBtr0077937	2L	1500329	1500479	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077936	2L	1500338	1500488	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334822	2L	1500508	1500658	-	151	22	21	4	9	0	20	14	13	18	11	34	20	11	43	24	4
FBtr0334820	2L	1502804	1502954	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077933	2L	1502804	1502954	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077873	2L	1520441	1520591	+	151	98	54	32	28	8	60	28	35	35	25	31	27	80	175	61	37
FBtr0077874	2L	1522647	1522797	+	151	65	27	23	22	7	20	18	42	34	40	25	34	37	89	73	20
FBtr0344146	2L	1555079	1555229	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310019	2L	1555079	1555229	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077917	2L	1587055	1587205	-	151	13	17	16	14	2	13	10	17	24	15	32	22	9	12	33	9
FBtr0077916	2L	1611057	1611207	-	151	123	65	11	10	12	44	6	20	22	18	41	26	90	239	19	11
FBtr0077876	2L	1611360	1611510	+	151	87	49	5	5	10	88	5	17	27	20	47	35	75	203	19	15
FBtr0334842	2L	1614060	1614210	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334843	2L	1614060	1614210	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077915	2L	1614060	1614210	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307047	2L	1651208	1651358	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303935	2L	1651208	1651358	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303934	2L	1667797	1667947	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077878	2L	1667797	1667947	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077881	2L	1704852	1705002	+	151	340	113	30	20	29	176	20	33	15	18	65	41	229	560	9	12
FBtr0331630	2L	1705081	1705231	+	151	494	229	67	30	53	225	26	50	32	39	60	34	340	903	27	19
FBtr0077912	2L	1710321	1710471	-	151	189	117	4	10	16	78	2	17	12	10	25	13	120	290	9	12
FBtr0077882	2L	1710412	1710562	+	151	206	77	11	5	9	113	10	15	9	7	26	12	111	291	8	3
FBtr0077911	2L	1715751	1715901	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333544	2L	1715751	1715901	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0306167	2L	1724288	1724438	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077910	2L	1724288	1724438	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077909	2L	1727617	1727767	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302115	2L	1727617	1727767	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077907	2L	1728363	1728513	-	151	242	121	8	6	49	177	4	24	15	12	50	31	170	375	12	10
FBtr0345430	2L	1728682	1728832	+	151	172	102	16	13	23	117	9	29	16	21	48	32	136	343	13	11
FBtr0077906	2L	1729536	1729686	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077905	2L	1729536	1729686	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077884	2L	1729837	1729987	+	151	45	39	24	15	3	37	9	32	32	33	35	28	43	97	38	19
FBtr0333543	2L	1732256	1732406	-	151	55	44	9	7	9	57	8	25	21	11	57	20	79	188	9	10
FBtr0077885	2L	1732474	1732624	+	151	49	25	6	11	6	27	7	12	18	13	37	18	20	35	20	11
FBtr0077886	2L	1737417	1737567	+	151	17	26	24	24	5	14	21	46	47	32	43	23	16	32	51	20
FBtr0077903	2L	1752022	1752172	-	151	89	80	21	14	13	63	7	28	14	25	44	34	83	246	17	11
FBtr0077902	2L	1756351	1756501	-	151	35	49	35	39	9	76	24	35	26	40	45	27	13	59	39	14
FBtr0077888	2L	1784012	1784162	+	151	29	23	39	17	0	20	28	50	31	40	29	28	10	31	31	21
FBtr0310114	2L	1790261	1790411	-	151	18	16	13	17	5	33	16	30	20	14	38	36	8	21	41	11
FBtr0077899	2L	1791723	1791873	-	151	17	15	19	19	4	20	25	26	25	36	38	23	12	23	27	15
FBtr0100188	2L	1793168	1793318	-	151	25	16	27	22	2	22	11	33	32	26	30	26	13	27	35	12
FBtr0077897	2L	1794817	1794967	-	151	18	23	31	22	0	8	25	31	27	27	32	29	10	19	32	20
FBtr0077896	2L	1823231	1823381	-	151	14	10	25	16	1	12	21	15	32	34	44	34	14	28	45	14
FBtr0473603	2L	1826400	1826550	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0473602	2L	1826400	1826550	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089786	2L	1836488	1836638	+	151	9	20	10	17	3	25	27	29	20	36	27	21	6	17	37	21
FBtr0077891	2L	1869753	1869903	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334824	2L	1869753	1869903	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0304597	2L	1880572	1880722	-	151	17	22	18	27	1	20	21	36	23	22	34	38	7	26	45	20
FBtr0334826	2L	1881380	1881530	-	151	44	32	24	25	1	18	21	22	34	35	36	28	11	38	43	21
FBtr0473590	2L	1883114	1883264	-	151	24	36	50	24	3	30	30	39	39	35	35	35	15	29	55	29
FBtr0333007	2L	1884572	1884722	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077811	2L	1884572	1884722	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309828	2L	1911692	1911842	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0113011	2L	1911692	1911842	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0110882	2L	1927703	1927853	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0110883	2L	1927703	1927853	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330202	2L	1954453	1954603	-	151	40	36	447	344	1	12	591	217	15	23	56	26	13	38	208	92
FBtr0330200	2L	1970262	1970412	-	151	33	24	469	399	2	34	645	329	27	25	45	33	13	23	396	158
FBtr0334758	2L	1973907	1974057	+	151	5	10	28	30	0	3	43	9	9	3	36	19	5	30	48	19
FBtr0077813	2L	1974062	1974212	+	151	189	77	49	43	22	85	25	64	15	14	28	13	157	322	32	15
FBtr0077869	2L	1980655	1980805	-	151	163	87	21	26	21	80	22	33	21	22	50	29	99	262	24	21
FBtr0077815	2L	1982167	1982317	+	151	183	111	26	19	20	83	9	31	22	26	46	22	136	314	17	13
FBtr0077868	2L	1986855	1987005	-	151	19	28	7	10	0	19	5	13	31	25	39	36	14	16	33	18
FBtr0077867	2L	1987658	1987808	-	151	42	29	10	18	2	36	4	39	44	48	41	27	3	17	46	18
FBtr0309285	2L	2006213	2006363	-	151	10	21	26	28	2	13	26	53	25	65	31	25	3	15	44	18
FBtr0330672	2L	2009809	2009959	+	151	92	39	9	8	8	38	3	19	22	21	62	31	55	101	23	9
FBtr0330671	2L	2011666	2011816	+	151	54	11	9	15	4	29	20	37	29	33	42	27	17	26	37	20
FBtr0334774	2L	2017490	2017640	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301067	2L	2017490	2017640	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301066	2L	2023962	2024112	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334773	2L	2023962	2024112	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0299676	2L	2035941	2036091	-	151	27	34	25	17	5	27	28	45	25	33	27	30	20	44	56	18
FBtr0077822	2L	2037664	2037814	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339529	2L	2037664	2037814	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334778	2L	2038478	2038628	+	151	280	205	23	10	21	84	15	46	48	30	50	34	100	219	37	24
FBtr0077824	2L	2039683	2039833	+	151	89	48	9	12	4	28	1	28	23	24	33	26	25	56	30	17
FBtr0310547	2L	2045444	2045594	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077825	2L	2045444	2045594	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077826	2L	2054539	2054689	+	151	24	20	16	36	0	25	18	60	27	55	35	18	13	15	40	24
FBtr0334779	2L	2079869	2080019	+	151	18	16	21	23	3	17	24	45	25	32	27	25	8	27	39	19
FBtr0334783	2L	2109778	2109928	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300671	2L	2109778	2109928	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334782	2L	2109778	2109928	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334781	2L	2129137	2129287	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077854	2L	2129137	2129287	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077828	2L	2130763	2130913	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100485	2L	2130763	2130913	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334814	2L	2145087	2145237	-	151	412	228	36	23	40	187	22	45	24	17	46	28	220	562	18	18
FBtr0334813	2L	2147175	2147325	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077852	2L	2147175	2147325	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077829	2L	2147468	2147618	+	151	348	121	30	14	28	137	13	28	22	19	59	35	234	579	19	18
FBtr0077831	2L	2151704	2151854	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330657	2L	2151704	2151854	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077832	2L	2155703	2155853	+	151	75	51	28	15	4	36	10	46	25	28	48	32	34	75	63	25
FBtr0077851	2L	2161427	2161577	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330659	2L	2161427	2161577	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077850	2L	2178654	2178804	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330660	2L	2178654	2178804	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330664	2L	2192286	2192436	-	151	198	94	56	44	22	107	17	52	18	11	55	28	197	422	27	15
FBtr0330663	2L	2197812	2197962	-	151	41	28	41	25	2	39	17	59	27	15	40	23	29	59	66	29
FBtr0307523	2L	2206066	2206216	-	151	52	28	19	34	2	21	45	27	31	32	51	22	24	38	61	17
FBtr0307522	2L	2209002	2209152	-	151	24	16	19	26	3	15	14	18	25	22	55	39	20	32	46	11
FBtr0077845	2L	2212471	2212621	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331649	2L	2212471	2212621	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303459	2L	2213959	2214109	-	151	50	24	6	5	5	38	8	13	22	22	30	16	24	64	12	4
FBtr0077844	2L	2214111	2214261	-	151	86	34	7	7	7	30	3	12	7	8	31	21	40	116	7	7
FBtr0077843	2L	2216211	2216361	-	151	186	116	11	12	8	74	12	23	15	22	52	34	90	253	24	8
FBtr0077835	2L	2217240	2217390	+	151	147	62	24	11	27	103	14	25	25	13	44	30	99	342	11	10
FBtr0077836	2L	2220698	2220848	+	151	59	35	17	8	4	34	9	13	28	15	48	27	44	85	24	14
FBtr0077837	2L	2222039	2222189	+	151	87	45	10	12	9	31	5	39	28	19	63	33	29	75	24	18
FBtr0077838	2L	2222607	2222757	+	151	63	44	7	9	3	39	10	13	38	37	61	32	33	74	23	17
FBtr0077839	2L	2223150	2223300	+	151	42	35	16	13	3	18	6	27	29	33	41	33	32	69	19	10
FBtr0100673	2L	2226292	2226442	+	151	208	87	12	12	10	124	5	12	10	6	37	16	138	347	16	5
FBtr0077840	2L	2226471	2226621	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100674	2L	2226471	2226621	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0329964	2L	2236744	2236894	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0329965	2L	2236744	2236894	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077809	2L	2238151	2238301	-	151	31	24	25	21	0	19	22	21	24	36	30	23	18	36	38	18
FBtr0077808	2L	2239284	2239434	-	151	35	24	23	29	1	9	28	24	24	34	44	26	18	43	55	14
FBtr0077807	2L	2240493	2240643	-	151	35	28	16	30	3	26	20	16	17	33	27	39	21	31	50	15
FBtr0335159	2L	2242328	2242478	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077751	2L	2242328	2242478	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302372	2L	2265221	2265371	-	151	21	15	13	8	1	16	16	9	20	23	21	23	11	6	30	13
FBtr0335162	2L	2269040	2269190	-	151	2	10	6	15	1	11	19	14	15	21	36	37	3	12	40	17
FBtr0344663	2L	2311630	2311780	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344662	2L	2311630	2311780	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333226	2L	2357256	2357406	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077799	2L	2357256	2357406	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330670	2L	2361755	2361905	-	151	74	22	5	10	5	45	3	21	48	31	50	38	23	34	16	16
FBtr0077798	2L	2362681	2362831	-	151	99	38	9	9	4	23	4	22	35	17	42	30	19	37	23	13
FBtr0077797	2L	2363404	2363554	-	151	143	86	9	9	16	51	3	22	31	25	49	30	44	89	15	5
FBtr0077796	2L	2364621	2364771	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330668	2L	2364621	2364771	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077794	2L	2364854	2365004	-	151	289	102	14	11	13	96	6	30	21	7	42	31	108	320	6	10
FBtr0077793	2L	2365173	2365323	-	151	264	96	4	1	13	108	1	8	4	3	21	17	102	231	6	11
FBtr0330665	2L	2365295	2365445	+	151	148	42	16	12	12	28	7	15	8	6	39	6	96	215	11	6
FBtr0330666	2L	2365544	2365694	+	151	504	202	67	24	45	110	21	43	26	28	62	30	295	724	18	30
FBtr0330667	2L	2371424	2371574	-	151	124	118	28	11	11	63	5	48	37	39	40	31	53	119	47	26
FBtr0303027	2L	2373637	2373787	-	151	119	61	9	13	7	64	3	38	45	60	37	29	62	114	28	11
FBtr0331441	2L	2373961	2374111	-	151	66	33	1	4	10	44	10	15	38	16	56	46	29	84	21	12
FBtr0077791	2L	2374527	2374677	-	151	122	56	6	2	8	51	5	27	10	7	55	30	62	114	12	14
FBtr0077765	2L	2375791	2375941	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331438	2L	2375791	2375941	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
