# Program:featureCounts v2.0.0; Command:"featureCounts" "-t" "ppc" "-g" "transcript_id" "-a" "/proj/snic2019-30-14/private/genomes/dm6/annotation/Drosophila_melanogaster.BDGP6.28.99.PROseq.gtf" "-o" "ChIPseq/K27me3-PROseq.counts.pmt.txt" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam
FBtr0077993	2L	1077715	1077865	-	151	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FBtr0077952	2L	1077898	1078048	+	151	17	15	18	32	12	7	51	32	23	6	64	8	26	4	54
FBtr0332569	2L	1080861	1081011	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077953	2L	1080861	1081011	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332570	2L	1102404	1102554	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332571	2L	1102404	1102554	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332273	2L	1108273	1108423	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077989	2L	1108273	1108423	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077954	2L	1108490	1108640	+	151	6	5	1	17	23	8	63	32	11	15	52	2	28	6	46
FBtr0077955	2L	1112891	1113041	+	151	23	22	6	50	58	21	38	41	22	17	78	8	19	5	37
FBtr0077988	2L	1118931	1119081	-	151	8	12	7	49	31	20	49	27	21	13	85	4	38	3	82
FBtr0077987	2L	1128853	1129003	-	151	22	11	9	21	16	7	42	29	18	8	35	4	34	2	57
FBtr0077956	2L	1129266	1129416	+	151	19	7	4	33	17	9	46	31	26	12	62	8	32	2	61
FBtr0077986	2L	1133998	1134148	-	151	42	29	35	45	46	23	29	41	17	13	75	7	18	5	56
FBtr0077957	2L	1134643	1134793	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0332271	2L	1134643	1134793	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077958	2L	1143151	1143301	+	151	10	5	10	30	34	14	39	20	14	10	68	5	29	3	48
FBtr0077959	2L	1147772	1147922	+	151	25	9	6	39	23	13	43	29	27	16	71	11	38	3	54
FBtr0077985	2L	1150577	1150727	-	151	21	18	17	32	17	11	62	35	26	7	59	7	31	7	62
FBtr0332274	2L	1156211	1156361	-	151	24	17	12	32	21	11	42	24	24	11	116	6	30	1	81
FBtr0100022	2L	1158162	1158312	-	151	4	8	4	18	18	9	41	29	24	15	35	9	30	2	50
FBtr0077961	2L	1158611	1158761	+	151	29	14	16	20	15	11	72	35	25	7	50	5	38	1	51
FBtr0331289	2L	1163786	1163936	-	151	23	13	9	39	34	21	27	25	20	9	86	8	26	3	74
FBtr0077962	2L	1164393	1164543	+	151	18	19	12	38	14	11	66	32	23	12	68	6	23	4	48
FBtr0304710	2L	1169842	1169992	-	151	11	9	9	30	9	10	32	21	12	12	52	5	24	8	46
FBtr0077980	2L	1169979	1170129	-	151	3	2	1	5	4	2	21	22	8	6	20	1	8	1	16
FBtr0344015	2L	1170265	1170415	-	151	26	18	16	26	24	10	62	29	39	11	67	8	40	6	53
FBtr0077979	2L	1172705	1172855	-	151	7	12	9	20	12	14	46	28	23	10	71	7	24	7	60
FBtr0331288	2L	1172959	1173109	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077966	2L	1172959	1173109	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344790	2L	1177640	1177790	+	151	5	14	9	26	27	18	46	31	22	11	44	9	49	3	35
FBtr0077978	2L	1183920	1184070	-	151	13	5	6	19	12	11	12	12	19	3	43	5	18	0	34
FBtr0077971	2L	1184015	1184165	+	151	7	3	7	21	5	7	12	22	9	6	30	3	10	2	27
FBtr0307056	2L	1185707	1185857	+	151	3	1	2	9	6	2	22	8	9	4	26	2	3	3	28
FBtr0335379	2L	1185845	1185995	+	151	6	7	4	19	17	11	15	12	10	8	55	9	20	1	46
FBtr0077972	2L	1186204	1186354	+	151	15	13	12	26	15	3	19	22	14	15	89	11	9	1	84
FBtr0114498	2L	1204165	1204315	+	151	29	22	39	47	52	23	33	23	24	5	62	7	20	1	52
FBtr0299796	2L	1219243	1219393	+	151	33	24	23	46	37	23	26	32	25	13	85	4	21	1	78
FBtr0335383	2L	1239986	1240136	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077920	2L	1239986	1240136	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0335384	2L	1256367	1256517	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077921	2L	1256367	1256517	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343837	2L	1334078	1334228	+	151	12	6	15	20	29	10	37	23	5	5	35	1	9	3	38
FBtr0077948	2L	1352768	1352918	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0343845	2L	1352768	1352918	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077947	2L	1354009	1354159	-	151	20	15	13	22	47	18	35	35	17	15	32	4	12	1	29
FBtr0077944	2L	1355824	1355974	-	151	21	21	11	23	32	15	40	23	18	9	35	6	14	2	31
FBtr0077942	2L	1361635	1361785	-	151	23	6	10	12	13	11	10	12	4	8	47	6	19	2	33
FBtr0343844	2L	1361721	1361871	-	151	20	5	9	25	17	7	17	11	10	6	29	2	9	2	17
FBtr0343838	2L	1367946	1368096	+	151	17	10	18	18	30	8	34	30	9	7	46	6	19	1	33
FBtr0329985	2L	1420353	1420503	-	151	27	21	31	35	41	23	65	34	30	10	125	11	54	5	125
FBtr0343842	2L	1442577	1442727	+	151	25	23	68	19	63	25	54	27	17	9	42	8	24	3	36
FBtr0077929	2L	1492245	1492395	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334817	2L	1492245	1492395	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077930	2L	1494020	1494170	+	151	24	26	31	46	48	12	31	34	22	8	64	5	24	2	55
FBtr0334818	2L	1495410	1495560	+	151	19	11	18	21	40	16	41	19	15	5	30	4	6	0	32
FBtr0077931	2L	1495679	1495829	+	151	29	37	51	73	48	22	47	36	25	10	67	6	31	9	78
FBtr0077932	2L	1497193	1497343	+	151	24	23	37	46	47	21	36	33	25	14	83	8	26	3	70
FBtr0077938	2L	1500186	1500336	-	151	15	14	11	22	31	9	28	17	14	8	37	2	29	2	39
FBtr0077937	2L	1500329	1500479	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077936	2L	1500338	1500488	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334822	2L	1500508	1500658	-	151	4	9	14	13	24	4	34	20	9	12	30	6	9	0	41
FBtr0334820	2L	1502804	1502954	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077933	2L	1502804	1502954	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077873	2L	1520441	1520591	+	151	32	28	28	35	61	37	31	27	27	8	68	5	22	2	58
FBtr0077874	2L	1522647	1522797	+	151	23	22	18	42	73	20	25	34	19	12	36	5	21	0	52
FBtr0344146	2L	1555079	1555229	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0310019	2L	1555079	1555229	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077917	2L	1587055	1587205	-	151	16	14	10	17	33	9	32	22	15	8	48	9	14	3	38
FBtr0077916	2L	1611057	1611207	-	151	11	10	6	20	19	11	41	26	17	8	63	3	32	4	56
FBtr0077876	2L	1611360	1611510	+	151	5	5	5	17	19	15	47	35	13	3	30	5	23	1	36
FBtr0334842	2L	1614060	1614210	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334843	2L	1614060	1614210	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077915	2L	1614060	1614210	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0307047	2L	1651208	1651358	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303935	2L	1651208	1651358	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303934	2L	1667797	1667947	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077878	2L	1667797	1667947	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077881	2L	1704852	1705002	+	151	30	20	20	33	9	12	65	41	19	5	40	9	38	8	46
FBtr0331630	2L	1705081	1705231	+	151	67	30	26	50	27	19	60	34	18	16	62	11	27	3	64
FBtr0077912	2L	1710321	1710471	-	151	4	10	2	17	9	12	25	13	12	6	40	5	23	1	36
FBtr0077882	2L	1710412	1710562	+	151	11	5	10	15	8	3	26	12	9	5	19	2	7	2	35
FBtr0077911	2L	1715751	1715901	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333544	2L	1715751	1715901	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0306167	2L	1724288	1724438	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077910	2L	1724288	1724438	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077909	2L	1727617	1727767	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302115	2L	1727617	1727767	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077907	2L	1728363	1728513	-	151	8	6	4	24	12	10	50	31	23	14	41	6	29	0	45
FBtr0345430	2L	1728682	1728832	+	151	16	13	9	29	13	11	48	32	13	14	53	4	25	6	41
FBtr0077906	2L	1729536	1729686	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077905	2L	1729536	1729686	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077884	2L	1729837	1729987	+	151	24	15	9	32	38	19	35	28	19	12	109	5	36	5	92
FBtr0333543	2L	1732256	1732406	-	151	9	7	8	25	9	10	57	20	20	5	38	3	28	2	62
FBtr0077885	2L	1732474	1732624	+	151	6	11	7	12	20	11	37	18	17	7	59	6	31	3	38
FBtr0077886	2L	1737417	1737567	+	151	24	24	21	46	51	20	43	23	26	8	75	8	34	2	77
FBtr0077903	2L	1752022	1752172	-	151	21	14	7	28	17	11	44	34	11	7	42	8	29	4	43
FBtr0077902	2L	1756351	1756501	-	151	35	39	24	35	39	14	45	27	18	12	64	7	26	0	37
FBtr0077888	2L	1784012	1784162	+	151	39	17	28	50	31	21	29	28	24	15	91	5	13	0	90
FBtr0310114	2L	1790261	1790411	-	151	13	17	16	30	41	11	38	36	19	7	46	1	9	0	42
FBtr0077899	2L	1791723	1791873	-	151	19	19	25	26	27	15	38	23	21	7	42	5	22	1	31
FBtr0100188	2L	1793168	1793318	-	151	27	22	11	33	35	12	30	26	24	16	56	7	18	6	59
FBtr0077897	2L	1794817	1794967	-	151	31	22	25	31	32	20	32	29	26	13	68	8	23	0	59
FBtr0077896	2L	1823231	1823381	-	151	25	16	21	15	45	14	44	34	11	9	36	4	10	8	45
FBtr0473603	2L	1826400	1826550	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0473602	2L	1826400	1826550	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0089786	2L	1836488	1836638	+	151	10	17	27	29	37	21	27	21	15	16	82	5	18	5	52
FBtr0077891	2L	1869753	1869903	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334824	2L	1869753	1869903	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0304597	2L	1880572	1880722	-	151	18	27	21	36	45	20	34	38	26	8	63	9	21	0	46
FBtr0334826	2L	1881380	1881530	-	151	24	25	21	22	43	21	36	28	12	11	43	6	18	4	34
FBtr0473590	2L	1883114	1883264	-	151	50	24	30	39	55	29	35	35	18	15	74	7	20	4	61
FBtr0333007	2L	1884572	1884722	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077811	2L	1884572	1884722	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0309828	2L	1911692	1911842	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0113011	2L	1911692	1911842	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0110882	2L	1927703	1927853	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0110883	2L	1927703	1927853	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330202	2L	1954453	1954603	-	151	447	344	591	217	208	92	56	26	26	14	95	8	35	4	58
FBtr0330200	2L	1970262	1970412	-	151	469	399	645	329	396	158	45	33	21	16	66	8	33	1	59
FBtr0334758	2L	1973907	1974057	+	151	28	30	43	9	48	19	36	19	6	4	22	1	0	4	16
FBtr0077813	2L	1974062	1974212	+	151	49	43	25	64	32	15	28	13	22	9	60	13	31	3	55
FBtr0077869	2L	1980655	1980805	-	151	21	26	22	33	24	21	50	29	23	12	64	8	25	6	73
FBtr0077815	2L	1982167	1982317	+	151	26	19	9	31	17	13	46	22	26	10	69	6	31	7	57
FBtr0077868	2L	1986855	1987005	-	151	7	10	5	13	33	18	39	36	10	5	31	6	11	10	39
FBtr0077867	2L	1987658	1987808	-	151	10	18	4	39	46	18	41	27	10	9	44	5	29	3	30
FBtr0309285	2L	2006213	2006363	-	151	26	28	26	53	44	18	31	25	19	14	87	5	23	4	82
FBtr0330672	2L	2009809	2009959	+	151	9	8	3	19	23	9	62	31	20	14	57	11	34	3	56
FBtr0330671	2L	2011666	2011816	+	151	9	15	20	37	37	20	42	27	13	8	38	6	15	6	36
FBtr0334774	2L	2017490	2017640	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301067	2L	2017490	2017640	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0301066	2L	2023962	2024112	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334773	2L	2023962	2024112	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0299676	2L	2035941	2036091	-	151	25	17	28	45	56	18	27	30	25	14	77	13	21	4	66
FBtr0077822	2L	2037664	2037814	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0339529	2L	2037664	2037814	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334778	2L	2038478	2038628	+	151	23	10	15	46	37	24	50	34	27	17	96	10	39	6	88
FBtr0077824	2L	2039683	2039833	+	151	9	12	1	28	30	17	33	26	31	8	52	3	31	3	50
FBtr0310547	2L	2045444	2045594	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077825	2L	2045444	2045594	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077826	2L	2054539	2054689	+	151	16	36	18	60	40	24	35	18	19	14	59	9	19	0	33
FBtr0334779	2L	2079869	2080019	+	151	21	23	24	45	39	19	27	25	20	3	46	6	19	3	47
FBtr0334783	2L	2109778	2109928	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0300671	2L	2109778	2109928	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334782	2L	2109778	2109928	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334781	2L	2129137	2129287	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077854	2L	2129137	2129287	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077828	2L	2130763	2130913	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100485	2L	2130763	2130913	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0334814	2L	2145087	2145237	-	151	36	23	22	45	18	18	46	28	17	10	46	3	35	6	46
FBtr0334813	2L	2147175	2147325	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077852	2L	2147175	2147325	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077829	2L	2147468	2147618	+	151	30	14	13	28	19	18	59	35	23	13	71	3	25	8	50
FBtr0077831	2L	2151704	2151854	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330657	2L	2151704	2151854	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077832	2L	2155703	2155853	+	151	28	15	10	46	63	25	48	32	20	13	85	10	44	7	69
FBtr0077851	2L	2161427	2161577	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330659	2L	2161427	2161577	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077850	2L	2178654	2178804	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330660	2L	2178654	2178804	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330664	2L	2192286	2192436	-	151	56	44	17	52	27	15	55	28	24	16	65	9	37	9	49
FBtr0330663	2L	2197812	2197962	-	151	41	25	17	59	66	29	40	23	24	10	74	9	26	7	104
FBtr0307523	2L	2206066	2206216	-	151	19	34	45	27	61	17	51	22	12	11	33	9	23	2	41
FBtr0307522	2L	2209002	2209152	-	151	19	26	14	18	46	11	55	39	17	16	53	6	13	4	38
FBtr0077845	2L	2212471	2212621	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331649	2L	2212471	2212621	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0303459	2L	2213959	2214109	-	151	6	5	8	13	12	4	30	16	18	6	41	6	18	0	28
FBtr0077844	2L	2214111	2214261	-	151	7	7	3	12	7	7	31	21	23	10	39	5	20	2	32
FBtr0077843	2L	2216211	2216361	-	151	11	12	12	23	24	8	52	34	18	17	60	8	28	2	62
FBtr0077835	2L	2217240	2217390	+	151	24	11	14	25	11	10	44	30	21	13	66	9	31	7	70
FBtr0077836	2L	2220698	2220848	+	151	17	8	9	13	24	14	48	27	25	16	45	14	37	9	41
FBtr0077837	2L	2222039	2222189	+	151	10	12	5	39	24	18	63	33	36	17	60	7	36	3	49
FBtr0077838	2L	2222607	2222757	+	151	7	9	10	13	23	17	61	32	22	8	32	7	29	2	29
FBtr0077839	2L	2223150	2223300	+	151	16	13	6	27	19	10	41	33	13	10	41	5	22	4	41
FBtr0100673	2L	2226292	2226442	+	151	12	12	5	12	16	5	37	16	23	10	36	7	17	0	39
FBtr0077840	2L	2226471	2226621	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0100674	2L	2226471	2226621	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0329964	2L	2236744	2236894	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0329965	2L	2236744	2236894	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077809	2L	2238151	2238301	-	151	25	21	22	21	38	18	30	23	17	15	60	3	24	2	47
FBtr0077808	2L	2239284	2239434	-	151	23	29	28	24	55	14	44	26	22	10	49	3	22	5	36
FBtr0077807	2L	2240493	2240643	-	151	16	30	20	16	50	15	27	39	12	7	33	2	19	2	31
FBtr0335159	2L	2242328	2242478	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077751	2L	2242328	2242478	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0302372	2L	2265221	2265371	-	151	13	8	16	9	30	13	21	23	15	5	24	7	7	5	30
FBtr0335162	2L	2269040	2269190	-	151	6	15	19	14	40	17	36	37	20	3	40	6	13	2	41
FBtr0344663	2L	2311630	2311780	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0344662	2L	2311630	2311780	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0333226	2L	2357256	2357406	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077799	2L	2357256	2357406	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330670	2L	2361755	2361905	-	151	5	10	3	21	16	16	50	38	21	9	42	8	18	3	33
FBtr0077798	2L	2362681	2362831	-	151	9	9	4	22	23	13	42	30	21	9	50	5	21	1	33
FBtr0077797	2L	2363404	2363554	-	151	9	9	3	22	15	5	49	30	18	14	37	8	33	6	45
FBtr0077796	2L	2364621	2364771	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0330668	2L	2364621	2364771	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077794	2L	2364854	2365004	-	151	14	11	6	30	6	10	42	31	26	6	47	9	27	6	46
FBtr0077793	2L	2365173	2365323	-	151	4	1	1	8	6	11	21	17	18	4	21	2	18	1	20
FBtr0330665	2L	2365295	2365445	+	151	16	12	7	15	11	6	39	6	13	7	34	4	17	6	29
FBtr0330666	2L	2365544	2365694	+	151	67	24	21	43	18	30	62	30	26	8	68	8	39	4	79
FBtr0330667	2L	2371424	2371574	-	151	28	11	5	48	47	26	40	31	23	7	119	6	20	1	75
FBtr0303027	2L	2373637	2373787	-	151	9	13	3	38	28	11	37	29	14	17	102	8	25	5	69
FBtr0331441	2L	2373961	2374111	-	151	1	4	10	15	21	12	56	46	19	14	32	8	24	2	41
FBtr0077791	2L	2374527	2374677	-	151	6	2	5	27	12	14	55	30	25	12	58	7	46	3	81
FBtr0077765	2L	2375791	2375941	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0331438	2L	2375791	2375941	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077766	2L	2376059	2376209	+	151	29	21	27	43	27	16	49	30	16	17	59	3	24	6	73
FBtr0331437	2L	2376283	2376433	+	151	13	9	6	42	24	24	38	26	23	3	103	7	20	5	51
FBtr0077767	2L	2381047	2381197	+	151	26	15	11	25	19	19	45	39	20	10	53	10	36	2	57
FBtr0077768	2L	2383152	2383302	+	151	7	5	4	11	16	12	45	30	17	10	38	4	15	7	30
FBtr0331439	2L	2385692	2385842	-	151	40	28	48	32	48	31	30	42	15	13	58	6	21	1	49
FBtr0335464	2L	2390589	2390739	-	151	13	14	35	20	35	10	18	18	6	4	22	3	8	0	28
FBtr0331202	2L	2391610	2391760	+	151	37	55	68	48	74	34	32	28	15	8	57	5	21	2	31
FBtr0077769	2L	2400245	2400395	+	151	22	37	34	41	47	27	33	24	19	6	52	2	11	0	56
FBtr0307078	2L	2400701	2400851	+	151	89	57	143	60	51	21	30	47	21	13	79	6	34	4	66
FBtr0307079	2L	2415222	2415372	-	151	28	23	40	43	49	17	31	24	12	13	66	5	11	1	46
FBtr0077788	2L	2416556	2416706	-	151	6	10	6	7	7	4	12	11	6	4	13	2	5	0	10
FBtr0077787	2L	2416620	2416770	-	151	6	3	1	3	6	2	7	4	5	5	12	4	2	0	12
FBtr0112752	2L	2417865	2418015	-	151	33	22	23	23	35	9	32	28	17	6	56	6	20	0	36
FBtr0331203	2L	2419704	2419854	-	151	14	20	22	37	49	25	29	33	3	7	47	12	24	1	65
FBtr0112751	2L	2419913	2420063	-	151	24	17	23	24	33	18	31	23	22	17	78	4	28	1	62
FBtr0077770	2L	2420780	2420930	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0335462	2L	2420780	2420930	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077771	2L	2428322	2428472	+	151	77	45	59	56	55	16	38	20	14	18	85	5	21	4	88
FBtr0077772	2L	2450143	2450293	+	151	320	301	800	705	626	369	53	24	15	15	85	13	41	3	78
FBtr0077773	2L	2451179	2451329	+	151	52	37	136	147	178	59	58	22	21	12	85	6	26	6	67
FBtr0077775	2L	2454687	2454837	+	151	19	34	139	173	92	21	39	29	23	8	162	3	34	2	64
FBtr0335169	2L	2492571	2492721	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077782	2L	2492571	2492721	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBtr0077777	2L	2492905	2493055	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
