# Program:featureCounts v2.0.0; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Genrich/K27me3.genrich.encode.narrowPeak.merged.SAF" "-o" "ChIPseq/K27me3.featureCount.count.tab.txt" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27me3_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam
Region190	chr2L	10293591	10295466	.	1876	2283	2375	2601	966	1807	1518	314	462	379	427	40	100	67	233	195
Region191	chr2L	10295881	10296689	.	809	1255	762	1412	226	879	704	140	198	287	216	36	75	36	159	106
Region192	chr2L	10351740	10352069	.	330	549	379	510	148	629	274	46	80	230	107	4	30	20	54	43
Region193	chr2L	10353125	10353886	.	762	1375	890	1410	404	1176	638	103	157	271	263	14	61	37	132	107
Region194	chr2L	10354210	10355285	.	1076	1556	1124	1522	469	1243	648	136	278	305	342	33	81	39	169	141
Region195	chr2L	11336881	11337657	.	777	661	860	1126	377	617	381	97	137	232	203	8	43	38	83	76
Region196	chr2L	11342500	11343149	.	650	730	756	1412	316	588	389	77	123	224	184	15	45	37	115	90
Region197	chr2L	11349576	11350020	.	445	338	343	957	120	363	293	72	120	165	117	4	36	16	78	49
Region198	chr2L	11353930	11355748	.	1819	1970	2078	4471	785	1780	1253	228	334	497	441	36	105	47	192	177
Region199	chr2L	11357417	11357973	.	557	473	698	1202	236	402	381	84	132	89	126	3	30	19	90	42
Region200	chr2L	11358203	11358526	.	324	274	339	761	129	323	226	63	77	81	75	1	19	17	41	31
Region201	chr2L	11358940	11360033	.	1094	1012	1406	2258	618	1094	1173	146	220	382	234	15	48	46	81	115
Region202	chr2L	11360325	11361356	.	1032	1586	1392	2914	514	1386	1121	162	193	323	320	17	52	42	131	125
Region203	chr2L	11361600	11361919	.	320	296	437	691	157	305	238	55	80	75	63	6	12	11	52	33
Region204	chr2L	11362580	11362921	.	342	372	294	751	93	287	210	35	46	122	118	0	20	12	41	22
Region205	chr2L	11366323	11368149	.	1827	1998	1169	3363	452	2010	1268	193	274	780	597	36	122	72	194	194
Region206	chr2L	11436458	11437103	.	646	257	577	588	316	380	484	84	90	361	146	13	39	14	55	49
Region207	chr2L	11438842	11440299	.	1458	1207	1489	3074	708	1256	1592	215	227	778	472	25	102	57	158	181
Region208	chr2L	11440613	11441539	.	927	797	1061	1962	397	634	765	134	175	333	300	17	69	41	121	117
Region209	chr2L	11442088	11442578	.	491	392	619	796	223	309	396	70	106	115	113	3	25	20	50	57
Region210	chr2L	11442851	11445555	.	2705	2968	4307	5833	1794	2314	3658	371	652	560	569	49	162	88	317	240
Region211	chr2L	11446288	11447631	.	1344	2153	2860	3921	1301	1697	2399	162	326	377	396	16	69	49	155	140
Region212	chr2L	11448281	11455842	.	7562	9337	12726	18197	6098	7449	12366	997	1546	2132	1835	145	489	299	954	797
Region213	chr2L	11456404	11458962	.	2559	2454	3135	4050	1425	1801	2521	347	513	624	676	47	172	84	335	267
Region214	chr2L	11459330	11459767	.	438	340	489	821	170	317	430	56	75	138	137	6	26	22	86	56
Region215	chr2L	11461392	11462654	.	1263	1065	1189	2120	635	917	1023	139	190	452	349	14	80	47	147	132
Region216	chr2L	11464279	11464662	.	384	252	406	608	175	254	298	60	87	139	99	0	28	16	56	40
Region217	chr2L	12076927	12077638	.	712	1100	882	898	440	1062	778	95	139	353	272	23	64	30	116	108
Region218	chr2L	12077890	12080481	.	2592	4229	3299	3089	1597	3221	2232	321	443	845	845	65	138	97	358	309
Region219	chr2L	12080913	12093211	.	12299	30854	23867	28749	12580	27034	22667	1626	2406	4629	3746	212	819	495	1835	1300
Region220	chr2L	12585834	12586334	.	501	660	246	1015	112	738	213	70	86	147	136	2	33	14	70	60
Region221	chr2L	12587506	12587884	.	379	400	145	684	40	380	124	58	79	116	115	2	19	17	39	47
Region222	chr2L	12611730	12612458	.	729	1017	351	1945	86	869	407	98	156	328	279	10	52	35	127	104
Region223	chr2L	12613650	12614273	.	624	992	388	1721	208	1074	531	91	140	291	230	16	56	46	115	81
Region224	chr2L	12616442	12617017	.	576	665	339	1388	103	699	336	86	145	173	150	21	40	23	89	52
Region225	chr2L	12664044	12664660	.	617	520	659	855	398	424	398	89	121	172	143	7	33	25	71	58
Region226	chr2L	12664917	12665529	.	613	599	711	1019	373	385	467	72	127	288	243	9	29	17	102	75
Region227	chr2L	12667251	12668145	.	895	830	913	1466	519	604	570	127	167	345	304	30	62	51	158	123
Region228	chr2L	12672794	12673717	.	924	1287	1041	2393	472	1096	831	145	184	434	378	28	65	30	136	112
Region229	chr2L	12675876	12676832	.	957	1146	937	2163	525	992	927	158	233	320	286	8	80	41	144	113
Region230	chr2L	12677098	12677699	.	602	670	779	1338	371	639	628	84	161	158	131	10	53	19	119	71
Region231	chr2L	13224085	13225103	.	1019	225	1408	159	665	124	288	149	308	623	473	20	90	45	215	172
Region232	chr2L	13227946	13228515	.	570	473	738	206	510	407	702	75	118	612	287	18	54	21	85	121
Region233	chr2L	13229980	13230566	.	587	417	777	345	500	389	554	90	134	581	368	15	70	24	113	116
Region234	chr2L	13230957	13231554	.	598	349	706	240	339	271	326	93	149	273	215	7	80	29	101	152
Region235	chr2L	13232089	13232966	.	878	800	880	599	592	535	704	114	179	524	553	8	74	58	171	149
Region236	chr2L	13235870	13236223	.	354	231	397	115	209	136	126	44	77	160	131	7	29	18	72	46
Region237	chr2L	13868552	13869121	.	570	396	555	250	293	246	382	78	121	251	194	9	38	23	96	69
Region238	chr2L	13870230	13871593	.	1364	1066	1427	728	667	627	875	173	282	436	414	39	84	54	216	144
Region239	chr2L	13886389	13887022	.	634	420	762	305	283	277	350	100	166	117	103	16	32	12	68	56
Region240	chr2L	13887328	13888710	.	1383	978	1446	657	687	622	852	163	283	442	424	18	81	58	203	173
Region241	chr2L	14256440	14256808	.	369	413	441	392	215	387	166	64	86	137	124	8	28	12	66	40
Region242	chr2L	14257355	14258232	.	878	908	971	701	440	735	384	117	162	288	261	18	71	27	130	108
Region243	chr2L	14259350	14260797	.	1448	1423	1642	1360	771	1137	705	182	289	410	393	14	82	53	177	146
Region244	chr2L	14436749	14437957	.	1209	1621	1160	1377	565	1032	926	168	266	463	425	16	87	65	211	158
Region245	chr2L	14487100	14487668	.	569	704	444	770	219	446	275	102	139	154	174	20	33	29	107	51
Region246	chr2L	14488075	14488605	.	531	769	593	689	315	522	354	74	127	167	159	4	39	20	75	59
Region247	chr2L	14491039	14493334	.	2296	1370	2900	822	1667	1642	1259	296	469	1182	593	52	146	95	339	224
Region248	chr2L	15100141	15101141	.	1001	1312	674	506	274	1159	310	117	204	292	295	25	76	42	128	109
Region249	chr2L	15102239	15102760	.	522	884	460	322	195	813	180	77	120	164	174	13	29	16	63	59
Region250	chr2L	15103299	15103824	.	526	853	415	327	145	742	146	70	109	169	153	11	32	16	70	43
Region251	chr2L	15104213	15104967	.	755	799	569	394	175	798	195	118	130	177	174	13	44	28	78	92
Region252	chr2L	15106047	15110669	.	4623	10343	5749	5155	2695	9695	3445	600	886	1386	1346	88	293	183	558	490
Region253	chr2L	15111643	15112991	.	1349	4226	1888	2101	962	3631	1363	178	250	546	466	38	91	38	220	145
Region254	chr2L	15316798	15317888	.	1091	1052	1143	678	588	799	486	145	228	350	324	12	70	47	148	115
Region255	chr2L	15318101	15318912	.	812	785	940	672	539	634	500	121	170	353	270	15	58	26	118	123
Region256	chr2L	15321002	15322493	.	1492	2488	1867	1673	935	1856	1261	210	306	538	489	36	115	62	191	179
Region257	chr2L	15322961	15323678	.	718	899	537	873	257	743	611	97	190	295	280	14	60	35	115	98
Region258	chr2L	15325025	15325596	.	572	785	411	758	194	572	578	82	151	217	186	9	43	22	106	65
Region259	chr2L	15326857	15327637	.	781	1012	960	986	504	974	758	98	179	216	165	12	51	23	107	64
Region260	chr2L	15327862	15330402	.	2541	3304	3406	3763	1533	2905	1754	323	515	582	602	49	153	76	295	256
Region261	chr2L	15330622	15331048	.	427	575	397	1040	183	497	316	66	114	144	136	21	31	24	84	55
Region262	chr2L	15331671	15332567	.	897	1199	1483	1470	721	1093	366	145	223	198	185	15	54	19	120	88
Region263	chr2L	15334007	15340799	.	6793	10536	10218	14805	5368	10904	6831	887	1412	2241	2047	108	414	251	801	740
Region264	chr2L	15403692	15404088	.	397	494	252	259	76	464	141	51	52	175	124	5	31	20	60	46
Region265	chr2L	15423780	15425805	.	2026	3057	1080	3126	403	3021	779	244	310	945	797	45	153	92	241	258
Region266	chr2L	15427714	15428068	.	355	450	187	644	72	507	132	51	90	159	149	8	37	14	58	49
Region267	chr2L	15433601	15434095	.	495	567	254	589	77	481	137	85	99	197	137	17	26	23	76	63
Region268	chr2L	15466266	15466735	.	470	479	375	349	150	514	149	81	93	151	117	7	27	13	68	42
Region269	chr2L	15467743	15470395	.	2653	3259	2424	1855	1206	3106	751	347	458	941	873	47	147	107	361	286
Region270	chr2L	15472313	15475550	.	3238	5801	3311	2538	1745	4981	995	378	614	1229	1065	53	210	136	479	372
Region271	chr2L	15475810	15476408	.	599	795	803	491	357	663	132	96	148	231	231	13	46	41	113	80
Region272	chr2L	15476758	15478157	.	1400	2959	2389	986	1444	2803	593	190	284	760	631	40	107	69	400	182
Region273	chr2L	15478710	15481763	.	3054	4646	3547	2543	1982	3916	824	396	617	1016	1060	82	200	121	533	334
Region274	chr2L	15482271	15485431	.	3161	6737	5528	3770	3513	5211	1199	422	623	1062	935	50	202	125	506	304
Region275	chr2L	15485954	15490008	.	4055	5788	5824	4295	3069	4488	969	480	780	1213	1292	63	239	155	681	430
Region276	chr2L	15490255	15490863	.	609	733	675	400	362	613	181	84	111	211	220	17	39	30	116	68
Region277	chr2L	16330073	16331051	.	979	70	1658	28	756	52	98	135	248	298	263	27	73	52	178	127
Region278	chr2L	16416754	16422785	.	6032	10345	10818	13585	4688	9470	6582	757	1199	1624	1534	140	344	213	763	661
Region279	chr2L	16423101	16427153	.	4053	6252	6641	9205	2832	5996	4190	553	813	915	979	88	242	122	517	385
Region280	chr2L	16427358	16428605	.	1248	1610	1549	2244	668	1453	887	168	255	294	310	15	82	52	139	104
Region281	chr2L	16428964	16429587	.	624	734	675	893	289	736	483	81	116	174	158	15	41	23	69	66
Region282	chr2L	16429824	16430288	.	465	517	557	810	158	563	311	48	88	124	130	15	30	23	71	49
Region283	chr2L	16431869	16433294	.	1426	1754	1301	2074	579	1694	902	191	249	407	412	19	67	47	173	143
Region284	chr2L	16433531	16433876	.	346	513	391	509	152	422	175	47	80	100	101	15	24	16	42	41
Region285	chr2L	16434248	16437172	.	2925	4078	3538	4831	1771	3455	2241	356	525	756	822	38	174	102	310	297
Region286	chr2L	16438406	16438995	.	590	660	644	733	236	655	330	82	118	206	185	13	27	18	75	65
Region287	chr2L	16441583	16442023	.	441	552	420	582	169	508	248	63	96	163	187	20	34	23	65	61
Region288	chr2L	16472129	16473572	.	1444	878	1491	951	701	1821	957	163	246	671	237	11	55	46	127	119
Region289	chr2L	16474631	16475572	.	942	1407	954	1874	336	1255	700	113	204	281	306	12	58	34	105	116
Region290	chr2L	16477553	16486069	.	8517	13747	13456	19097	6185	14373	11885	1075	1724	2528	2277	157	483	293	933	901
Region291	chr2L	16486604	16487450	.	847	1131	1513	1833	675	1180	808	145	200	185	209	13	51	30	109	101
Region292	chr2L	17258955	17259567	.	613	458	714	512	266	433	224	85	139	147	146	11	43	20	84	62
Region293	chr2L	17259888	17260618	.	731	493	926	672	383	490	293	92	196	177	165	24	61	32	97	80
Region294	chr2L	17261162	17263720	.	2559	1400	3229	3045	1432	1177	2133	339	572	732	670	54	169	88	362	275
Region295	chr2L	17264042	17266257	.	2216	2966	4739	3376	2591	2318	3240	301	477	600	522	44	142	81	311	230
Region296	chr2L	17267710	17269170	.	1461	1262	1849	1235	791	824	736	168	286	415	408	39	89	52	168	130
Region297	chr2L	17269725	17270071	.	347	217	390	274	218	219	203	59	74	178	121	15	32	14	47	37
Region298	chr2L	17736506	17737094	.	589	778	775	289	333	686	184	88	111	177	146	11	49	26	106	86
Region299	chr2L	17737932	17739735	.	1804	2656	2337	867	1244	2157	669	227	375	700	678	60	144	83	368	226
Region300	chr2L	17740911	17742887	.	1977	2916	3858	932	1840	2230	767	281	406	455	450	34	133	83	326	221
Region301	chr2L	17744058	17746410	.	2353	3000	4268	1164	2123	2562	901	341	495	566	580	70	132	103	333	236
Region302	chr2L	17746677	17747216	.	540	649	693	212	307	445	208	89	119	144	188	21	34	20	88	48
Region303	chr2L	17747426	17748344	.	919	1038	1088	339	540	894	278	127	199	303	282	14	61	34	169	110
Region304	chr2L	17749618	17750289	.	672	775	1067	289	606	785	234	77	123	184	192	12	46	25	126	81
Region305	chr2L	18332577	18332967	.	391	202	448	192	243	183	204	58	72	107	100	8	30	19	59	52
Region306	chr2L	18367539	18368731	.	1193	402	1266	327	579	376	322	146	219	249	240	11	59	40	172	109
Region307	chr2L	18595039	18598755	.	3717	9540	7315	5648	3636	7069	5227	491	844	1374	1408	88	263	186	678	518
Region308	chr2L	18599066	18602992	.	3927	6483	4077	3056	1718	5669	2361	567	794	1444	1328	83	286	184	621	479
Region309	chr2L	18603718	18604126	.	409	448	262	143	124	463	119	55	121	135	169	23	27	24	83	57
Region310	chr2L	18724617	18724978	.	362	655	167	611	84	474	223	62	69	202	214	5	35	13	60	63
Region311	chr2L	18728468	18729337	.	870	1097	676	1051	209	904	280	104	190	213	213	10	43	39	115	103
Region312	chr2L	18729866	18732232	.	2367	2492	2052	2755	601	2337	634	328	482	555	582	66	131	100	265	232
Region313	chr2L	18733400	18737104	.	3705	7497	6331	9330	2505	6287	3014	460	754	1031	1135	81	223	139	468	379
Region314	chr2L	18737592	18740080	.	2489	4522	3951	5237	1503	4340	2301	325	468	582	647	43	166	78	318	286
Region315	chr2L	18740331	18742055	.	1725	3088	1586	3334	694	3271	1126	200	264	535	534	41	90	50	182	171
Region316	chr2L	18743133	18743875	.	743	980	518	1097	231	1074	422	95	124	324	268	14	58	26	84	88
Region317	chr2L	18772408	18773185	.	778	1185	543	969	233	1010	325	93	135	313	321	21	55	26	119	107
Region318	chr2L	18773404	18773904	.	501	670	344	684	116	661	225	60	88	149	162	17	43	25	76	63
Region319	chr2L	18774599	18775195	.	597	651	434	684	143	859	218	80	134	225	195	9	31	24	105	77
Region320	chr2L	18775468	18775924	.	457	606	304	588	88	517	185	59	89	181	190	7	32	27	94	48
Region321	chr2L	18777602	18782760	.	5159	8649	6941	11405	2752	9001	5390	670	973	1553	1442	96	344	188	715	545
Region322	chr2L	18783531	18789558	.	6028	10054	8049	14078	2784	9908	5996	764	1118	1522	1654	127	330	232	677	616
Region323	chr2L	18789765	18790647	.	883	1016	881	1823	296	1065	665	126	157	248	261	15	40	33	126	100
Region324	chr2L	18791571	18795296	.	3726	5461	3249	8509	1189	5609	2685	453	683	1019	987	59	231	122	414	392
Region325	chr2L	18795938	18802226	.	6289	8788	5136	13721	1763	8269	3985	834	1139	2007	1954	100	448	274	867	700
Region326	chr2L	18804558	18806543	.	1986	2480	1810	3477	716	2293	1144	253	316	579	587	49	120	81	260	222
Region327	chr2L	18806783	18807482	.	700	834	767	998	300	844	363	98	151	195	179	30	43	25	105	59
Region328	chr2L	18807692	18808499	.	808	1206	755	1288	281	1033	376	116	142	300	290	28	42	31	123	94
Region329	chr2L	18809253	18811372	.	2120	2489	1781	3518	646	2239	1252	261	382	705	650	32	121	97	286	248
Region330	chr2L	18813036	18813765	.	730	959	637	1247	219	945	517	103	128	290	273	12	52	29	100	90
Region331	chr2L	18815583	18815922	.	340	474	280	540	83	393	175	61	77	132	148	4	32	18	61	47
Region332	chr2L	18861669	18862055	.	387	185	364	951	150	176	329	72	76	184	176	5	46	13	63	56
Region333	chr2L	18862657	18863393	.	737	225	543	1551	183	209	443	110	169	280	245	9	58	42	108	92
Region334	chr2L	18863841	18864486	.	646	235	699	1295	263	192	389	88	123	188	182	10	60	24	92	83
Region335	chr2L	18864797	18866499	.	1703	608	1857	3394	694	635	1159	242	314	466	437	19	86	65	215	203
Region336	chr2L	18867346	18869815	.	2470	1148	2886	5689	1123	1082	2137	333	454	839	762	39	184	94	353	299
Region337	chr2L	18870354	18870857	.	504	214	557	1129	195	228	415	89	138	175	159	7	49	24	77	73
Region338	chr2L	18871238	18881220	.	9983	4560	14713	24909	6721	4154	11917	1182	1932	2957	2678	206	645	355	1323	1097
Region339	chr2L	18881656	18890184	.	8529	6688	12221	22858	5310	6267	10754	1045	1477	2490	2231	144	512	283	899	876
Region340	chr2L	18890489	18895018	.	4530	2075	6031	8177	2528	1682	3025	575	850	1498	1356	90	309	177	598	510
Region341	chr2L	18895324	18895733	.	410	192	286	1055	97	164	268	68	87	233	155	4	38	15	67	53
Region342	chr2L	18896165	18896781	.	617	209	750	843	407	273	502	82	99	229	149	14	43	15	90	70
Region343	chr2L	18897164	18897664	.	501	222	605	950	254	163	399	84	94	248	231	11	38	23	64	78
Region344	chr2L	18899495	18900685	.	1191	587	1226	1489	540	545	833	176	194	396	378	11	72	37	117	121
Region345	chr2L	18905463	18905820	.	358	298	333	740	166	276	340	49	64	131	116	7	29	14	43	45
Region346	chr2L	18907128	18907487	.	360	324	320	711	165	317	418	50	58	166	165	2	30	15	33	36
Region347	chr2L	18908531	18908960	.	430	362	437	1008	187	378	361	64	78	200	165	7	29	17	45	58
Region348	chr2L	18927160	18929834	.	2675	1081	2975	4176	1137	1064	1574	298	481	692	696	31	147	100	347	229
Region349	chr2L	18931932	18932303	.	372	242	393	902	138	230	233	50	93	119	103	5	30	10	53	58
Region350	chr2L	18933369	18934298	.	930	816	993	2777	390	809	946	133	167	283	260	16	52	38	124	93
Region351	chr2L	18934599	18935948	.	1350	846	1623	2933	485	878	1160	160	274	301	271	24	82	47	136	150
Region352	chr2L	18936816	18937242	.	427	380	303	1325	89	319	379	58	95	146	147	14	42	23	62	40
Region353	chr2L	19212692	19214711	.	2020	3150	1290	1903	587	2513	1864	254	399	759	699	52	148	87	241	224
Region354	chr2L	19214992	19215552	.	561	619	352	423	136	454	269	76	115	116	159	13	26	28	88	62
Region355	chr2L	19216124	19216848	.	725	842	517	612	208	701	504	101	161	222	242	17	32	32	112	99
Region356	chr2L	19218609	19219193	.	585	686	378	340	175	468	352	81	128	152	162	14	28	23	93	65
Region357	chr2L	19221391	19222768	.	1378	1830	1053	1030	480	1449	780	179	228	503	484	30	94	50	170	153
Region358	chr2L	19223110	19223507	.	398	582	275	493	127	418	281	73	90	217	207	9	24	25	47	43
Region359	chr2L	19224438	19224780	.	343	446	291	384	127	346	224	51	69	117	128	3	21	20	52	50
Region360	chr2L	19227635	19228101	.	467	657	304	592	159	473	288	75	67	227	244	9	25	24	74	43
Region361	chr2L	19867729	19868314	.	586	631	767	479	351	497	362	86	120	196	205	16	34	25	76	57
Region362	chr2L	20767622	20786384	.	18763	39000	39368	55368	20638	40239	39837	2477	3742	6111	6245	463	1249	823	2677	2163
Region363	chr2L	21626423	21626949	.	527	19	797	25	216	20	51	73	153	103	166	14	20	25	75	51
Region364	chr2L	21790082	21790483	.	402	394	276	535	112	523	263	63	89	139	154	6	27	29	59	53
Region365	chr2L	21796709	21797211	.	503	686	295	736	118	580	301	77	90	246	310	8	33	27	79	78
Region366	chr2L	21798208	21798802	.	595	902	336	1010	104	793	394	77	132	310	432	13	47	31	94	87
Region367	chr2L	21799178	21799801	.	624	819	397	753	156	742	395	92	107	206	307	8	48	41	101	80
Region368	chr2L	21800298	21802017	.	1720	1823	878	1760	375	1847	858	214	327	559	715	39	124	93	202	204
Region369	chr2L	21805472	21805963	.	492	690	352	633	122	594	259	77	111	245	308	13	36	32	107	75
Region370	chr2L	21806722	21807359	.	638	713	431	635	184	696	272	106	122	220	299	16	48	46	106	78
Region371	chr2L	21812322	21812878	.	557	723	334	621	109	609	264	81	93	251	394	7	45	31	82	66
Region372	chr2L	21821014	21821911	.	898	874	607	1122	255	1048	527	98	176	312	339	21	58	54	109	80
Region373	chr2L	21827312	21827566	.	255	356	180	463	81	356	157	41	58	62	85	5	21	11	40	31
Region374	chr2L	21833991	21834496	.	506	582	253	602	135	635	308	60	89	250	306	23	35	34	82	76
Region375	chr2L	21837927	21838524	.	598	705	402	565	193	654	293	95	145	225	294	15	36	34	110	94
Region376	chr2L	21839513	21840842	.	1330	1654	777	1420	385	1588	810	187	271	557	640	39	99	72	208	152
Region377	chr2L	21841142	21841700	.	559	769	474	696	224	739	421	91	123	277	263	7	34	27	95	69
Region378	chr2L	21842072	21843099	.	1028	1023	820	927	439	1225	661	138	214	327	388	17	58	67	159	126
Region379	chr2L	21844753	21846542	.	1790	2640	1580	2205	801	2382	1382	234	382	754	917	29	120	82	285	269
Region380	chr2L	21847177	21850283	.	3107	3885	3051	3598	1246	3305	1969	427	726	933	1310	85	230	162	562	367
Region381	chr2L	21851050	21851476	.	427	600	512	574	196	493	312	69	115	133	166	11	38	35	67	59
Region382	chr2L	21853325	21853936	.	612	843	653	808	330	902	493	87	151	262	269	16	42	38	113	86
Region383	chr2L	21856978	21858115	.	1138	1231	980	1233	397	1220	591	177	240	357	510	30	80	63	176	125
Region384	chr2L	21858672	21860238	.	1567	3384	1653	2793	779	2550	1380	199	301	757	943	54	115	89	261	212
Region385	chr2L	21860681	21862356	.	1676	2350	1521	1993	715	2003	927	194	367	616	784	38	106	100	238	187
Region386	chr2L	21862665	21863198	.	534	817	553	688	246	671	225	95	121	165	241	15	39	35	87	50
Region387	chr2L	21864231	21866479	.	2249	5101	2983	5026	1320	3996	2562	331	509	687	977	72	154	122	362	270
Region388	chr2L	21866707	21868794	.	2088	4967	3398	5415	1592	3913	3208	290	488	609	802	50	133	100	344	236
Region389	chr2L	21869174	21872790	.	3617	6862	4620	7119	2321	5322	4057	491	793	1242	1663	91	252	191	509	382
Region390	chr2L	21873159	21874068	.	910	1471	1152	1573	579	1164	885	134	192	294	391	46	71	49	152	132
Region391	chr2L	21874626	21876618	.	1993	2561	2341	2610	1349	2248	1537	309	397	599	791	57	136	108	328	247
Region392	chr2L	21878470	21880481	.	2012	2549	2019	2499	976	2051	1235	269	416	763	947	73	136	117	314	230
Region393	chr2L	21880936	21881487	.	552	770	498	820	235	627	431	94	134	233	295	10	36	35	123	68
Region394	chr2L	21883525	21883991	.	467	796	425	660	184	595	327	73	92	225	304	15	42	35	82	68
Region395	chr2L	21892927	21893644	.	718	914	473	1100	180	843	442	122	154	285	354	19	56	60	124	105
Region396	chr2L	21894270	21895449	.	1180	1696	815	1875	365	1674	973	173	237	522	689	28	92	87	177	157
Region397	chr2L	21896807	21898635	.	1829	3393	1620	4653	779	3204	2044	233	373	731	794	42	126	112	305	226
Region398	chr2L	22016522	22016893	.	372	466	311	585	117	472	266	51	77	148	177	8	30	21	56	49
Region399	chr2L	22020722	22023144	.	2423	3402	1156	5038	510	3482	2102	322	363	1060	1161	43	159	125	275	310
Region400	chr2L	22023347	22024028	.	682	924	499	1421	207	1228	807	101	120	371	274	29	53	52	91	88
Region401	chr2L	22025198	22025973	.	776	807	717	1464	259	732	418	123	166	191	281	25	39	34	96	81
Region402	chr2L	22259261	22260127	.	867	1055	459	1148	390	933	3472	250	272	539	709	25	96	80	113	143
Region403	chr2R	4860469	4861115	.	647	963	353	967	318	683	3596	258	248	446	629	17	79	66	69	99
Region404	chr2R	4861397	4862047	.	651	1107	459	1153	427	864	3166	197	233	489	603	28	78	67	71	114
Region405	chr2R	5725387	5726868	.	1482	2084	2194	5602	994	1913	1724	197	336	568	675	32	114	68	259	172
Region406	chr2R	5727122	5728805	.	1684	2886	2524	5156	872	2534	1837	252	401	457	604	62	126	77	207	173
Region407	chr2R	5729114	5730706	.	1593	1630	1812	3979	611	1713	953	204	359	307	500	37	78	79	176	153
Region408	chr2R	5731531	5732635	.	1105	1533	877	3013	333	1340	645	126	243	449	558	14	74	58	181	125
Region409	chr2R	5733438	5734154	.	717	620	465	1399	149	577	286	114	184	165	242	21	32	37	107	68
Region410	chr2R	5742227	5742773	.	547	778	385	1117	143	629	294	79	86	267	316	9	37	30	94	70
Region411	chr2R	5745591	5746116	.	526	810	462	1309	175	724	458	72	104	205	299	15	37	26	87	55
Region412	chr2R	5747704	5748601	.	898	1300	645	2227	232	1205	500	126	159	327	440	20	69	41	144	118
Region413	chr2R	5749031	5750151	.	1121	1773	592	1942	256	1636	521	148	200	442	508	29	77	68	164	139
Region414	chr2R	6341064	6341379	.	316	273	374	571	123	241	377	48	58	106	123	6	20	21	51	47
