# Program:featureCounts v2.0.0; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Genrich/K27ac.genrich.encode.narrowPeak.merged.SAF" "-o" "ChIPseq/K27ac.featureCount.count.tab.txt" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam" "./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam" "./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll10b_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/gd7_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_K27ac_1_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_2_R1.dmel.bowtie2.sorted.bam	./ChIP_seq_mapped_dm6/bam_dmel/Toll910_Input_1_R1.dmel.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep5.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep3.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Tol10b_WCE_rep4.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/Toll10b_WCE_rep2.dm6.bowtie2.sorted.bam	./Zetlinger_ChIP-mapped/bam_dm6/gd7_WCE_rep1.dm6.bowtie2.sorted.bam
Region198	chr2L	3862681	3862949	.	269	177	565	53	124	367	278	50	83	96	79	2	19	6	44	37
Region199	chr2L	3872098	3872413	.	316	129	636	27	161	356	250	43	64	113	110	11	21	7	42	21
Region200	chr2L	4029699	4030129	.	431	137	392	42	413	994	197	55	104	78	89	10	33	16	55	43
Region201	chr2L	4031392	4031851	.	460	549	1790	222	655	2047	852	74	129	166	128	12	31	16	65	57
Region202	chr2L	4032223	4034409	.	2187	1458	3835	653	1784	4561	1841	255	444	514	479	38	120	85	294	217
Region203	chr2L	4034780	4035575	.	796	924	1455	372	608	1741	671	120	175	225	191	24	66	25	111	100
Region204	chr2L	4053076	4053609	.	534	169	806	54	305	698	400	90	139	135	124	10	31	12	52	60
Region205	chr2L	4053897	4055874	.	1978	812	3149	334	1217	3249	1565	252	426	482	448	61	128	60	251	201
Region206	chr2L	4187254	4187735	.	482	131	921	36	216	505	444	86	117	165	163	9	24	17	71	61
Region207	chr2L	4221401	4221732	.	332	174	571	62	250	625	282	53	75	103	61	12	27	13	49	23
Region208	chr2L	4222084	4222601	.	518	124	576	39	434	996	344	73	116	148	134	9	23	21	56	48
Region209	chr2L	4226363	4226984	.	622	486	1480	132	753	1328	628	88	145	341	268	22	56	25	121	103
Region210	chr2L	4227636	4228365	.	730	653	1879	121	708	1426	858	103	197	345	283	3	51	33	151	94
Region211	chr2L	4281522	4281908	.	387	172	549	50	312	648	232	64	84	181	151	8	31	17	51	68
Region212	chr2L	4282262	4282829	.	568	223	980	98	678	1342	420	94	132	168	136	6	47	17	79	59
Region213	chr2L	4283282	4283872	.	591	160	872	59	373	782	379	93	132	227	180	11	38	16	97	77
Region214	chr2L	4354353	4354772	.	420	149	520	33	211	526	249	76	104	113	98	9	31	11	49	54
Region215	chr2L	4363026	4363721	.	696	250	1057	115	265	756	562	90	157	163	170	16	43	21	83	68
Region216	chr2L	4364072	4365337	.	1266	519	1943	199	538	934	1036	205	319	408	347	29	99	70	237	151
Region217	chr2L	4365838	4366666	.	829	201	1045	100	250	429	527	114	203	234	235	31	54	43	141	77
Region218	chr2L	4367073	4368464	.	1392	325	1632	156	495	857	923	192	321	406	352	29	88	56	231	170
Region219	chr2L	4369153	4369698	.	546	257	656	124	168	309	377	69	148	161	129	13	35	21	107	38
Region220	chr2L	4370410	4371292	.	883	723	1245	344	306	611	682	136	255	331	287	29	68	43	191	105
Region221	chr2L	4372116	4373323	.	1208	818	1638	359	328	584	811	158	268	463	391	26	94	64	229	153
Region222	chr2L	4373551	4373916	.	366	360	312	112	104	130	154	58	88	132	113	2	31	19	60	33
Region223	chr2L	4374738	4375194	.	457	142	501	51	186	373	264	53	105	141	148	9	34	29	84	64
Region224	chr2L	4382212	4382725	.	514	382	1266	126	423	820	531	87	129	272	213	16	46	32	128	78
Region225	chr2L	4385582	4386039	.	458	205	717	45	248	552	375	71	118	260	255	15	43	29	95	90
Region226	chr2L	4386588	4387061	.	474	361	1381	86	360	659	539	77	116	261	237	4	33	24	113	68
Region227	chr2L	4393503	4393821	.	319	156	598	26	217	400	271	65	87	167	120	8	35	18	54	33
Region228	chr2L	4394199	4394691	.	493	310	881	68	349	716	378	100	113	249	196	7	50	30	85	68
Region229	chr2L	4403264	4403659	.	396	205	768	50	289	533	367	63	108	195	161	5	37	21	74	60
Region230	chr2L	4442449	4442851	.	403	350	929	84	405	842	394	71	101	262	202	8	54	16	85	70
Region231	chr2L	4444235	4445215	.	981	356	1283	100	601	948	608	139	202	477	370	23	68	32	173	146
Region232	chr2L	4448114	4448699	.	586	426	1231	132	522	1017	597	84	153	257	223	7	48	29	133	73
Region233	chr2L	4452433	4453031	.	599	387	1121	101	620	896	487	74	132	515	276	15	49	40	104	89
Region234	chr2L	4454014	4454447	.	434	306	1052	69	336	599	496	89	110	222	221	9	31	23	94	54
Region235	chr2L	4457669	4458314	.	646	555	1804	208	768	1530	921	104	156	340	294	25	62	35	166	89
Region236	chr2L	4458990	4459629	.	640	434	1339	82	423	760	522	101	152	225	225	9	35	30	105	59
Region237	chr2L	4459862	4460340	.	479	256	873	55	258	546	389	67	112	248	245	14	42	14	112	77
Region238	chr2L	4462512	4463409	.	898	701	2272	160	611	1661	920	122	189	300	260	25	66	33	122	103
Region239	chr2L	4794696	4795083	.	388	155	820	33	171	294	318	63	90	206	151	6	16	26	51	38
Region240	chr2L	4817666	4818209	.	544	250	1093	56	280	880	489	84	142	191	186	9	45	24	91	77
Region241	chr2L	4820514	4820806	.	293	110	423	40	206	309	233	56	60	178	150	5	29	12	54	46
Region242	chr2L	4821860	4823692	.	1833	507	3864	284	1151	2048	1757	267	433	731	554	39	116	70	246	211
Region243	chr2L	4824219	4825703	.	1485	260	2149	114	601	1117	972	225	318	523	448	30	143	61	205	159
Region244	chr2L	4829930	4830673	.	744	547	1677	178	799	1374	804	106	214	343	328	14	66	30	137	108
Region245	chr2L	4830885	4831359	.	475	299	612	59	439	796	259	62	109	273	223	4	34	22	82	66
Region246	chr2L	4837306	4837991	.	686	512	1704	150	698	1333	773	91	185	396	340	16	63	35	170	100
Region247	chr2L	4838387	4839254	.	868	544	1250	151	1000	2251	528	118	212	320	330	17	63	36	152	115
Region248	chr2L	4847768	4848319	.	552	404	1160	90	442	926	517	92	142	323	230	24	44	32	108	81
Region249	chr2L	4849929	4851204	.	1276	735	2720	168	806	1559	1134	155	313	594	510	24	93	58	204	141
Region250	chr2L	4882390	4883687	.	1298	900	2381	250	966	2185	940	167	334	394	334	36	90	48	212	160
Region251	chr2L	4888867	4889496	.	630	1025	698	438	413	777	372	86	146	155	201	19	33	8	105	80
Region252	chr2L	4889832	4891755	.	1924	2840	2735	1020	1588	2355	1196	287	425	876	593	37	139	88	308	218
Region253	chr2L	4892175	4892903	.	729	616	816	266	363	871	414	117	186	231	219	16	40	32	161	86
Region254	chr2L	4902031	4902448	.	418	260	548	104	582	756	210	46	93	214	153	8	22	20	81	59
Region255	chr2L	4944981	4946130	.	1150	489	1944	143	582	1064	910	168	262	376	367	33	77	52	167	140
Region256	chr2L	4949322	4949770	.	449	300	1042	54	440	633	448	80	94	274	276	8	39	21	85	64
Region257	chr2L	4955525	4956046	.	522	201	1040	63	246	346	520	60	124	209	163	10	34	23	77	60
Region258	chr2L	4967174	4967770	.	597	425	1554	136	392	1004	643	85	151	306	316	7	45	28	114	85
Region259	chr2L	4968355	4969349	.	995	759	1649	219	713	1362	670	143	228	382	312	31	76	37	150	123
Region260	chr2L	4970968	4972195	.	1228	1007	2375	243	1083	1924	996	184	294	541	447	34	102	46	248	147
Region261	chr2L	4973980	4974477	.	498	197	1063	78	305	677	464	88	124	251	153	15	28	25	84	61
Region262	chr2L	4976490	4977937	.	1448	745	2794	185	1052	1861	1120	180	312	620	541	32	128	57	261	196
Region263	chr2L	4980772	4981524	.	753	538	1562	89	636	1056	646	114	159	371	224	14	49	27	81	83
Region264	chr2L	4999089	5000386	.	1298	1087	2590	418	1438	3557	1146	177	370	509	456	24	96	51	270	151
Region265	chr2L	5000880	5001514	.	635	874	2022	321	1019	2336	852	98	167	266	249	15	58	32	147	97
Region266	chr2L	5010309	5011640	.	1332	562	2608	157	744	1662	1200	203	310	540	470	24	88	59	211	188
Region267	chr2L	5042429	5043733	.	1305	1062	2696	250	903	2219	1193	173	286	538	408	30	94	42	231	147
Region268	chr2L	5052389	5053592	.	1204	717	2639	193	963	2215	1119	179	289	604	471	29	96	50	267	170
Region269	chr2L	5053930	5054952	.	1023	336	1130	67	555	1143	553	133	240	447	402	18	105	50	163	160
Region270	chr2L	5055171	5056320	.	1150	1693	3867	497	2543	3951	1780	142	259	602	428	44	92	54	172	160
Region271	chr2L	5059232	5059823	.	592	440	1613	124	640	1259	697	92	149	400	248	13	35	22	139	80
Region272	chr2L	5071036	5071665	.	630	569	1582	197	651	1630	722	119	153	191	185	19	49	32	115	96
Region273	chr2L	5093053	5093566	.	514	206	836	90	327	792	442	77	134	207	212	4	37	17	111	78
Region274	chr2L	5093994	5094592	.	599	385	1113	83	616	777	489	102	116	340	240	12	64	27	108	70
Region275	chr2L	5096455	5096992	.	538	241	1084	99	355	776	439	57	125	214	156	2	55	14	92	72
Region276	chr2L	5099814	5100141	.	328	140	495	43	155	313	244	46	69	157	156	8	29	12	55	50
Region277	chr2L	5201895	5202532	.	638	425	766	73	747	1329	222	106	121	250	214	20	33	26	70	78
Region278	chr2L	5235157	5235656	.	500	324	602	111	245	636	329	83	127	172	195	30	34	22	101	71
Region279	chr2L	5236106	5237260	.	1155	710	1933	266	680	1515	1019	167	257	384	306	27	88	41	206	131
Region280	chr2L	5237704	5239447	.	1744	1073	2027	456	1301	2695	1163	252	375	537	506	42	125	58	286	239
Region281	chr2L	5240196	5240694	.	499	484	627	303	250	508	401	91	120	165	162	11	45	28	104	70
Region282	chr2L	5241371	5241635	.	265	171	257	84	92	165	127	38	82	85	75	2	26	15	57	32
Region283	chr2L	5242758	5243072	.	315	134	421	63	115	258	226	45	80	118	129	5	18	24	67	56
Region284	chr2L	5271023	5271358	.	336	140	573	63	221	600	253	48	108	87	140	11	34	15	79	37
Region285	chr2L	5276424	5279773	.	3350	3398	7247	1039	4204	8526	2838	474	726	1417	1194	73	240	127	611	502
Region286	chr2L	5324647	5326742	.	2096	1975	5554	600	2193	5213	2249	278	469	780	685	40	144	86	349	243
Region287	chr2L	5326971	5327737	.	767	723	1901	91	495	1168	791	120	226	230	189	20	55	24	101	84
Region288	chr2L	5519455	5519892	.	438	365	1076	93	433	1087	503	72	102	148	124	5	34	14	78	73
Region289	chr2L	5524336	5524790	.	455	308	830	71	434	519	329	62	109	306	188	8	32	20	74	59
Region290	chr2L	5525941	5526702	.	762	736	1730	194	691	1268	710	85	159	331	311	23	59	24	152	112
Region291	chr2L	5527022	5527594	.	573	286	1272	67	543	985	522	80	137	312	259	5	49	23	82	77
Region292	chr2L	5528102	5528541	.	440	293	843	86	303	618	365	62	103	188	188	11	30	23	102	71
Region293	chr2L	5531802	5532198	.	397	157	791	64	197	402	332	62	105	160	132	2	25	14	54	40
Region294	chr2L	5541438	5543723	.	2286	3607	8399	1134	2938	7455	3446	316	495	981	794	44	146	108	395	280
Region295	chr2L	5547265	5547692	.	428	258	635	89	257	692	308	53	128	144	159	15	36	20	83	70
Region296	chr2L	5721094	5721477	.	384	187	535	42	233	429	225	55	78	182	99	6	35	18	57	52
Region297	chr2L	5724760	5725181	.	422	359	651	123	397	698	289	69	111	222	215	9	32	21	107	58
Region298	chr2L	5788675	5789232	.	558	599	437	174	145	319	183	93	140	147	139	11	38	26	80	62
Region299	chr2L	5799839	5800147	.	309	138	488	72	358	551	239	61	81	143	163	4	23	16	75	38
Region300	chr2L	5801319	5802827	.	1509	1252	3017	313	2013	3114	1228	204	275	805	448	40	114	71	266	189
Region301	chr2L	5943638	5944430	.	793	483	1244	162	580	1047	629	102	201	376	337	28	75	33	162	101
Region302	chr2L	5949486	5949852	.	367	138	676	35	192	483	290	61	84	124	120	8	32	9	71	48
Region303	chr2L	5997222	5999467	.	2246	1522	6156	598	2629	5050	2573	300	497	1004	897	63	152	93	391	291
Region304	chr2L	6000285	6000817	.	533	264	829	83	419	647	391	81	126	306	235	15	36	32	97	82
Region305	chr2L	6023993	6024501	.	509	374	1317	117	559	846	551	77	109	361	243	14	38	28	96	73
Region306	chr2L	6037447	6038547	.	1101	614	2030	130	776	1333	853	174	257	578	541	31	79	36	198	144
Region307	chr2L	6047356	6049523	.	2168	1955	5049	488	2781	4667	2280	282	471	1259	931	29	172	88	413	292
Region308	chr2L	6050841	6051767	.	927	821	2329	237	688	2037	1010	138	197	334	236	20	61	34	172	103
Region309	chr2L	6062252	6062842	.	591	279	1231	77	345	801	549	87	124	261	175	17	31	22	87	58
Region310	chr2L	6065452	6065911	.	460	198	938	65	319	633	361	71	103	273	176	13	32	24	93	54
Region311	chr2L	6066176	6066732	.	557	290	1215	77	411	676	510	70	98	343	190	10	42	33	90	56
Region312	chr2L	6069094	6069503	.	410	234	772	44	300	563	356	70	117	193	205	4	32	23	84	64
Region313	chr2L	6071085	6071569	.	485	201	917	63	343	800	458	59	118	228	192	8	31	15	96	70
Region314	chr2L	6125040	6125647	.	608	402	1460	102	681	982	604	73	158	429	225	15	41	26	100	81
Region315	chr2L	6127186	6128285	.	1100	637	1596	124	555	964	655	158	234	541	409	20	76	43	186	128
Region316	chr2L	6323764	6324507	.	744	604	2038	183	546	1248	821	107	164	273	305	9	67	23	122	102
Region317	chr2L	6338888	6339723	.	836	415	1714	145	908	1902	799	112	216	377	285	37	64	36	163	110
Region318	chr2L	6371375	6373174	.	1800	1058	2427	245	1978	5097	933	225	304	525	435	41	114	55	183	198
Region319	chr2L	6424396	6424912	.	517	242	800	69	255	401	367	70	131	314	227	10	40	31	82	72
Region320	chr2L	6447952	6448419	.	468	250	716	72	245	540	306	60	101	175	146	11	36	18	65	64
Region321	chr2L	6455268	6456870	.	1603	1521	3495	455	1937	3851	1581	205	370	653	586	25	102	58	272	204
Region322	chr2L	6467263	6467638	.	376	151	543	33	193	350	240	61	81	215	169	7	23	25	68	61
Region323	chr2L	6473354	6473908	.	555	472	886	150	523	1255	432	82	150	232	190	8	48	23	142	77
Region324	chr2L	6476353	6476981	.	629	664	1659	159	814	1162	665	90	144	475	353	6	45	29	144	102
Region325	chr2L	6479452	6480442	.	991	819	2830	297	1120	2669	1272	144	255	386	378	19	74	47	199	122
Region326	chr2L	6480904	6481580	.	677	702	1346	256	778	1452	604	86	148	310	252	19	55	20	134	93
Region327	chr2L	6489092	6489517	.	426	370	771	79	346	603	351	74	116	284	239	15	47	27	94	77
Region328	chr2L	6490292	6491585	.	1294	870	2852	259	848	1781	1245	173	287	499	464	13	79	55	248	145
Region329	chr2L	6498698	6499286	.	589	362	1123	88	472	722	528	86	146	455	161	13	36	28	98	79
Region330	chr2L	6557643	6558314	.	672	531	1657	139	577	1037	718	97	154	273	233	11	42	29	115	67
Region331	chr2L	6561210	6563054	.	1845	1125	3588	317	1388	2938	1496	251	394	685	639	37	120	65	272	245
Region332	chr2L	6565650	6566156	.	507	277	970	70	395	710	480	69	128	239	195	4	35	22	122	74
Region333	chr2L	6611033	6612721	.	1689	1785	4258	448	1353	3816	1699	213	371	477	537	52	105	52	203	164
Region334	chr2L	6646481	6648229	.	1749	862	2820	373	1345	3539	1404	256	417	568	666	48	133	73	283	221
Region335	chr2L	6648589	6649076	.	488	199	674	96	229	575	372	75	127	170	124	10	29	21	82	70
Region336	chr2L	6649417	6649808	.	392	187	818	86	261	498	318	57	90	162	155	12	30	18	75	58
Region337	chr2L	6658554	6659128	.	575	186	864	42	322	403	411	71	128	403	250	3	48	16	84	80
Region338	chr2L	6668171	6668764	.	594	239	737	64	233	438	329	79	129	219	230	23	45	28	93	74
Region339	chr2L	6673992	6674356	.	365	178	637	65	166	350	295	62	88	145	109	1	36	15	69	40
Region340	chr2L	6683895	6684372	.	478	370	803	79	464	784	411	69	120	248	218	15	35	18	70	55
Region341	chr2L	6717634	6718057	.	424	400	969	105	463	690	459	58	107	244	178	10	38	18	109	60
Region342	chr2L	6722443	6724380	.	1938	1765	4478	461	2081	5700	1897	289	467	645	614	32	111	74	290	229
Region343	chr2L	6737123	6737759	.	637	149	323	15	997	1314	132	81	105	409	233	9	40	23	65	92
Region344	chr2L	6793814	6794115	.	302	166	552	60	226	294	264	43	78	116	130	13	15	15	48	33
Region345	chr2L	6794319	6794563	.	245	152	451	47	142	347	231	36	81	82	71	8	13	11	49	42
Region346	chr2L	6794786	6795218	.	433	104	609	27	246	345	332	56	99	121	112	10	18	12	52	55
Region347	chr2L	6852113	6852895	.	783	304	1251	87	355	715	612	120	169	264	222	24	50	46	111	59
Region348	chr2L	6854172	6854594	.	423	193	927	83	273	387	450	74	106	238	198	11	41	18	73	60
Region349	chr2L	6907330	6908648	.	1319	1070	3125	257	1060	2046	1339	183	266	606	563	21	79	51	236	173
Region350	chr2L	6913635	6914055	.	421	243	771	64	315	430	359	66	115	332	159	11	38	22	84	59
Region351	chr2L	6917933	6918805	.	873	942	2253	423	1039	2029	980	141	210	544	455	32	90	47	215	145
Region352	chr2L	6919353	6923199	.	3847	5461	13827	1950	5072	12225	5531	523	874	1262	1070	92	237	141	586	434
Region353	chr2L	6944862	6945226	.	365	195	799	66	256	512	328	53	96	165	108	8	34	16	82	50
Region354	chr2L	6948319	6948818	.	500	336	1206	83	390	837	553	76	137	193	191	21	33	24	92	55
Region355	chr2L	6949662	6950951	.	1290	671	2222	170	774	1711	1027	157	248	494	457	37	70	65	234	174
Region356	chr2L	6956478	6957647	.	1170	982	2712	271	1015	1810	1155	175	280	561	496	23	88	52	220	181
Region357	chr2L	6959790	6960848	.	1059	628	1852	121	747	1292	790	156	240	519	422	28	85	61	172	154
Region358	chr2L	6963389	6965102	.	1714	1566	3565	440	1489	2949	1525	228	391	776	532	46	112	63	294	223
Region359	chr2L	6966101	6968949	.	2849	4063	6946	1123	3068	8529	3031	393	669	919	870	58	207	101	433	318
Region360	chr2L	6970957	6971753	.	797	990	2229	226	986	2223	892	117	165	438	248	18	51	43	133	113
Region361	chr2L	7009001	7009829	.	829	195	1463	73	371	905	736	112	200	236	199	19	57	29	125	124
Region362	chr2L	7010085	7010458	.	374	171	674	87	396	590	393	50	117	157	124	7	23	12	84	47
Region363	chr2L	7010689	7011234	.	546	186	649	71	244	498	331	70	122	174	122	15	47	13	81	58
Region364	chr2L	7013396	7013894	.	499	284	800	55	357	702	410	73	118	296	233	13	44	19	68	66
Region365	chr2L	7026697	7028036	.	1340	1081	3223	311	1125	3102	1372	170	331	509	474	34	95	63	242	188
Region366	chr2L	7032059	7033880	.	1822	1861	5354	575	1612	4501	2012	245	437	545	539	44	131	60	319	233
Region367	chr2L	7037617	7039352	.	1736	1931	4292	657	1610	4339	1885	266	427	526	513	38	107	70	301	231
Region368	chr2L	7049195	7050855	.	1661	1084	2368	435	646	1438	1265	248	428	584	513	39	127	65	288	229
Region369	chr2L	7056366	7056774	.	409	150	767	87	273	556	388	63	97	188	214	11	36	13	80	74
Region370	chr2L	7063973	7064583	.	611	266	1291	77	363	815	627	103	160	246	195	25	49	25	113	88
Region371	chr2L	7065493	7065790	.	298	96	438	27	175	291	210	42	71	137	88	5	28	11	65	34
Region372	chr2L	7181522	7181964	.	443	188	706	51	259	635	297	65	108	142	135	9	38	22	101	56
Region373	chr2L	7182168	7182776	.	609	306	1469	79	373	864	567	86	160	230	232	11	44	32	115	89
Region374	chr2L	7193901	7194638	.	738	435	1285	104	264	695	695	116	165	182	131	17	48	17	101	68
Region375	chr2L	7217537	7218240	.	704	443	1017	165	350	751	523	102	187	181	176	26	45	20	116	77
Region376	chr2L	7218463	7220001	.	1539	1544	3701	486	1304	3266	1820	209	373	518	494	46	112	55	232	200
Region377	chr2L	7222549	7223059	.	511	498	1029	117	408	819	457	84	108	249	204	8	28	27	111	69
Region378	chr2L	7387774	7388222	.	449	251	1080	128	371	782	500	81	139	205	163	12	31	14	89	61
Region379	chr2L	7409400	7409711	.	312	144	508	41	157	350	227	59	74	121	115	10	28	9	73	35
Region380	chr2L	7412443	7412973	.	531	236	1153	58	386	580	446	75	113	265	192	10	42	15	85	71
Region381	chr2L	7427036	7427491	.	456	251	795	135	467	827	344	73	106	210	204	11	41	23	89	62
Region382	chr2L	7495476	7496355	.	880	650	1843	253	723	1920	814	109	244	344	258	23	64	49	171	129
Region383	chr2L	7518853	7519722	.	870	656	401	206	739	2144	228	121	233	173	192	24	43	17	123	87
Region384	chr2L	7519950	7521137	.	1188	606	654	214	1473	3746	319	173	278	305	301	34	76	39	175	151
Region385	chr2L	7525827	7526119	.	293	219	284	74	198	436	159	52	64	72	84	5	18	9	72	26
Region386	chr2L	7530002	7530476	.	475	313	595	122	199	863	294	72	133	125	99	3	22	18	80	53
Region387	chr2L	7532193	7532580	.	388	271	368	101	275	663	199	67	95	119	114	5	30	11	65	41
Region388	chr2L	7542738	7544392	.	1655	472	2540	256	818	2065	1314	245	396	515	465	28	86	68	294	203
Region389	chr2L	7544891	7545348	.	458	114	553	27	251	626	276	58	112	178	159	10	44	18	71	76
Region390	chr2L	7782167	7782578	.	412	410	631	72	267	419	252	87	95	245	221	10	38	18	78	65
Region391	chr2L	7782867	7783393	.	527	331	1229	110	308	843	595	78	142	158	185	10	29	19	84	49
Region392	chr2L	7799160	7800856	.	1697	1218	3590	290	1077	3023	1591	225	330	568	428	35	102	57	281	203
Region393	chr2L	7811497	7811943	.	447	346	903	167	406	1051	459	73	151	155	125	27	34	23	70	61
Region394	chr2L	7821523	7822107	.	585	415	810	113	318	775	391	100	138	143	152	19	36	26	105	57
Region395	chr2L	7826645	7827243	.	599	551	1144	174	580	990	532	77	127	314	277	17	53	32	114	83
Region396	chr2L	7827788	7828274	.	487	353	1287	170	369	970	656	70	144	212	188	13	41	22	96	63
Region397	chr2L	7884848	7886084	.	1237	1076	2720	285	1021	2232	1225	184	288	456	427	34	82	45	226	148
Region398	chr2L	7886993	7887348	.	356	99	458	32	148	354	224	52	89	99	75	6	14	16	64	40
Region399	chr2L	7993591	7994291	.	701	390	927	197	594	1353	454	106	179	214	207	20	50	24	105	65
Region400	chr2L	8003602	8004262	.	661	317	1082	56	429	703	525	92	128	382	261	2	43	26	93	91
Region401	chr2L	8029293	8031945	.	2653	3220	8405	1050	3242	7871	3569	375	606	822	809	80	171	105	500	311
Region402	chr2L	8042187	8042876	.	690	729	2345	227	910	2140	986	94	168	333	351	28	74	32	171	107
Region403	chr2L	8043425	8044066	.	642	892	1800	185	805	1581	775	101	164	389	200	8	46	27	104	81
Region404	chr2L	8071218	8071549	.	332	151	519	46	178	482	246	61	110	94	94	4	24	15	71	51
Region405	chr2L	8072254	8073478	.	1225	873	2613	216	1039	1943	1121	162	259	669	506	22	79	50	213	168
Region406	chr2L	8082332	8082942	.	611	270	1348	106	453	838	590	85	164	253	203	19	43	27	119	78
Region407	chr2L	8083431	8084448	.	1018	569	1855	227	767	1471	882	150	205	397	462	25	75	31	187	147
Region408	chr2L	8123603	8123965	.	363	160	496	49	228	338	259	51	84	207	155	8	37	23	54	51
Region409	chr2L	8126379	8127614	.	1236	950	2441	237	920	2397	1073	173	336	502	448	26	77	60	224	172
Region410	chr2L	8143400	8146333	.	2934	1377	4256	544	1613	3577	1992	404	699	716	738	66	223	112	411	325
Region411	chr2L	8156371	8157586	.	1216	881	2664	192	660	1821	1116	177	324	363	345	24	98	45	189	147
Region412	chr2L	8159827	8160334	.	508	187	733	62	141	285	357	82	113	135	129	6	37	22	74	61
Region413	chr2L	8161953	8162397	.	445	362	838	90	272	775	400	46	121	186	170	31	35	30	102	62
Region414	chr2L	8163147	8163687	.	541	286	1051	103	342	793	530	119	148	195	217	7	42	34	121	84
Region415	chr2L	8165339	8165928	.	590	293	827	54	282	726	427	107	175	124	113	20	36	18	74	69
Region416	chr2L	8166258	8166852	.	595	361	938	95	423	1112	474	80	154	127	158	10	42	19	75	81
Region417	chr2L	8197261	8197609	.	349	162	532	23	162	217	262	55	95	176	149	9	24	24	73	55
Region418	chr2L	8198981	8199476	.	496	556	1096	166	394	677	477	78	126	261	194	19	28	28	96	73
Region419	chr2L	8208524	8211766	.	3243	6439	7072	2322	2963	5904	2920	431	697	1175	1055	79	247	141	602	410
Region420	chr2L	8213090	8213581	.	492	203	601	57	250	340	277	75	121	167	228	19	41	24	107	65
Region421	chr2L	8220289	8220660	.	372	202	608	36	272	462	259	58	92	145	118	6	27	18	42	45
Region422	chr2L	8274261	8274687	.	427	155	564	36	328	634	286	59	108	138	106	3	29	20	76	55
Region423	chr2L	8275216	8276451	.	1236	534	1369	197	1276	2725	783	198	326	333	342	34	83	52	209	157
Region424	chr2L	8276700	8277635	.	936	326	1053	118	842	2034	564	139	211	284	262	27	55	30	138	117
Region425	chr2L	8300705	8301033	.	329	172	641	37	258	542	324	56	92	152	118	3	24	16	49	35
Region426	chr2L	8301942	8302935	.	994	372	1756	114	757	1614	757	148	243	439	397	33	68	55	226	130
Region427	chr2L	8305638	8305903	.	266	120	431	40	224	399	166	48	58	148	128	3	21	11	61	47
